snapshot_number,byte_offset,particle_count,time,x_min,y_min,z_min,x_max,y_max,z_max
329,682482881,10792,566.0497835,-30.0,-5.0,-30.0,30.0,5.0,30.0
330,684553470,10792,567.7702995,-30.0,-5.0,-30.0,30.0,5.0,30.0
331,686624536,10792,569.4908156,-30.0,-5.0,-30.0,30.0,5.0,30.0
332,688695967,10792,571.2113316,-30.0,-5.0,-30.0,30.0,5.0,30.0
333,690768297,10792,572.9318477,-30.0,-5.0,-30.0,30.0,5.0,30.0
334,692841421,10792,574.6523638,-30.0,-5.0,-30.0,30.0,5.0,30.0
335,694914755,10792,576.3728798,-30.0,-5.0,-30.0,30.0,5.0,30.0
336,696986972,10792,578.0933959,-30.0,-5.0,-30.0,30.0,5.0,30.0
337,699059548,10792,579.8139119,-30.0,-5.0,-30.0,30.0,5.0,30.0
338,701131796,10792,581.534428,-30.0,-5.0,-30.0,30.0,5.0,30.0
339,703201937,10792,583.2549441,-30.0,-5.0,-30.0,30.0,5.0,30.0
340,705273445,10792,584.9754601,-30.0,-5.0,-30.0,30.0,5.0,30.0
341,707343502,10792,586.6959762,-30.0,-5.0,-30.0,30.0,5.0,30.0
342,709415580,10792,588.4164922,-30.0,-5.0,-30.0,30.0,5.0,30.0
343,711488097,10792,590.1370083,-30.0,-5.0,-30.0,30.0,5.0,30.0
344,713560774,10792,591.8575244,-30.0,-5.0,-30.0,30.0,5.0,30.0
345,715631924,10792,593.5780404,-30.0,-5.0,-30.0,30.0,5.0,30.0
346,717702557,10792,595.2985565,-30.0,-5.0,-30.0,30.0,5.0,30.0
347,719774207,10792,597.0190725,-30.0,-5.0,-30.0,30.0,5.0,30.0
348,721844329,10792,598.7395886,-30.0,-5.0,-30.0,30.0,5.0,30.0
349,723916386,10792,600.4601047,-30.0,-5.0,-30.0,30.0,5.0,30.0
350,725987860,10792,602.1806207,-30.0,-5.0,-30.0,30.0,5.0,30.0
351,728058986,10792,603.9011368,-30.0,-5.0,-30.0,30.0,5.0,30.0
352,730130242,10792,605.6216528,-30.0,-5.0,-30.0,30.0,5.0,30.0
353,732200581,10792,607.3421689,-30.0,-5.0,-30.0,30.0,5.0,30.0
354,734271716,10792,609.0626849,-30.0,-5.0,-30.0,30.0,5.0,30.0
355,736342326,10792,610.783201,-30.0,-5.0,-30.0,30.0,5.0,30.0
356,738413036,10792,612.5037171,-30.0,-5.0,-30.0,30.0,5.0,30.0
357,740484990,10792,614.2242331,-30.0,-5.0,-30.0,30.0,5.0,30.0
358,742555759,10792,615.9447492,-30.0,-5.0,-30.0,30.0,5.0,30.0
359,744626983,10792,617.6652652,-30.0,-5.0,-30.0,30.0,5.0,30.0
360,746699602,10792,619.3857813,-30.0,-5.0,-30.0,30.0,5.0,30.0
361,748771310,10792,621.1062974,-30.0,-5.0,-30.0,30.0,5.0,30.0
362,750842961,10792,622.8268134,-30.0,-5.0,-30.0,30.0,5.0,30.0
363,752913084,10792,624.5473295,-30.0,-5.0,-30.0,30.0,5.0,30.0
364,754983572,10792,626.2678455,-30.0,-5.0,-30.0,30.0,5.0,30.0
365,757052743,10792,627.9883616,-30.0,-5.0,-30.0,30.0,5.0,30.0
366,759123446,10792,629.7088777,-30.0,-5.0,-30.0,30.0,5.0,30.0
367,761194102,10792,631.4293937,-30.0,-5.0,-30.0,30.0,5.0,30.0
368,763265841,10792,633.1499098,-30.0,-5.0,-30.0,30.0,5.0,30.0
369,765336825,10792,634.8704258,-30.0,-5.0,-30.0,30.0,5.0,30.0
370,767407887,10792,636.5909419,-30.0,-5.0,-30.0,30.0,5.0,30.0
371,769479941,10792,638.311458,-30.0,-5.0,-30.0,30.0,5.0,30.0
372,771553026,10792,640.031974,-30.0,-5.0,-30.0,30.0,5.0,30.0
373,773625899,10792,641.7524901,-30.0,-5.0,-30.0,30.0,5.0,30.0
374,775697689,10792,643.4730061,-30.0,-5.0,-30.0,30.0,5.0,30.0
375,777771921,10792,645.1935222,-30.0,-5.0,-30.0,30.0,5.0,30.0
376,779842612,10792,646.9140383,-30.0,-5.0,-30.0,30.0,5.0,30.0
377,781913280,10792,648.6345543,-30.0,-5.0,-30.0,30.0,5.0,30.0
378,783984605,10792,650.3550704,-30.0,-5.0,-30.0,30.0,5.0,30.0
379,786056415,10792,652.0755864,-30.0,-5.0,-30.0,30.0,5.0,30.0
380,788127356,10792,653.7961025,-30.0,-5.0,-30.0,30.0,5.0,30.0
381,790197932,10792,655.5166185,-30.0,-5.0,-30.0,30.0,5.0,30.0
382,792269621,10792,657.2371346,-30.0,-5.0,-30.0,30.0,5.0,30.0
383,794343264,10792,658.9576507,-30.0,-5.0,-30.0,30.0,5.0,30.0
384,796414901,10792,660.6781667,-30.0,-5.0,-30.0,30.0,5.0,30.0
385,798484732,10792,662.3986828,-30.0,-5.0,-30.0,30.0,5.0,30.0
386,800556039,10792,664.1191988,-30.0,-5.0,-30.0,30.0,5.0,30.0
387,802625858,10792,665.8397149,-30.0,-5.0,-30.0,30.0,5.0,30.0
388,804696307,10792,667.560231,-30.0,-5.0,-30.0,30.0,5.0,30.0
389,806769187,10792,669.280747,-30.0,-5.0,-30.0,30.0,5.0,30.0
390,808839837,10792,671.0012631,-30.0,-5.0,-30.0,30.0,5.0,30.0
391,810911266,10792,672.7217791,-30.0,-5.0,-30.0,30.0,5.0,30.0
392,812982455,10792,674.4422952,-30.0,-5.0,-30.0,30.0,5.0,30.0
393,815053114,10792,676.1628113,-30.0,-5.0,-30.0,30.0,5.0,30.0
394,817124469,10792,677.8833273,-30.0,-5.0,-30.0,30.0,5.0,30.0
395,819196701,10792,679.6038434,-30.0,-5.0,-30.0,30.0,5.0,30.0
396,821269425,10792,681.3243594,-30.0,-5.0,-30.0,30.0,5.0,30.0
397,823340662,10792,683.0448755,-30.0,-5.0,-30.0,30.0,5.0,30.0
398,825411869,10792,684.7653916,-30.0,-5.0,-30.0,30.0,5.0,30.0
399,827484409,10792,686.4859076,-30.0,-5.0,-30.0,30.0,5.0,30.0
400,829554936,10792,688.2064237,-30.0,-5.0,-30.0,30.0,5.0,30.0
401,831627225,10792,689.9269397,-30.0,-5.0,-30.0,30.0,5.0,30.0
402,833697669,10792,691.6474558,-30.0,-5.0,-30.0,30.0,5.0,30.0
403,835768842,10792,693.3679718,-30.0,-5.0,-30.0,30.0,5.0,30.0
404,837838042,10792,695.0884879,-30.0,-5.0,-30.0,30.0,5.0,30.0
405,839906027,10792,696.809004,-30.0,-5.0,-30.0,30.0,5.0,30.0
406,841975975,10792,698.52952,-30.0,-5.0,-30.0,30.0,5.0,30.0
407,844045527,10792,700.2500361,-30.0,-5.0,-30.0,30.0,5.0,30.0
408,846115930,10792,701.9705521,-30.0,-5.0,-30.0,30.0,5.0,30.0
409,848187205,10792,703.6910682,-30.0,-5.0,-30.0,30.0,5.0,30.0
410,850258651,10792,705.4115843,-30.0,-5.0,-30.0,30.0,5.0,30.0
411,852331102,10792,707.1321003,-30.0,-5.0,-30.0,30.0,5.0,30.0
412,854403242,10792,708.8526164,-30.0,-5.0,-30.0,30.0,5.0,30.0
413,856476668,10792,710.5731324,-30.0,-5.0,-30.0,30.0,5.0,30.0
414,858549672,10792,712.2936485,-30.0,-5.0,-30.0,30.0,5.0,30.0
415,860620902,10792,714.0141646,-30.0,-5.0,-30.0,30.0,5.0,30.0
416,862690530,10792,715.7346806,-30.0,-5.0,-30.0,30.0,5.0,30.0
417,864764025,10792,717.4551967,-30.0,-5.0,-30.0,30.0,5.0,30.0
418,866835884,10792,719.1757127,-30.0,-5.0,-30.0,30.0,5.0,30.0
419,868907898,10792,720.8962288,-30.0,-5.0,-30.0,30.0,5.0,30.0
420,870977618,10792,722.6167449,-30.0,-5.0,-30.0,30.0,5.0,30.0
421,873049200,10792,724.3372609,-30.0,-5.0,-30.0,30.0,5.0,30.0
422,875122610,10792,726.057777,-30.0,-5.0,-30.0,30.0,5.0,30.0
423,877195926,10792,727.778293,-30.0,-5.0,-30.0,30.0,5.0,30.0
424,879269106,10792,729.4988091,-30.0,-5.0,-30.0,30.0,5.0,30.0
425,881342608,10792,731.2193251,-30.0,-5.0,-30.0,30.0,5.0,30.0
426,883414726,10792,732.9398412,-30.0,-5.0,-30.0,30.0,5.0,30.0
427,885489068,10792,734.6603573,-30.0,-5.0,-30.0,30.0,5.0,30.0
428,887561237,10792,736.3808733,-30.0,-5.0,-30.0,30.0,5.0,30.0
429,889635071,10792,738.1013894,-30.0,-5.0,-30.0,30.0,5.0,30.0
430,891708897,10792,739.8219054,-30.0,-5.0,-30.0,30.0,5.0,30.0
431,893781972,10792,741.5424215,-30.0,-5.0,-30.0,30.0,5.0,30.0
432,895853206,10792,743.2629376,-30.0,-5.0,-30.0,30.0,5.0,30.0
433,897923222,10792,744.9834536,-30.0,-5.0,-30.0,30.0,5.0,30.0
434,899993162,10792,746.7039697,-30.0,-5.0,-30.0,30.0,5.0,30.0
435,902062224,10792,748.4244857,-30.0,-5.0,-30.0,30.0,5.0,30.0
436,904130729,10792,750.1450018,-30.0,-5.0,-30.0,30.0,5.0,30.0
437,906199912,10792,751.8655179,-30.0,-5.0,-30.0,30.0,5.0,30.0
438,908269664,10792,753.5860339,-30.0,-5.0,-30.0,30.0,5.0,30.0
439,910342475,10792,755.30655,-30.0,-5.0,-30.0,30.0,5.0,30.0
440,912416005,10792,757.027066,-30.0,-5.0,-30.0,30.0,5.0,30.0
441,914488798,10792,758.7475821,-30.0,-5.0,-30.0,30.0,5.0,30.0
442,916561222,10792,760.4680982,-30.0,-5.0,-30.0,30.0,5.0,30.0
443,918634048,10792,762.1886142,-30.0,-5.0,-30.0,30.0,5.0,30.0
444,920707680,10792,763.9091303,-30.0,-5.0,-30.0,30.0,5.0,30.0
445,922780213,10792,765.6296463,-30.0,-5.0,-30.0,30.0,5.0,30.0
446,924852648,10792,767.3501624,-30.0,-5.0,-30.0,30.0,5.0,30.0
447,926925469,10792,769.0706785,-30.0,-5.0,-30.0,30.0,5.0,30.0
448,928997096,10792,770.7911945,-30.0,-5.0,-30.0,30.0,5.0,30.0
449,931068145,10792,772.5117106,-30.0,-5.0,-30.0,30.0,5.0,30.0
450,933140132,10792,774.2322266,-30.0,-5.0,-30.0,30.0,5.0,30.0
451,935212216,10792,775.9527427,-30.0,-5.0,-30.0,30.0,5.0,30.0
452,937283472,10792,777.6732587,-30.0,-5.0,-30.0,30.0,5.0,30.0
453,939353879,10792,779.3937748,-30.0,-5.0,-30.0,30.0,5.0,30.0
454,941425271,10792,781.1142909,-30.0,-5.0,-30.0,30.0,5.0,30.0
455,943496333,10792,782.8348069,-30.0,-5.0,-30.0,30.0,5.0,30.0
456,945568178,10792,784.555323,-30.0,-5.0,-30.0,30.0,5.0,30.0
457,947639469,10792,786.275839,-30.0,-5.0,-30.0,30.0,5.0,30.0
458,949710636,10792,787.9963551,-30.0,-5.0,-30.0,30.0,5.0,30.0
459,951781896,10792,789.7168712,-30.0,-5.0,-30.0,30.0,5.0,30.0
460,953852671,10792,791.4373872,-30.0,-5.0,-30.0,30.0,5.0,30.0
461,955923685,10792,793.1579033,-30.0,-5.0,-30.0,30.0,5.0,30.0
462,957994940,10792,794.8784193,-30.0,-5.0,-30.0,30.0,5.0,30.0
463,960065762,10792,796.5989354,-30.0,-5.0,-30.0,30.0,5.0,30.0
464,962138532,10792,798.3194515,-30.0,-5.0,-30.0,30.0,5.0,30.0
465,964208936,10792,800.0399675,-30.0,-5.0,-30.0,30.0,5.0,30.0
466,966279820,10792,801.7604836,-30.0,-5.0,-30.0,30.0,5.0,30.0
467,968348840,10792,803.4809996,-30.0,-5.0,-30.0,30.0,5.0,30.0
468,970420631,10792,805.2015157,-30.0,-5.0,-30.0,30.0,5.0,30.0
469,972492378,10792,806.9220318,-30.0,-5.0,-30.0,30.0,5.0,30.0
470,974564444,10792,808.6425478,-30.0,-5.0,-30.0,30.0,5.0,30.0
471,976636305,10792,810.3630639,-30.0,-5.0,-30.0,30.0,5.0,30.0
472,978708047,10792,812.0835799,-30.0,-5.0,-30.0,30.0,5.0,30.0
473,980781039,10792,813.804096,-30.0,-5.0,-30.0,30.0,5.0,30.0
474,982853335,10792,815.524612,-30.0,-5.0,-30.0,30.0,5.0,30.0
475,984923944,10792,817.2451281,-30.0,-5.0,-30.0,30.0,5.0,30.0
476,986994651,10792,818.9656442,-30.0,-5.0,-30.0,30.0,5.0,30.0
477,989067375,10792,820.6861602,-30.0,-5.0,-30.0,30.0,5.0,30.0
478,991140464,10792,822.4066763,-30.0,-5.0,-30.0,30.0,5.0,30.0
479,993213916,10792,824.1271923,-30.0,-5.0,-30.0,30.0,5.0,30.0
480,995285280,10792,825.8477084,-30.0,-5.0,-30.0,30.0,5.0,30.0
481,997357893,10792,827.5682245,-30.0,-5.0,-30.0,30.0,5.0,30.0
482,999429459,10792,829.2887405,-30.0,-5.0,-30.0,30.0,5.0,30.0
483,1001501227,10792,831.0092566,-30.0,-5.0,-30.0,30.0,5.0,30.0
484,1003572854,10792,832.7297726,-30.0,-5.0,-30.0,30.0,5.0,30.0
485,1005643319,10792,834.4502887,-30.0,-5.0,-30.0,30.0,5.0,30.0
486,1007715903,10792,836.1708048,-30.0,-5.0,-30.0,30.0,5.0,30.0
487,1009786807,10792,837.8913208,-30.0,-5.0,-30.0,30.0,5.0,30.0
488,1011858932,10792,839.6118369,-30.0,-5.0,-30.0,30.0,5.0,30.0
489,1013931053,10792,841.3323529,-30.0,-5.0,-30.0,30.0,5.0,30.0
490,1016002556,10792,843.052869,-30.0,-5.0,-30.0,30.0,5.0,30.0
491,1018076022,10792,844.7733851,-30.0,-5.0,-30.0,30.0,5.0,30.0
492,1020148143,10792,846.4939011,-30.0,-5.0,-30.0,30.0,5.0,30.0
493,1022218611,10792,848.2144172,-30.0,-5.0,-30.0,30.0,5.0,30.0
494,1024290378,10792,849.9349332,-30.0,-5.0,-30.0,30.0,5.0,30.0
495,1026359668,10792,851.6554493,-30.0,-5.0,-30.0,30.0,5.0,30.0
496,1028431286,10792,853.3759654,-30.0,-5.0,-30.0,30.0,5.0,30.0
497,1030503183,10792,855.0964814,-30.0,-5.0,-30.0,30.0,5.0,30.0
498,1032575202,10792,856.8169975,-30.0,-5.0,-30.0,30.0,5.0,30.0
499,1034646014,10792,858.5375135,-30.0,-5.0,-30.0,30.0,5.0,30.0
500,1036717261,10792,860.2580296,-30.0,-5.0,-30.0,30.0,5.0,30.0
501,1038788410,10792,861.9785456,-30.0,-5.0,-30.0,30.0,5.0,30.0
502,1040860106,10792,863.6990617,-30.0,-5.0,-30.0,30.0,5.0,30.0
503,1042932706,10792,865.4195778,-30.0,-5.0,-30.0,30.0,5.0,30.0
504,1045004423,10792,867.1400938,-30.0,-5.0,-30.0,30.0,5.0,30.0
505,1047076177,10792,868.8606099,-30.0,-5.0,-30.0,30.0,5.0,30.0
506,1049147851,10792,870.5811259,-30.0,-5.0,-30.0,30.0,5.0,30.0
507,1051220947,10792,872.301642,-30.0,-5.0,-30.0,30.0,5.0,30.0
508,1053294079,10792,874.0221581,-30.0,-5.0,-30.0,30.0,5.0,30.0
509,1055367894,10792,875.7426741,-30.0,-5.0,-30.0,30.0,5.0,30.0
510,1057442208,10792,877.4631902,-30.0,-5.0,-30.0,30.0,5.0,30.0
511,1059515969,10792,879.1837062,-30.0,-5.0,-30.0,30.0,5.0,30.0
512,1061588214,10792,880.9042223,-30.0,-5.0,-30.0,30.0,5.0,30.0
513,1063660092,10792,882.6247384,-30.0,-5.0,-30.0,30.0,5.0,30.0
514,1065731178,10792,884.3452544,-30.0,-5.0,-30.0,30.0,5.0,30.0
515,1067803477,10792,886.0657705,-30.0,-5.0,-30.0,30.0,5.0,30.0
516,1069871935,10792,887.7862865,-30.0,-5.0,-30.0,30.0,5.0,30.0
517,1071941001,10792,889.5068026,-30.0,-5.0,-30.0,30.0,5.0,30.0
518,1074011184,10792,891.2273187,-30.0,-5.0,-30.0,30.0,5.0,30.0
519,1076081221,10792,892.9478347,-30.0,-5.0,-30.0,30.0,5.0,30.0
520,1078152066,10792,894.6683508,-30.0,-5.0,-30.0,30.0,5.0,30.0
521,1080222333,10792,896.3888668,-30.0,-5.0,-30.0,30.0,5.0,30.0
522,1082295776,10792,898.1093829,-30.0,-5.0,-30.0,30.0,5.0,30.0
523,1084366434,10792,899.8298989,-30.0,-5.0,-30.0,30.0,5.0,30.0
524,1086438312,10792,901.550415,-30.0,-5.0,-30.0,30.0,5.0,30.0
525,1088509390,10792,903.2709311,-30.0,-5.0,-30.0,30.0,5.0,30.0
526,1090579930,10792,904.9914471,-30.0,-5.0,-30.0,30.0,5.0,30.0
527,1092652026,10792,906.7119632,-30.0,-5.0,-30.0,30.0,5.0,30.0
528,1094724110,10792,908.4324792,-30.0,-5.0,-30.0,30.0,5.0,30.0
529,1096793690,10792,910.1529953,-30.0,-5.0,-30.0,30.0,5.0,30.0
530,1098863791,10792,911.8735114,-30.0,-5.0,-30.0,30.0,5.0,30.0
531,1100933505,10792,913.5940274,-30.0,-5.0,-30.0,30.0,5.0,30.0
532,1103004464,10792,915.3145435,-30.0,-5.0,-30.0,30.0,5.0,30.0
533,1105074638,10792,917.0350595,-30.0,-5.0,-30.0,30.0,5.0,30.0
534,1107144504,10792,918.7555756,-30.0,-5.0,-30.0,30.0,5.0,30.0
535,1109216184,10792,920.4760917,-30.0,-5.0,-30.0,30.0,5.0,30.0
536,1111288419,10792,922.1966077,-30.0,-5.0,-30.0,30.0,5.0,30.0
537,1113359504,10792,923.9171238,-30.0,-5.0,-30.0,30.0,5.0,30.0
538,1115431191,10792,925.6376398,-30.0,-5.0,-30.0,30.0,5.0,30.0
539,1117503080,10792,927.3581559,-30.0,-5.0,-30.0,30.0,5.0,30.0
540,1119575129,10792,929.078672,-30.0,-5.0,-30.0,30.0,5.0,30.0
541,1121646833,10792,930.799188,-30.0,-5.0,-30.0,30.0,5.0,30.0
542,1123717576,10792,932.5197041,-30.0,-5.0,-30.0,30.0,5.0,30.0
543,1125788111,10792,934.2402201,-30.0,-5.0,-30.0,30.0,5.0,30.0
544,1127858038,10792,935.9607362,-30.0,-5.0,-30.0,30.0,5.0,30.0
545,1129929065,10792,937.6812523,-30.0,-5.0,-30.0,30.0,5.0,30.0
546,1131999695,10792,939.4017683,-30.0,-5.0,-30.0,30.0,5.0,30.0
547,1134071433,10792,941.1222844,-30.0,-5.0,-30.0,30.0,5.0,30.0
548,1136143116,10792,942.8428004,-30.0,-5.0,-30.0,30.0,5.0,30.0
549,1138215718,10792,944.5633165,-30.0,-5.0,-30.0,30.0,5.0,30.0
550,1140288203,10792,946.2838325,-30.0,-5.0,-30.0,30.0,5.0,30.0
551,1142360560,10792,948.0043486,-30.0,-5.0,-30.0,30.0,5.0,30.0
552,1144432059,10792,949.7248647,-30.0,-5.0,-30.0,30.0,5.0,30.0
553,1146505038,10792,951.4453807,-30.0,-5.0,-30.0,30.0,5.0,30.0
554,1148576727,10792,953.1658968,-30.0,-5.0,-30.0,30.0,5.0,30.0
555,1150647923,10792,954.8864128,-30.0,-5.0,-30.0,30.0,5.0,30.0
556,1152720327,10792,956.6069289,-30.0,-5.0,-30.0,30.0,5.0,30.0
557,1154793183,10792,958.327445,-30.0,-5.0,-30.0,30.0,5.0,30.0
558,1156864924,10792,960.047961,-30.0,-5.0,-30.0,30.0,5.0,30.0
559,1158936765,10792,961.7684771,-30.0,-5.0,-30.0,30.0,5.0,30.0
560,1161008429,10792,963.4889931,-30.0,-5.0,-30.0,30.0,5.0,30.0
561,1163080776,10792,965.2095092,-30.0,-5.0,-30.0,30.0,5.0,30.0
562,1165151730,10792,966.9300253,-30.0,-5.0,-30.0,30.0,5.0,30.0
563,1167222135,10792,968.6505413,-30.0,-5.0,-30.0,30.0,5.0,30.0
564,1169291519,10792,970.3710574,-30.0,-5.0,-30.0,30.0,5.0,30.0
565,1171360909,10792,972.0915734,-30.0,-5.0,-30.0,30.0,5.0,30.0
566,1173430337,10792,973.8120895,-30.0,-5.0,-30.0,30.0,5.0,30.0
567,1175499415,10792,975.5326056,-30.0,-5.0,-30.0,30.0,5.0,30.0
568,1177569224,10792,977.2531216,-30.0,-5.0,-30.0,30.0,5.0,30.0
569,1179637827,10792,978.9736377,-30.0,-5.0,-30.0,30.0,5.0,30.0
570,1181707306,10792,980.6941537,-30.0,-5.0,-30.0,30.0,5.0,30.0
571,1183776685,10792,982.4146698,-30.0,-5.0,-30.0,30.0,5.0,30.0
572,1185846926,10792,984.1351858,-30.0,-5.0,-30.0,30.0,5.0,30.0
573,1187917318,10792,985.8557019,-30.0,-5.0,-30.0,30.0,5.0,30.0
574,1189989489,10792,987.576218,-30.0,-5.0,-30.0,30.0,5.0,30.0
575,1192062517,10792,989.296734,-30.0,-5.0,-30.0,30.0,5.0,30.0
576,1194134619,10792,991.0172501,-30.0,-5.0,-30.0,30.0,5.0,30.0
577,1196206796,10792,992.7377661,-30.0,-5.0,-30.0,30.0,5.0,30.0
578,1198277483,10792,994.4582822,-30.0,-5.0,-30.0,30.0,5.0,30.0
579,1200349009,10792,996.1787983,-30.0,-5.0,-30.0,30.0,5.0,30.0
580,1202421424,10792,997.8993143,-30.0,-5.0,-30.0,30.0,5.0,30.0
581,1204493683,10792,999.6198304,-30.0,-5.0,-30.0,30.0,5.0,30.0
582,1206565592,10792,1001.340346,-30.0,-5.0,-30.0,30.0,5.0,30.0
583,1208636770,10792,1003.060862,-30.0,-5.0,-30.0,30.0,5.0,30.0
584,1210709684,10792,1004.781379,-30.0,-5.0,-30.0,30.0,5.0,30.0
585,1212782454,10792,1006.501895,-30.0,-5.0,-30.0,30.0,5.0,30.0
586,1214855708,10792,1008.222411,-30.0,-5.0,-30.0,30.0,5.0,30.0
587,1216928502,10792,1009.942927,-30.0,-5.0,-30.0,30.0,5.0,30.0
588,1219001536,10792,1011.663443,-30.0,-5.0,-30.0,30.0,5.0,30.0
589,1221073467,10792,1013.383959,-30.0,-5.0,-30.0,30.0,5.0,30.0
590,1223143909,10792,1015.104475,-30.0,-5.0,-30.0,30.0,5.0,30.0
591,1225213915,10792,1016.824991,-30.0,-5.0,-30.0,30.0,5.0,30.0
592,1227285770,10792,1018.545507,-30.0,-5.0,-30.0,30.0,5.0,30.0
593,1229358104,10792,1020.266023,-30.0,-5.0,-30.0,30.0,5.0,30.0
594,1231430799,10792,1021.986539,-30.0,-5.0,-30.0,30.0,5.0,30.0
595,1233502552,10792,1023.707055,-30.0,-5.0,-30.0,30.0,5.0,30.0
596,1235572735,10792,1025.427571,-30.0,-5.0,-30.0,30.0,5.0,30.0
597,1237643473,10792,1027.148087,-30.0,-5.0,-30.0,30.0,5.0,30.0
598,1239714701,10792,1028.868603,-30.0,-5.0,-30.0,30.0,5.0,30.0
599,1241785567,10792,1030.589119,-30.0,-5.0,-30.0,30.0,5.0,30.0
600,1243856519,10792,1032.309636,-30.0,-5.0,-30.0,30.0,5.0,30.0
601,1245927420,10792,1034.030152,-30.0,-5.0,-30.0,30.0,5.0,30.0
602,1247998786,10792,1035.750668,-30.0,-5.0,-30.0,30.0,5.0,30.0
603,1250070405,10792,1037.471184,-30.0,-5.0,-30.0,30.0,5.0,30.0
604,1252140949,10792,1039.1917,-30.0,-5.0,-30.0,30.0,5.0,30.0
605,1254211229,10792,1040.912216,-30.0,-5.0,-30.0,30.0,5.0,30.0
606,1256282205,10792,1042.632732,-30.0,-5.0,-30.0,30.0,5.0,30.0
607,1258354166,10792,1044.353248,-30.0,-5.0,-30.0,30.0,5.0,30.0
608,1260424782,10792,1046.073764,-30.0,-5.0,-30.0,30.0,5.0,30.0
609,1262494848,10792,1047.79428,-30.0,-5.0,-30.0,30.0,5.0,30.0
610,1264565353,10792,1049.514796,-30.0,-5.0,-30.0,30.0,5.0,30.0
611,1266636327,10792,1051.235312,-30.0,-5.0,-30.0,30.0,5.0,30.0
612,1268706767,10792,1052.955828,-30.0,-5.0,-30.0,30.0,5.0,30.0
613,1270777421,10792,1054.676344,-30.0,-5.0,-30.0,30.0,5.0,30.0
614,1272850815,10792,1056.39686,-30.0,-5.0,-30.0,30.0,5.0,30.0
615,1274923290,10792,1058.117376,-30.0,-5.0,-30.0,30.0,5.0,30.0
616,1276994985,10792,1059.837892,-30.0,-5.0,-30.0,30.0,5.0,30.0
617,1279067029,10792,1061.558409,-30.0,-5.0,-30.0,30.0,5.0,30.0
618,1281140069,10792,1063.278925,-30.0,-5.0,-30.0,30.0,5.0,30.0
619,1283211711,10792,1064.999441,-30.0,-5.0,-30.0,30.0,5.0,30.0
620,1285281581,10792,1066.719957,-30.0,-5.0,-30.0,30.0,5.0,30.0
621,1287351653,10792,1068.440473,-30.0,-5.0,-30.0,30.0,5.0,30.0
622,1289422572,10792,1070.160989,-30.0,-5.0,-30.0,30.0,5.0,30.0
623,1291495217,10792,1071.881505,-30.0,-5.0,-30.0,30.0,5.0,30.0
624,1293566820,10792,1073.602021,-30.0,-5.0,-30.0,30.0,5.0,30.0
625,1295638892,10792,1075.322537,-30.0,-5.0,-30.0,30.0,5.0,30.0
626,1297711440,10792,1077.043053,-30.0,-5.0,-30.0,30.0,5.0,30.0
627,1299782446,10792,1078.763569,-30.0,-5.0,-30.0,30.0,5.0,30.0
628,1301852772,10792,1080.484085,-30.0,-5.0,-30.0,30.0,5.0,30.0
629,1303922120,10792,1082.204601,-30.0,-5.0,-30.0,30.0,5.0,30.0
630,1305993941,10792,1083.925117,-30.0,-5.0,-30.0,30.0,5.0,30.0
631,1308063678,10792,1085.645633,-30.0,-5.0,-30.0,30.0,5.0,30.0
632,1310133245,10792,1087.366149,-30.0,-5.0,-30.0,30.0,5.0,30.0
633,1312204248,10792,1089.086665,-30.0,-5.0,-30.0,30.0,5.0,30.0
634,1314276282,10792,1090.807182,-30.0,-5.0,-30.0,30.0,5.0,30.0
635,1316347691,10792,1092.527698,-30.0,-5.0,-30.0,30.0,5.0,30.0
636,1318419312,10792,1094.248214,-30.0,-5.0,-30.0,30.0,5.0,30.0
637,1320490722,10792,1095.96873,-30.0,-5.0,-30.0,30.0,5.0,30.0
638,1322562540,10792,1097.689246,-30.0,-5.0,-30.0,30.0,5.0,30.0
639,1324634979,10792,1099.409762,-30.0,-5.0,-30.0,30.0,5.0,30.0
640,1326707938,10792,1101.130278,-30.0,-5.0,-30.0,30.0,5.0,30.0
641,1328779585,10792,1102.850794,-30.0,-5.0,-30.0,30.0,5.0,30.0
642,1330852471,10792,1104.57131,-30.0,-5.0,-30.0,30.0,5.0,30.0
643,1332925126,10792,1106.291826,-30.0,-5.0,-30.0,30.0,5.0,30.0
644,1334998446,10792,1108.012342,-30.0,-5.0,-30.0,30.0,5.0,30.0
645,1337071182,10792,1109.732858,-30.0,-5.0,-30.0,30.0,5.0,30.0
646,1339143072,10792,1111.453374,-30.0,-5.0,-30.0,30.0,5.0,30.0
647,1341215751,10792,1113.17389,-30.0,-5.0,-30.0,30.0,5.0,30.0
648,1343288379,10792,1114.894406,-30.0,-5.0,-30.0,30.0,5.0,30.0
649,1345359804,10792,1116.614922,-30.0,-5.0,-30.0,30.0,5.0,30.0
650,1347429731,10792,1118.335438,-30.0,-5.0,-30.0,30.0,5.0,30.0
651,1349498733,10792,1120.055955,-30.0,-5.0,-30.0,30.0,5.0,30.0
652,1351569603,10792,1121.776471,-30.0,-5.0,-30.0,30.0,5.0,30.0
653,1353642146,10792,1123.496987,-30.0,-5.0,-30.0,30.0,5.0,30.0
654,1355715014,10792,1125.217503,-30.0,-5.0,-30.0,30.0,5.0,30.0
655,1357787674,10792,1126.938019,-30.0,-5.0,-30.0,30.0,5.0,30.0
656,1359860530,10792,1128.658535,-30.0,-5.0,-30.0,30.0,5.0,30.0
