snapshot_number,byte_offset,particle_count,time,x_min,y_min,z_min,x_max,y_max,z_max
657,1361933504,10792,1130.379051,-30.0,-5.0,-30.0,30.0,5.0,30.0
658,1364005431,10792,1132.099567,-30.0,-5.0,-30.0,30.0,5.0,30.0
659,1366076325,10792,1133.820083,-30.0,-5.0,-30.0,30.0,5.0,30.0
660,1368147666,10792,1135.540599,-30.0,-5.0,-30.0,30.0,5.0,30.0
661,1370219227,10792,1137.261115,-30.0,-5.0,-30.0,30.0,5.0,30.0
662,1372291050,10792,1138.981631,-30.0,-5.0,-30.0,30.0,5.0,30.0
663,1374362496,10792,1140.702147,-30.0,-5.0,-30.0,30.0,5.0,30.0
664,1376432781,10792,1142.422663,-30.0,-5.0,-30.0,30.0,5.0,30.0
665,1378502508,10792,1144.143179,-30.0,-5.0,-30.0,30.0,5.0,30.0
666,1380573622,10792,1145.863695,-30.0,-5.0,-30.0,30.0,5.0,30.0
667,1382644128,10792,1147.584211,-30.0,-5.0,-30.0,30.0,5.0,30.0
668,1384715541,10792,1149.304728,-30.0,-5.0,-30.0,30.0,5.0,30.0
669,1386785974,10792,1151.025244,-30.0,-5.0,-30.0,30.0,5.0,30.0
670,1388857311,10792,1152.74576,-30.0,-5.0,-30.0,30.0,5.0,30.0
671,1390929151,10792,1154.466276,-30.0,-5.0,-30.0,30.0,5.0,30.0
672,1393001205,10792,1156.186792,-30.0,-5.0,-30.0,30.0,5.0,30.0
673,1395071812,10792,1157.907308,-30.0,-5.0,-30.0,30.0,5.0,30.0
674,1397143092,10792,1159.627824,-30.0,-5.0,-30.0,30.0,5.0,30.0
675,1399214300,10792,1161.34834,-30.0,-5.0,-30.0,30.0,5.0,30.0
676,1401284653,10792,1163.068856,-30.0,-5.0,-30.0,30.0,5.0,30.0
677,1403355010,10792,1164.789372,-30.0,-5.0,-30.0,30.0,5.0,30.0
678,1405425891,10792,1166.509888,-30.0,-5.0,-30.0,30.0,5.0,30.0
679,1407496983,10792,1168.230404,-30.0,-5.0,-30.0,30.0,5.0,30.0
680,1409569284,10792,1169.95092,-30.0,-5.0,-30.0,30.0,5.0,30.0
681,1411640274,10792,1171.671436,-30.0,-5.0,-30.0,30.0,5.0,30.0
682,1413712165,10792,1173.391952,-30.0,-5.0,-30.0,30.0,5.0,30.0
683,1415784137,10792,1175.112468,-30.0,-5.0,-30.0,30.0,5.0,30.0
684,1417854733,10792,1176.832984,-30.0,-5.0,-30.0,30.0,5.0,30.0
685,1419927794,10792,1178.553501,-30.0,-5.0,-30.0,30.0,5.0,30.0
686,1422001239,10792,1180.274017,-30.0,-5.0,-30.0,30.0,5.0,30.0
687,1424074566,10792,1181.994533,-30.0,-5.0,-30.0,30.0,5.0,30.0
688,1426147070,10792,1183.715049,-30.0,-5.0,-30.0,30.0,5.0,30.0
689,1428220103,10792,1185.435565,-30.0,-5.0,-30.0,30.0,5.0,30.0
690,1430292000,10792,1187.156081,-30.0,-5.0,-30.0,30.0,5.0,30.0
691,1432365391,10792,1188.876597,-30.0,-5.0,-30.0,30.0,5.0,30.0
692,1434435697,10792,1190.597113,-30.0,-5.0,-30.0,30.0,5.0,30.0
693,1436504426,10792,1192.317629,-30.0,-5.0,-30.0,30.0,5.0,30.0
694,1438575528,10792,1194.038145,-30.0,-5.0,-30.0,30.0,5.0,30.0
695,1440646498,10792,1195.758661,-30.0,-5.0,-30.0,30.0,5.0,30.0
696,1442716819,10792,1197.479177,-30.0,-5.0,-30.0,30.0,5.0,30.0
697,1444787870,10792,1199.199693,-30.0,-5.0,-30.0,30.0,5.0,30.0
698,1446859068,10792,1200.920209,-30.0,-5.0,-30.0,30.0,5.0,30.0
699,1448929830,10792,1202.640725,-30.0,-5.0,-30.0,30.0,5.0,30.0
700,1451001342,10792,1204.361241,-30.0,-5.0,-30.0,30.0,5.0,30.0
701,1453073358,10792,1206.081757,-30.0,-5.0,-30.0,30.0,5.0,30.0
702,1455144965,10792,1207.802274,-30.0,-5.0,-30.0,30.0,5.0,30.0
703,1457216962,10792,1209.52279,-30.0,-5.0,-30.0,30.0,5.0,30.0
704,1459289381,10792,1211.243306,-30.0,-5.0,-30.0,30.0,5.0,30.0
705,1461361043,10792,1212.963822,-30.0,-5.0,-30.0,30.0,5.0,30.0
706,1463433753,10792,1214.684338,-30.0,-5.0,-30.0,30.0,5.0,30.0
707,1465504904,10792,1216.404854,-30.0,-5.0,-30.0,30.0,5.0,30.0
708,1467575472,10792,1218.12537,-30.0,-5.0,-30.0,30.0,5.0,30.0
709,1469648185,10792,1219.845886,-30.0,-5.0,-30.0,30.0,5.0,30.0
710,1471721174,10792,1221.566402,-30.0,-5.0,-30.0,30.0,5.0,30.0
711,1473794355,10792,1223.286918,-30.0,-5.0,-30.0,30.0,5.0,30.0
712,1475867129,10792,1225.007434,-30.0,-5.0,-30.0,30.0,5.0,30.0
713,1477938618,10792,1226.72795,-30.0,-5.0,-30.0,30.0,5.0,30.0
714,1480012451,10792,1228.448466,-30.0,-5.0,-30.0,30.0,5.0,30.0
715,1482084885,10792,1230.168982,-30.0,-5.0,-30.0,30.0,5.0,30.0
716,1484155905,10792,1231.889498,-30.0,-5.0,-30.0,30.0,5.0,30.0
717,1486226369,10792,1233.610014,-30.0,-5.0,-30.0,30.0,5.0,30.0
718,1488297391,10792,1235.33053,-30.0,-5.0,-30.0,30.0,5.0,30.0
719,1490367276,10792,1237.051047,-30.0,-5.0,-30.0,30.0,5.0,30.0
720,1492436654,10792,1238.771563,-30.0,-5.0,-30.0,30.0,5.0,30.0
721,1494506712,10792,1240.492079,-30.0,-5.0,-30.0,30.0,5.0,30.0
722,1496576772,10792,1242.212595,-30.0,-5.0,-30.0,30.0,5.0,30.0
723,1498646642,10792,1243.933111,-30.0,-5.0,-30.0,30.0,5.0,30.0
724,1500717963,10792,1245.653627,-30.0,-5.0,-30.0,30.0,5.0,30.0
725,1502789071,10792,1247.374143,-30.0,-5.0,-30.0,30.0,5.0,30.0
726,1504860574,10792,1249.094659,-30.0,-5.0,-30.0,30.0,5.0,30.0
727,1506932444,10792,1250.815175,-30.0,-5.0,-30.0,30.0,5.0,30.0
728,1509003979,10792,1252.535691,-30.0,-5.0,-30.0,30.0,5.0,30.0
729,1511074956,10792,1254.256207,-30.0,-5.0,-30.0,30.0,5.0,30.0
730,1513147510,10792,1255.976723,-30.0,-5.0,-30.0,30.0,5.0,30.0
731,1515219270,10792,1257.697239,-30.0,-5.0,-30.0,30.0,5.0,30.0
732,1517292408,10792,1259.417755,-30.0,-5.0,-30.0,30.0,5.0,30.0
733,1519364420,10792,1261.138271,-30.0,-5.0,-30.0,30.0,5.0,30.0
734,1521437947,10792,1262.858787,-30.0,-5.0,-30.0,30.0,5.0,30.0
735,1523510874,10792,1264.579303,-30.0,-5.0,-30.0,30.0,5.0,30.0
736,1525581785,10792,1266.29982,-30.0,-5.0,-30.0,30.0,5.0,30.0
737,1527651616,10792,1268.020336,-30.0,-5.0,-30.0,30.0,5.0,30.0
738,1529724501,10792,1269.740852,-30.0,-5.0,-30.0,30.0,5.0,30.0
739,1531797139,10792,1271.461368,-30.0,-5.0,-30.0,30.0,5.0,30.0
740,1533869672,10792,1273.181884,-30.0,-5.0,-30.0,30.0,5.0,30.0
741,1535941890,10792,1274.9024,-30.0,-5.0,-30.0,30.0,5.0,30.0
742,1538014239,10792,1276.622916,-30.0,-5.0,-30.0,30.0,5.0,30.0
743,1540086129,10792,1278.343432,-30.0,-5.0,-30.0,30.0,5.0,30.0
744,1542158268,10792,1280.063948,-30.0,-5.0,-30.0,30.0,5.0,30.0
745,1544231080,10792,1281.784464,-30.0,-5.0,-30.0,30.0,5.0,30.0
746,1546304639,10792,1283.50498,-30.0,-5.0,-30.0,30.0,5.0,30.0
747,1548377402,10792,1285.225496,-30.0,-5.0,-30.0,30.0,5.0,30.0
748,1550450514,10792,1286.946012,-30.0,-5.0,-30.0,30.0,5.0,30.0
749,1552521341,10792,1288.666528,-30.0,-5.0,-30.0,30.0,5.0,30.0
750,1554592976,10792,1290.387044,-30.0,-5.0,-30.0,30.0,5.0,30.0
751,1556663981,10792,1292.10756,-30.0,-5.0,-30.0,30.0,5.0,30.0
752,1558734367,10792,1293.828076,-30.0,-5.0,-30.0,30.0,5.0,30.0
753,1560803673,10792,1295.548593,-30.0,-5.0,-30.0,30.0,5.0,30.0
754,1562873676,10792,1297.269109,-30.0,-5.0,-30.0,30.0,5.0,30.0
755,1564943997,10792,1298.989625,-30.0,-5.0,-30.0,30.0,5.0,30.0
756,1567013737,10792,1300.710141,-30.0,-5.0,-30.0,30.0,5.0,30.0
757,1569084592,10792,1302.430657,-30.0,-5.0,-30.0,30.0,5.0,30.0
758,1571155782,10792,1304.151173,-30.0,-5.0,-30.0,30.0,5.0,30.0
759,1573227372,10792,1305.871689,-30.0,-5.0,-30.0,30.0,5.0,30.0
760,1575298031,10792,1307.592205,-30.0,-5.0,-30.0,30.0,5.0,30.0
761,1577371436,10792,1309.312721,-30.0,-5.0,-30.0,30.0,5.0,30.0
762,1579445832,10792,1311.033237,-30.0,-5.0,-30.0,30.0,5.0,30.0
763,1581521716,10792,1312.753753,-30.0,-5.0,-30.0,30.0,5.0,30.0
764,1583596699,10792,1314.474269,-30.0,-5.0,-30.0,30.0,5.0,30.0
765,1585671090,10792,1316.194785,-30.0,-5.0,-30.0,30.0,5.0,30.0
766,1587744084,10792,1317.915301,-30.0,-5.0,-30.0,30.0,5.0,30.0
767,1589817723,10792,1319.635817,-30.0,-5.0,-30.0,30.0,5.0,30.0
768,1591890223,10792,1321.356333,-30.0,-5.0,-30.0,30.0,5.0,30.0
769,1593963252,10792,1323.07685,-30.0,-5.0,-30.0,30.0,5.0,30.0
770,1596035906,10792,1324.797366,-30.0,-5.0,-30.0,30.0,5.0,30.0
771,1598109505,10792,1326.517882,-30.0,-5.0,-30.0,30.0,5.0,30.0
772,1600182010,10792,1328.238398,-30.0,-5.0,-30.0,30.0,5.0,30.0
773,1602253280,10792,1329.958914,-30.0,-5.0,-30.0,30.0,5.0,30.0
774,1604324960,10792,1331.67943,-30.0,-5.0,-30.0,30.0,5.0,30.0
775,1606396468,10792,1333.399946,-30.0,-5.0,-30.0,30.0,5.0,30.0
776,1608468833,10792,1335.120462,-30.0,-5.0,-30.0,30.0,5.0,30.0
777,1610541608,10792,1336.840978,-30.0,-5.0,-30.0,30.0,5.0,30.0
778,1612614255,10792,1338.561494,-30.0,-5.0,-30.0,30.0,5.0,30.0
779,1614684470,10792,1340.28201,-30.0,-5.0,-30.0,30.0,5.0,30.0
780,1616753634,10792,1342.002526,-30.0,-5.0,-30.0,30.0,5.0,30.0
781,1618822999,10792,1343.723042,-30.0,-5.0,-30.0,30.0,5.0,30.0
782,1620893284,10792,1345.443558,-30.0,-5.0,-30.0,30.0,5.0,30.0
783,1622963225,10792,1347.164074,-30.0,-5.0,-30.0,30.0,5.0,30.0
784,1625033734,10792,1348.88459,-30.0,-5.0,-30.0,30.0,5.0,30.0
785,1627104335,10792,1350.605106,-30.0,-5.0,-30.0,30.0,5.0,30.0
786,1629175062,10792,1352.325623,-30.0,-5.0,-30.0,30.0,5.0,30.0
787,1631246511,10792,1354.046139,-30.0,-5.0,-30.0,30.0,5.0,30.0
788,1633316547,10792,1355.766655,-30.0,-5.0,-30.0,30.0,5.0,30.0
789,1635388086,10792,1357.487171,-30.0,-5.0,-30.0,30.0,5.0,30.0
790,1637460015,10792,1359.207687,-30.0,-5.0,-30.0,30.0,5.0,30.0
791,1639531618,10792,1360.928203,-30.0,-5.0,-30.0,30.0,5.0,30.0
792,1641603328,10792,1362.648719,-30.0,-5.0,-30.0,30.0,5.0,30.0
793,1643675210,10792,1364.369235,-30.0,-5.0,-30.0,30.0,5.0,30.0
794,1645746170,10792,1366.089751,-30.0,-5.0,-30.0,30.0,5.0,30.0
795,1647816944,10792,1367.810267,-30.0,-5.0,-30.0,30.0,5.0,30.0
796,1649888316,10792,1369.530783,-30.0,-5.0,-30.0,30.0,5.0,30.0
797,1651961002,10792,1371.251299,-30.0,-5.0,-30.0,30.0,5.0,30.0
798,1654032379,10792,1372.971815,-30.0,-5.0,-30.0,30.0,5.0,30.0
799,1656105397,10792,1374.692331,-30.0,-5.0,-30.0,30.0,5.0,30.0
800,1658175654,10792,1376.412847,-30.0,-5.0,-30.0,30.0,5.0,30.0
801,1660245952,10792,1378.133363,-30.0,-5.0,-30.0,30.0,5.0,30.0
802,1662319195,10792,1379.853879,-30.0,-5.0,-30.0,30.0,5.0,30.0
803,1664391210,10792,1381.574396,-30.0,-5.0,-30.0,30.0,5.0,30.0
804,1666462604,10792,1383.294912,-30.0,-5.0,-30.0,30.0,5.0,30.0
805,1668536036,10792,1385.015428,-30.0,-5.0,-30.0,30.0,5.0,30.0
806,1670608361,10792,1386.735944,-30.0,-5.0,-30.0,30.0,5.0,30.0
807,1672679478,10792,1388.45646,-30.0,-5.0,-30.0,30.0,5.0,30.0
808,1674749030,10792,1390.176976,-30.0,-5.0,-30.0,30.0,5.0,30.0
809,1676820670,10792,1391.897492,-30.0,-5.0,-30.0,30.0,5.0,30.0
810,1678890908,10792,1393.618008,-30.0,-5.0,-30.0,30.0,5.0,30.0
811,1680961884,10792,1395.338524,-30.0,-5.0,-30.0,30.0,5.0,30.0
812,1683033959,10792,1397.05904,-30.0,-5.0,-30.0,30.0,5.0,30.0
813,1685106209,10792,1398.779556,-30.0,-5.0,-30.0,30.0,5.0,30.0
814,1687176642,10792,1400.500072,-30.0,-5.0,-30.0,30.0,5.0,30.0
815,1689247055,10792,1402.220588,-30.0,-5.0,-30.0,30.0,5.0,30.0
816,1691318938,10792,1403.941104,-30.0,-5.0,-30.0,30.0,5.0,30.0
817,1693388598,10792,1405.66162,-30.0,-5.0,-30.0,30.0,5.0,30.0
818,1695458757,10792,1407.382136,-30.0,-5.0,-30.0,30.0,5.0,30.0
819,1697530093,10792,1409.102652,-30.0,-5.0,-30.0,30.0,5.0,30.0
820,1699599810,10792,1410.823169,-30.0,-5.0,-30.0,30.0,5.0,30.0
821,1701670158,10792,1412.543685,-30.0,-5.0,-30.0,30.0,5.0,30.0
822,1703740764,10792,1414.264201,-30.0,-5.0,-30.0,30.0,5.0,30.0
823,1705810395,10792,1415.984717,-30.0,-5.0,-30.0,30.0,5.0,30.0
824,1707882290,10792,1417.705233,-30.0,-5.0,-30.0,30.0,5.0,30.0
825,1709956202,10792,1419.425749,-30.0,-5.0,-30.0,30.0,5.0,30.0
826,1712027717,10792,1421.146265,-30.0,-5.0,-30.0,30.0,5.0,30.0
827,1714099094,10792,1422.866781,-30.0,-5.0,-30.0,30.0,5.0,30.0
828,1716171164,10792,1424.587297,-30.0,-5.0,-30.0,30.0,5.0,30.0
829,1718244417,10792,1426.307813,-30.0,-5.0,-30.0,30.0,5.0,30.0
830,1720318352,10792,1428.028329,-30.0,-5.0,-30.0,30.0,5.0,30.0
831,1722390283,10792,1429.748845,-30.0,-5.0,-30.0,30.0,5.0,30.0
832,1724461177,10792,1431.469361,-30.0,-5.0,-30.0,30.0,5.0,30.0
833,1726531171,10792,1433.189877,-30.0,-5.0,-30.0,30.0,5.0,30.0
834,1728601230,10792,1434.910393,-30.0,-5.0,-30.0,30.0,5.0,30.0
835,1730671858,10792,1436.630909,-30.0,-5.0,-30.0,30.0,5.0,30.0
836,1732742057,10792,1438.351425,-30.0,-5.0,-30.0,30.0,5.0,30.0
837,1734813872,10792,1440.071942,-30.0,-5.0,-30.0,30.0,5.0,30.0
838,1736884673,10792,1441.792458,-30.0,-5.0,-30.0,30.0,5.0,30.0
839,1738956258,10792,1443.512974,-30.0,-5.0,-30.0,30.0,5.0,30.0
840,1741026686,10792,1445.23349,-30.0,-5.0,-30.0,30.0,5.0,30.0
841,1743098417,10792,1446.954006,-30.0,-5.0,-30.0,30.0,5.0,30.0
842,1745169495,10792,1448.674522,-30.0,-5.0,-30.0,30.0,5.0,30.0
843,1747241490,10792,1450.395038,-30.0,-5.0,-30.0,30.0,5.0,30.0
844,1749311720,10792,1452.115554,-30.0,-5.0,-30.0,30.0,5.0,30.0
845,1751383757,10792,1453.83607,-30.0,-5.0,-30.0,30.0,5.0,30.0
846,1753455263,10792,1455.556586,-30.0,-5.0,-30.0,30.0,5.0,30.0
847,1755526859,10792,1457.277102,-30.0,-5.0,-30.0,30.0,5.0,30.0
848,1757597539,10792,1458.997618,-30.0,-5.0,-30.0,30.0,5.0,30.0
849,1759668110,10792,1460.718134,-30.0,-5.0,-30.0,30.0,5.0,30.0
850,1761740283,10792,1462.43865,-30.0,-5.0,-30.0,30.0,5.0,30.0
851,1763811457,10792,1464.159166,-30.0,-5.0,-30.0,30.0,5.0,30.0
852,1765883696,10792,1465.879682,-30.0,-5.0,-30.0,30.0,5.0,30.0
853,1767954691,10792,1467.600198,-30.0,-5.0,-30.0,30.0,5.0,30.0
854,1770025784,10792,1469.320715,-30.0,-5.0,-30.0,30.0,5.0,30.0
855,1772096568,10792,1471.041231,-30.0,-5.0,-30.0,30.0,5.0,30.0
856,1774167996,10792,1472.761747,-30.0,-5.0,-30.0,30.0,5.0,30.0
857,1776241096,10792,1474.482263,-30.0,-5.0,-30.0,30.0,5.0,30.0
858,1778313951,10792,1476.202779,-30.0,-5.0,-30.0,30.0,5.0,30.0
859,1780386586,10792,1477.923295,-30.0,-5.0,-30.0,30.0,5.0,30.0
860,1782459479,10792,1479.643811,-30.0,-5.0,-30.0,30.0,5.0,30.0
861,1784531882,10792,1481.364327,-30.0,-5.0,-30.0,30.0,5.0,30.0
862,1786603331,10792,1483.084843,-30.0,-5.0,-30.0,30.0,5.0,30.0
863,1788674521,10792,1484.805359,-30.0,-5.0,-30.0,30.0,5.0,30.0
864,1790747215,10792,1486.525875,-30.0,-5.0,-30.0,30.0,5.0,30.0
865,1792820265,10792,1488.246391,-30.0,-5.0,-30.0,30.0,5.0,30.0
866,1794894112,10792,1489.966907,-30.0,-5.0,-30.0,30.0,5.0,30.0
867,1796968031,10792,1491.687423,-30.0,-5.0,-30.0,30.0,5.0,30.0
868,1799040786,10792,1493.407939,-30.0,-5.0,-30.0,30.0,5.0,30.0
869,1801112249,10792,1495.128455,-30.0,-5.0,-30.0,30.0,5.0,30.0
870,1803183515,10792,1496.848971,-30.0,-5.0,-30.0,30.0,5.0,30.0
871,1805255453,10792,1498.569488,-30.0,-5.0,-30.0,30.0,5.0,30.0
872,1807326164,10792,1500.290004,-30.0,-5.0,-30.0,30.0,5.0,30.0
873,1809395803,10792,1502.01052,-30.0,-5.0,-30.0,30.0,5.0,30.0
874,1811465944,10792,1503.731036,-30.0,-5.0,-30.0,30.0,5.0,30.0
875,1813535695,10792,1505.451552,-30.0,-5.0,-30.0,30.0,5.0,30.0
876,1815606370,10792,1507.172068,-30.0,-5.0,-30.0,30.0,5.0,30.0
877,1817678621,10792,1508.892584,-30.0,-5.0,-30.0,30.0,5.0,30.0
878,1819750852,10792,1510.6131,-30.0,-5.0,-30.0,30.0,5.0,30.0
879,1821823718,10792,1512.333616,-30.0,-5.0,-30.0,30.0,5.0,30.0
880,1823896430,10792,1514.054132,-30.0,-5.0,-30.0,30.0,5.0,30.0
881,1825968556,10792,1515.774648,-30.0,-5.0,-30.0,30.0,5.0,30.0
882,1828040589,10792,1517.495164,-30.0,-5.0,-30.0,30.0,5.0,30.0
883,1830112646,10792,1519.21568,-30.0,-5.0,-30.0,30.0,5.0,30.0
884,1832185331,10792,1520.936196,-30.0,-5.0,-30.0,30.0,5.0,30.0
885,1834256922,10792,1522.656712,-30.0,-5.0,-30.0,30.0,5.0,30.0
886,1836327601,10792,1524.377228,-30.0,-5.0,-30.0,30.0,5.0,30.0
887,1838397888,10792,1526.097744,-30.0,-5.0,-30.0,30.0,5.0,30.0
888,1840470556,10792,1527.818261,-30.0,-5.0,-30.0,30.0,5.0,30.0
889,1842543404,10792,1529.538777,-30.0,-5.0,-30.0,30.0,5.0,30.0
890,1844613227,10792,1531.259293,-30.0,-5.0,-30.0,30.0,5.0,30.0
891,1846684864,10792,1532.979809,-30.0,-5.0,-30.0,30.0,5.0,30.0
892,1848757694,10792,1534.700325,-30.0,-5.0,-30.0,30.0,5.0,30.0
893,1850828325,10792,1536.420841,-30.0,-5.0,-30.0,30.0,5.0,30.0
894,1852900308,10792,1538.141357,-30.0,-5.0,-30.0,30.0,5.0,30.0
895,1854972727,10792,1539.861873,-30.0,-5.0,-30.0,30.0,5.0,30.0
896,1857043519,10792,1541.582389,-30.0,-5.0,-30.0,30.0,5.0,30.0
897,1859114897,10792,1543.302905,-30.0,-5.0,-30.0,30.0,5.0,30.0
898,1861185692,10792,1545.023421,-30.0,-5.0,-30.0,30.0,5.0,30.0
899,1863256177,10792,1546.743937,-30.0,-5.0,-30.0,30.0,5.0,30.0
900,1865327459,10792,1548.464453,-30.0,-5.0,-30.0,30.0,5.0,30.0
901,1867400345,10792,1550.184969,-30.0,-5.0,-30.0,30.0,5.0,30.0
902,1869473161,10792,1551.905485,-30.0,-5.0,-30.0,30.0,5.0,30.0
903,1871544043,10792,1553.626001,-30.0,-5.0,-30.0,30.0,5.0,30.0
904,1873615109,10792,1555.346517,-30.0,-5.0,-30.0,30.0,5.0,30.0
905,1875685817,10792,1557.067034,-30.0,-5.0,-30.0,30.0,5.0,30.0
906,1877756514,10792,1558.78755,-30.0,-5.0,-30.0,30.0,5.0,30.0
907,1879827234,10792,1560.508066,-30.0,-5.0,-30.0,30.0,5.0,30.0
908,1881897432,10792,1562.228582,-30.0,-5.0,-30.0,30.0,5.0,30.0
909,1883968148,10792,1563.949098,-30.0,-5.0,-30.0,30.0,5.0,30.0
910,1886039446,10792,1565.669614,-30.0,-5.0,-30.0,30.0,5.0,30.0
911,1888110895,10792,1567.39013,-30.0,-5.0,-30.0,30.0,5.0,30.0
912,1890181157,10792,1569.110646,-30.0,-5.0,-30.0,30.0,5.0,30.0
913,1892250840,10792,1570.831162,-30.0,-5.0,-30.0,30.0,5.0,30.0
914,1894323539,10792,1572.551678,-30.0,-5.0,-30.0,30.0,5.0,30.0
915,1896395181,10792,1574.272194,-30.0,-5.0,-30.0,30.0,5.0,30.0
916,1898467938,10792,1575.99271,-30.0,-5.0,-30.0,30.0,5.0,30.0
917,1900541406,10792,1577.713226,-30.0,-5.0,-30.0,30.0,5.0,30.0
918,1902615316,10792,1579.433742,-30.0,-5.0,-30.0,30.0,5.0,30.0
919,1904688572,10792,1581.154258,-30.0,-5.0,-30.0,30.0,5.0,30.0
920,1906760216,10792,1582.874774,-30.0,-5.0,-30.0,30.0,5.0,30.0
921,1908830301,10792,1584.595291,-30.0,-5.0,-30.0,30.0,5.0,30.0
922,1910902228,10792,1586.315807,-30.0,-5.0,-30.0,30.0,5.0,30.0
923,1912972807,10792,1588.036323,-30.0,-5.0,-30.0,30.0,5.0,30.0
924,1915044986,10792,1589.756839,-30.0,-5.0,-30.0,30.0,5.0,30.0
925,1917115876,10792,1591.477355,-30.0,-5.0,-30.0,30.0,5.0,30.0
926,1919186593,10792,1593.197871,-30.0,-5.0,-30.0,30.0,5.0,30.0
927,1921257796,10792,1594.918387,-30.0,-5.0,-30.0,30.0,5.0,30.0
928,1923329165,10792,1596.638903,-30.0,-5.0,-30.0,30.0,5.0,30.0
929,1925401702,10792,1598.359419,-30.0,-5.0,-30.0,30.0,5.0,30.0
930,1927473488,10792,1600.079935,-30.0,-5.0,-30.0,30.0,5.0,30.0
931,1929545207,10792,1601.800451,-30.0,-5.0,-30.0,30.0,5.0,30.0
932,1931616826,10792,1603.520967,-30.0,-5.0,-30.0,30.0,5.0,30.0
933,1933689194,10792,1605.241483,-30.0,-5.0,-30.0,30.0,5.0,30.0
934,1935760245,10792,1606.961999,-30.0,-5.0,-30.0,30.0,5.0,30.0
935,1937830965,10792,1608.682515,-30.0,-5.0,-30.0,30.0,5.0,30.0
936,1939900685,10792,1610.403031,-30.0,-5.0,-30.0,30.0,5.0,30.0
937,1941970266,10792,1612.123547,-30.0,-5.0,-30.0,30.0,5.0,30.0
938,1944041695,10792,1613.844064,-30.0,-5.0,-30.0,30.0,5.0,30.0
939,1946113360,10792,1615.56458,-30.0,-5.0,-30.0,30.0,5.0,30.0
940,1948184500,10792,1617.285096,-30.0,-5.0,-30.0,30.0,5.0,30.0
941,1950255873,10792,1619.005612,-30.0,-5.0,-30.0,30.0,5.0,30.0
942,1952327607,10792,1620.726128,-30.0,-5.0,-30.0,30.0,5.0,30.0
943,1954399178,10792,1622.446644,-30.0,-5.0,-30.0,30.0,5.0,30.0
944,1956470432,10792,1624.16716,-30.0,-5.0,-30.0,30.0,5.0,30.0
945,1958543125,10792,1625.887676,-30.0,-5.0,-30.0,30.0,5.0,30.0
946,1960615759,10792,1627.608192,-30.0,-5.0,-30.0,30.0,5.0,30.0
947,1962686813,10792,1629.328708,-30.0,-5.0,-30.0,30.0,5.0,30.0
948,1964759211,10792,1631.049224,-30.0,-5.0,-30.0,30.0,5.0,30.0
949,1966830939,10792,1632.76974,-30.0,-5.0,-30.0,30.0,5.0,30.0
950,1968903992,10792,1634.490256,-30.0,-5.0,-30.0,30.0,5.0,30.0
951,1970974740,10792,1636.210772,-30.0,-5.0,-30.0,30.0,5.0,30.0
952,1973045748,10792,1637.931288,-30.0,-5.0,-30.0,30.0,5.0,30.0
953,1975117505,10792,1639.651804,-30.0,-5.0,-30.0,30.0,5.0,30.0
954,1977188565,10792,1641.37232,-30.0,-5.0,-30.0,30.0,5.0,30.0
955,1979260347,10792,1643.092837,-30.0,-5.0,-30.0,30.0,5.0,30.0
956,1981330417,10792,1644.813353,-30.0,-5.0,-30.0,30.0,5.0,30.0
957,1983401044,10792,1646.533869,-30.0,-5.0,-30.0,30.0,5.0,30.0
958,1985470064,10792,1648.254385,-30.0,-5.0,-30.0,30.0,5.0,30.0
959,1987540633,10792,1649.974901,-30.0,-5.0,-30.0,30.0,5.0,30.0
960,1989612412,10792,1651.695417,-30.0,-5.0,-30.0,30.0,5.0,30.0
961,1991682694,10792,1653.415933,-30.0,-5.0,-30.0,30.0,5.0,30.0
962,1993754346,10792,1655.136449,-30.0,-5.0,-30.0,30.0,5.0,30.0
963,1995826673,10792,1656.856965,-30.0,-5.0,-30.0,30.0,5.0,30.0
964,1997897723,10792,1658.577481,-30.0,-5.0,-30.0,30.0,5.0,30.0
965,1999968730,10792,1660.297997,-30.0,-5.0,-30.0,30.0,5.0,30.0
966,2002040951,10792,1662.018513,-30.0,-5.0,-30.0,30.0,5.0,30.0
967,2004111672,10792,1663.739029,-30.0,-5.0,-30.0,30.0,5.0,30.0
968,2006183640,10792,1665.459545,-30.0,-5.0,-30.0,30.0,5.0,30.0
969,2008255922,10792,1667.180061,-30.0,-5.0,-30.0,30.0,5.0,30.0
970,2010327944,10792,1668.900577,-30.0,-5.0,-30.0,30.0,5.0,30.0
971,2012400609,10792,1670.621093,-30.0,-5.0,-30.0,30.0,5.0,30.0
972,2014473258,10792,1672.34161,-30.0,-5.0,-30.0,30.0,5.0,30.0
973,2016547307,10792,1674.062126,-30.0,-5.0,-30.0,30.0,5.0,30.0
974,2018620010,10792,1675.782642,-30.0,-5.0,-30.0,30.0,5.0,30.0
975,2020692046,10792,1677.503158,-30.0,-5.0,-30.0,30.0,5.0,30.0
976,2022762287,10792,1679.223674,-30.0,-5.0,-30.0,30.0,5.0,30.0
977,2024832067,10792,1680.94419,-30.0,-5.0,-30.0,30.0,5.0,30.0
978,2026901812,10792,1682.664706,-30.0,-5.0,-30.0,30.0,5.0,30.0
979,2028971455,10792,1684.385222,-30.0,-5.0,-30.0,30.0,5.0,30.0
980,2031041523,10792,1686.105738,-30.0,-5.0,-30.0,30.0,5.0,30.0
