size_ratio,normalised_l1_separation,overlap_fraction,small_large_spatial_correlation,small_centre_x,small_centre_z,large_centre_x,large_centre_z,centre_of_mass_separation
1.8399999999999999,0.5527398385536391,0.4472601614463608,0.11943356335480089,-12.047926727299455,-9.58931520514126,-12.554199763978483,-11.094719349556504,1.5882550253944734
1.845,0.5533621852307543,0.44663781476924563,0.11864808271559799,-12.048323574327238,-9.59068276883765,-12.55350028618616,-11.097913764709237,1.589637941520221
1.85,0.5539764447704566,0.4460235552295432,0.11787376517900135,-12.048721367036975,-9.592036021232902,-12.552795300450889,-11.10113124896605,1.5910559187892601
1.855,0.5545837415603165,0.4454162584396836,0.11700334580728401,-12.049119349671857,-9.593373469060069,-12.552085577424693,-11.104373087234162,1.5925121262904633
1.8599999999999999,0.5551841543562382,0.44481584564376203,0.11624891578560381,-12.04951678268122,-9.594693650486482,-12.551371908471438,-11.107640323204304,1.5940094735508459
1.865,0.5557780395588223,0.44422196044117773,0.11539675685029545,-12.049912945537464,-9.59599514256308,-12.55065510337707,-11.110933744540626,1.5955505872267246
1.87,0.5563655894610434,0.44363441053895647,0.11465907829755528,-12.050307139392615,-9.597276568276985,-12.54993598794246,-11.114253870544252,1.5971377905169348
1.875,0.5569468949752913,0.4430531050247085,0.11392864742723319,-12.050698689551522,-9.59853660314383,-12.54921540146483,-11.117600942480257,1.5987730855566942
1.88,0.5575225540127446,0.442477445987255,0.11309825269253956,-12.051086947741778,-9.599773981284361,-12.548494194114777,-11.120974916721657,1.6004581390088506
1.885,0.5580930420336812,0.44190695796631874,0.11206037038667953,-12.0514712941633,-9.600987500938128,-12.547773224216867,-11.124375460823751,1.6021942710231418
1.8900000000000001,0.5586582909994061,0.4413417090005938,0.11177383055422117,-12.05185113930413,-9.602176029376174,-12.547053355443314,-11.127801952599299,1.6039824476843785
1.895,0.559218615486591,0.44078138451340915,0.11106551520478221,-12.052225925512186,-9.60333850718371,-12.54633545393148,-11.13125348221951,1.6058232770181742
1.9,0.559774319632102,0.4402256803678979,0.11036114841382591,-12.052595128316318,-9.604473951893096,-12.545620385337958,-11.134728857319388,1.6077170085691335
1.905,0.5603256948252794,0.4396743051747205,0.10976649983963645,-12.052958257493316,-9.6055814609566,-12.544909011843533,-11.138226611038945,1.6096635365121128
1.9100000000000001,0.5608730206021861,0.4391269793978138,0.10906832117264552,-12.053314857880826,-9.606660214057147,-12.544202189125425,-11.141745012885702,1.611662406203901
1.915,0.561416561584734,0.4385834384152661,0.10847870111962685,-12.053664509939322,-9.607709474763864,-12.543500763314933,-11.145282082259534,1.6137128240309957
1.92,0.5619566744976597,0.4380433255023403,0.10778465878069705,-12.054006830069062,-9.608728591546829,-12.542805567960482,-11.14883560443941,1.615813670360898
1.925,0.562493818476717,0.43750618152328313,0.10709200157945355,-12.054341470690764,-9.609716998172763,-12.54211742101772,-11.152403148794134,1.6179635153600804
1.9300000000000002,0.5630278908074084,0.4369721091925916,0.10640030959585638,-12.054668120100906,-9.610674213509535,-12.541437121889514,-11.155982088946258,1.6201606374026734
1.935,0.5635591041775276,0.4364408958224723,0.10570919381838798,-12.054986502114737,-9.611599840772957,-12.540765448539895,-11.159569624591352,1.6224030437609225
1.94,0.5640876582879333,0.43591234171206666,0.10501829591362116,-12.055296375511674,-9.612493566253907,-12.540103154706467,-11.163162804653831,1.624688493242022
1.945,0.5646137405937426,0.4353862594062573,0.10432728788754418,-12.055597533299155,-9.613355157567405,-12.539450967235958,-11.166758551446389,1.627014520416822
1.9500000000000002,0.5651377197156893,0.43486228028431073,0.10352975704623749,-12.055889801812084,-9.61418446146821,-12.538809583567154,-11.170353685492795,1.6293784610739297
1.955,0.5656598125884815,0.4343401874115183,0.10283768150415637,-12.056173039665568,-9.614981401279204,-12.538179669384657,-11.173944950673754,1.6317774785288612
1.96,0.5661799032351357,0.4338200967648642,0.10214468883938117,-12.056447136579102,-9.615745973980042,-12.537561856465224,-11.177529039362012,1.6342085904207593
1.9649999999999999,0.5666981631749164,0.4333018368250836,0.10134443798672474,-12.056712012090514,-9.61647824700376,-12.536956740736636,-11.181102617226138,1.636668695639456
1.97,0.5672150321414214,0.4327849678585785,0.1007551313883377,-12.05696761417755,-9.617178354788619,-12.53636488056652,-11.18466234740145,1.6391546010424631
1.975,0.5677302576678831,0.4322697423321168,0.10005822347830975,-12.057213917804892,-9.617846495131431,-12.535786795295618,-11.188204913750978,1.6416630476437717
1.98,0.5682440133713578,0.43175598662864245,0.09946572231643283,-12.05745092341347,-9.61848292538691,-12.535222964026895,-11.19172704296795,1.6441907359838939
1.9849999999999999,0.5687567281096038,0.4312432718903963,0.09887140857508919,-12.057678655368363,-9.619087958555706,-12.534673824678295,-11.195225525303579,1.6467343504217415
1.99,0.5692685185092695,0.4307314814907306,0.09816935183420643,-12.05789716038044,-9.619661959301022,-12.534139773303409,-11.198697233738551,1.6492905821236297
1.995,0.5697789969039871,0.4302210030960128,0.09746543480863316,-12.058106505915998,-9.62020533993127,-12.533621163680662,-11.202139141452829,1.6518561505607863
2.0,0.570288180434946,0.42971181956505394,0.0967596163250394,-12.058306778607385,-9.620718556382958,-12.533118307167905,-11.205548337484846,1.6544278233641492
