size_ratio,bulk_integrated_volume,small_integrated_volume,large_integrated_volume,bulk_minimum,small_minimum,large_minimum,bulk_maximum,small_maximum,large_maximum,bulk_fraction_below_minus_1e_5,small_fraction_below_minus_1e_5,large_fraction_below_minus_1e_5,pointwise_identity_error
1.62,565.5528716150011,282.7550682615954,282.79780335340575,-1.3085775242202193e-07,-5.331585472514289e-07,-0.00012719418428019935,0.5673344203539084,0.5328501485171763,0.45561030545723125,0.0,0.0,0.0004,0.0
1.625,565.5530077915178,282.75504993187946,282.79795785963825,-1.3769716302666878e-07,-5.704161695365947e-07,-0.00016336603190197918,0.5674444806778023,0.5330768641952404,0.45617485328053453,0.0,0.0,0.0004,0.0
1.63,565.553138428018,282.7550313438745,282.79810708414357,-1.439762930738635e-07,-6.042432790371704e-07,-0.00021178176874625532,0.5675546500747295,0.5332946765638801,0.4567317647146979,0.0,0.0,0.0005,0.0
1.635,565.5532636163471,282.7550124847392,282.7982511316079,-1.497092867055103e-07,-6.346405872504522e-07,-0.0002566416521530557,0.5676649146099718,0.5335260670731895,0.45728112860875836,0.0,0.0,0.0005,0.0
1.6400000000000001,565.553383445094,282.75499334323416,282.79839010185975,-1.5491010637759608e-07,-6.799480319442176e-07,-0.0002979983485665305,0.5677752591606356,0.5337636511323103,0.45782303177292816,0.0,0.0,0.0006,0.0
1.645,565.5534979992938,282.75497390964483,282.7985240896489,-1.5959248650978083e-07,-7.608357938974493e-07,-0.00033589184772431224,0.5678856676011512,0.533991590247486,0.4583575594268877,0.0,0.0,0.0006,0.0
1.65,565.5536073601992,282.75495417570363,282.7986531844953,-1.6639706120503114e-07,-8.347152553137061e-07,-0.0003703510418369138,0.5679961230094086,0.5342099652832687,0.4588847956444177,0.0,0.0,0.0007,0.0
1.655,565.5537116051178,282.754934134514,282.79877747060385,-1.9199303784011022e-07,-9.016072370627591e-07,-0.0004013953232051004,0.5681066078904783,0.5344188524281622,0.45940482379360575,0.0,0.0,0.0008,0.0
1.6600000000000001,565.5538108073122,282.75491378047286,282.7988970268393,-2.1578830068198098e-07,-9.615364556116101e-07,-0.0004290361941696741,0.568217104414595,0.5346183246438267,0.45991772697149697,0.0,0.0,0.0009,0.0
1.665,565.5539050359528,282.754893109196,282.7990119267569,-2.3782130068384215e-07,-1.0145319642344245e-06,-0.000453278882940944,0.5683275946658525,0.5348084531099282,0.4604235884316884,0.0,0.0,0.001,0.0
1.67,565.5539943561256,282.7548721174426,282.79912223868297,-2.581289724578829e-07,-1.060627592485674e-06,-0.00047412395848595024,0.5684380608978828,0.5349893086603998,0.46092249200301083,0.0,0.0,0.001,0.0
1.675,565.5540788288826,282.7548508030427,282.79922802583985,-2.767466917090389e-07,-1.0998623826483389e-06,-0.0005033137035396762,0.5685484857926665,0.5351609632063163,0.4614145224971169,0.0,0.0,0.001,0.0
1.6800000000000002,565.5541585113355,282.75482916482497,282.7993293465105,-2.9370824625274943e-07,-1.1322810214489891e-06,-0.0005315771775130096,0.56865885271855,0.5353234911399714,0.4618997661024913,0.0,0.0,0.0011,0.0
1.685,565.5542334567837,282.754807202547,282.79942625423683,-3.090458197825587e-07,-1.157934264903265e-06,-0.000555300515023005,0.5687691459835321,0.5354769707141432,0.46237831076214025,0.0,0.0,0.0013,0.0
1.69,565.5543037148728,282.75478491682674,282.79951879804617,-3.227899875813415e-07,-1.1768793537261898e-06,-0.0005744990065257305,0.568879351079919,0.5356214853899129,0.46285024653200474,0.0,0.0,0.0013,0.0
1.695,565.554369331779,282.7547623090767,282.79960702270245,-3.3496972340570225e-07,-1.189180416322859e-06,-0.000589192187668619,0.5689894549165431,0.5357571251458016,0.46331566591697826,0.0,0.0,0.0013,0.0
1.7000000000000002,565.5544303504151,282.75473938144,282.79969096897514,-3.45612416814843e-07,-1.1949088559761951e-06,-0.0005994053147038714,0.5690994460348843,0.5358839877404326,0.46377466418129853,0.0,0.0,0.0013,0.0
1.705,565.5544868106521,282.75471613672863,282.79977067392343,-3.547439002615466e-07,-1.1941437184795652e-06,-0.0006071666144057408,0.5692093148056289,0.5360021799204109,0.4642273396300332,0.0,0.0,0.0012,0.0
1.71,565.5545387495539,282.7546925783641,282.79984617118976,-3.623884853119645e-07,-1.1869720361351208e-06,-0.0006154343171197452,0.5693190536024366,0.536111818564672,0.4646737938583826,0.0,0.0,0.0012,0.0
1.7149999999999999,565.5545862016218,282.7546687103209,282.79991749130085,-3.6856900741149546e-07,-1.17348914376266e-06,-0.0006187159471485182,0.5694286569499705,0.5362130317562037,0.4651141319655885,0.0,0.0,0.0013,0.0
1.72,565.5546291990428,282.75464453707224,282.79998466197065,-3.733068786641103e-07,-1.1537989621509287e-06,-0.0006170762673101127,0.569538121643556,0.536305959771802,0.46554846273036277,0.0,0.0,0.0013,0.0
1.725,565.5546677719427,282.75462006353814,282.8000477084047,-3.7662214814102273e-07,-1.1280142442414066e-06,-0.000610592328891213,0.5696474468381844,0.5363907559804124,0.46597689874492754,0.0,0.0,0.0013,0.0
1.73,565.5547019486378,282.75459529503684,282.8001066536009,-3.785335692798749e-07,-1.0962567792750308e-06,-0.0005993544041715815,0.5697566341049461,0.5364675876406378,0.466399556505002,0.0,0.0,0.0013,0.0
1.7349999999999999,565.5547317558845,282.7545702372385,282.80016151864595,-3.7905867397636367e-07,-1.0586575501612853e-06,-0.0005834668017920541,0.5698656874533733,0.5365454881875766,0.4668165564533561,0.0,0.0,0.0013,0.0
1.74,565.5547572191275,282.75454489612144,282.8002123230061,-3.782138530051561e-07,-1.0153568394546334e-06,-0.0005630485562546639,0.5699746133185736,0.536634764937973,0.46722802297490235,0.0,0.0,0.0013,0.0
1.745,565.5547783627405,282.7545192779311,282.80025908480957,-3.760144424349929e-07,-9.665042795497387e-07,-0.000538233983503611,0.5700834205124621,0.5367158519103594,0.46763408434168197,0.0,0.0,0.0012,0.0
1.75,565.5547952102621,282.754493389142,282.80030182112006,-3.7247481572283e-07,-9.122588430373656e-07,-0.0005091730953692419,0.5701921201388156,0.5367889951589867,0.46803487260654686,0.0,0.0,0.0011,0.0
1.755,565.5548077846239,282.7544672364225,282.8003405482015,-3.6760848118302375e-07,-8.527887695991013e-07,-0.00047603186665978736,0.5703007254723025,0.5368544566447102,0.46843052344481206,0.0,0.0,0.001,0.0
1.76,565.5548161083742,282.7544408266008,282.8003752817734,-3.614281845291815e-07,-7.882714263574522e-07,-0.0004389923498573922,0.5704092518020648,0.5369125142143631,0.4688211759436729,0.0,0.0,0.0009,0.0
1.7650000000000001,565.5548202038907,282.7544141666356,282.800406037255,-3.5394601617771446e-07,-7.188930992365539e-07,-0.0003982526337068526,0.5705177162408513,0.5369634614330558,0.46920697233973174,0.0,0.0,0.0009,0.0
1.77,565.5548200935891,282.7543872635877,282.8004328300014,-3.4517352298330443e-07,-6.448487136183723e-07,-0.00035402664346378954,0.5706261375011104,0.5370076072665978,0.46958805770555134,0.0,0.0,0.0009,0.0
1.775,565.5548158001241,282.75436012459465,282.80045567552946,-3.351218240471534e-07,-5.663414833914764e-07,-0.0003065437821803685,0.5707345356398579,0.5370452756128254,0.4699645795867582,0.0,0.0,0.0008,0.0
1.78,565.5548073465832,282.7543327568475,282.8004745897356,-3.238017301992843e-07,-4.835824883709055e-07,-0.0002568196115292909,0.5708429317745255,0.5370768046823247,0.4703366875918229,0.0,0.0,0.0007,0.0
1.7850000000000001,565.5547947566752,282.75430516757046,282.80048958910476,-3.1122386670693925e-07,-3.9679018100311794e-07,-0.0002043792698142033,0.5709513477723733,0.5371025462308434,0.4707045329372763,0.0,0.0,0.0005,0.0
1.79,565.5547780549142,282.7542773640021,282.8005006909119,-2.973987987027214e-07,-3.0618982424251153e-07,-0.00014895385118823823,0.5710598059164147,0.5371228646475613,0.4710682679517346,0.0,0.0,0.0004,0.0
1.795,565.5547572667964,282.75424935337895,282.8005079134175,-2.8233715876012836e-07,-2.1849081991173986e-07,-9.086874938801781e-05,0.5711683285511421,0.5371381359052791,0.47142804554272333,0.0,0.0,0.0003,0.0
1.8,565.5547324189765,282.75422114292087,282.8005112760557,-2.660497759713447e-07,-1.8805120915299648e-07,-3.0461075248122693e-05,0.5712769377116693,0.5371487463804783,0.4717840186308827,0.0,0.0,0.0002,0.0
1.8050000000000002,565.5547035394362,282.75419273981885,282.80051079961737,-2.485478058049472e-07,-1.5670054807442412e-07,-1.0728054866386204e-06,0.5713856547402009,0.5371550915530364,0.4721363395567047,0.0,0.0,0.0,0.0
1.81,565.5546706576525,282.7541641512243,282.80050650642823,-2.2984285994102358e-07,-1.245142322258319e-07,-1.0124186574098158e-06,0.5714944998940129,0.5371575745971248,0.47248515946547764,0.0,0.0,0.0,0.0
1.815,565.5546338047611,282.7541353842392,282.80049842052193,-2.099471352008441e-07,-9.156865836065363e-08,-9.481468873773005e-07,0.571603491949368,0.537156604876419,0.47283062767659334,0.0,0.0,0.0,0.0
1.82,565.5545930137185,282.7541064459094,282.80048656780906,-1.8887354061011164e-07,-6.938738984953658e-08,-8.799434561804789e-07,0.571712647805985,0.5371525963581909,0.4731728910437839,0.0,0.0,0.0,0.0
1.8250000000000002,565.5545483194596,282.75407734321794,282.8004709762417,-1.669004287866214e-07,-6.031979013980213e-08,-8.077698389622999e-07,0.571821982096849,0.5371459659620691,0.4735120933132021,0.0,0.0,0.0,0.0
1.83,565.554499759054,282.75404808308053,282.8004516759735,-1.5817496022400637e-07,-5.808767180096524e-08,-7.315965589760432e-07,0.571931506808252,0.5371371318602471,0.4738483744865147,0.0,0.0,0.0,0.0
1.835,565.5544473718568,282.75401867234115,282.8004286995157,-1.4895915496103747e-07,-5.5717439259108966e-08,-6.566515784610692e-07,0.572041230915012,0.5371265117466342,0.4741818701963451,0.0,0.0,0.0,0.0
1.8399999999999999,565.5543911996575,282.7539891177697,282.80040208188774,-1.3925994425029363e-07,-5.321888955696142e-08,-5.949529956355425e-07,0.5721511600358127,0.537114521092882,0.47451271110146553,0.0,0.0,0.0,0.0
1.845,565.5543312868233,282.7539594260603,282.80037186076294,-1.2908494398992664e-07,-5.060169463025328e-08,-5.593160191323502e-07,0.5722612961135322,0.5371015714093643,0.47484102230908715,0.0,0.0,0.0,0.0
1.85,565.5542676804376,282.75392960382976,282.8003380766077,-1.1844248560066374e-07,-6.381382599377605e-08,-6.04859222090561e-07,0.5723716371252844,0.5370880685290255,0.47516692283143586,0.0,0.0,0.0,0.0
1.855,565.5542004304314,282.75389965761724,282.80030077281407,-1.073416424513778e-07,-8.867295148913889e-08,-6.553534632933698e-07,0.5724821768266715,0.5370744109315635,0.4754905250835133,0.0,0.0,0.0,0.0
1.8599999999999999,565.5541295897083,282.7538695938844,282.800259995824,-9.579225134622382e-08,-1.1340988067860335e-07,-7.055137646953452e-07,0.5725929045344447,0.5370609881246736,0.4758119344285383,0.0,0.0,0.0,0.0
1.865,565.5540552142609,282.7538394190157,282.80021579524526,-8.380492861564645e-08,-1.380005599434476e-07,-7.552434521890743e-07,0.5727038049513823,0.5370481790980735,0.47613124877703517,0.0,0.0,0.0,0.0
1.87,565.5539773632761,282.7538091393192,282.80016822395686,-7.139108039507174e-08,-1.6242165525330172e-07,-8.044522644518016e-07,0.5728148580367254,0.5370363508647865,0.47644855824489346,0.0,0.0,0.0,0.0
1.875,565.5538960992312,282.7537787610278,282.80011733820334,-5.8562906728724967e-08,-1.866506430689586e-07,-8.530569717335985e-07,0.5729260389249671,0.537025857102702,0.4767639448749737,0.0,0.0,0.0,0.0
1.88,565.5538114879768,282.7537482903,282.80006319767665,-4.5333399201341576e-08,-2.1066589393422726e-07,-9.049225660022543e-07,0.5730373178951638,0.5370170369077982,0.4770774824259813,0.0,0.0,0.0,0.0
1.885,565.5537235988057,282.75371773322144,282.80000586558435,-3.171633187671796e-08,-2.344467481366516e-07,-9.87752487088749e-07,0.5731486603922543,0.5370102136686437,0.477389236231404,0.0,0.0,0.0,0.0
1.8900000000000001,565.5536325045088,282.7536870958055,282.79994540870314,-4.26742929276689e-08,-2.579735829375709e-07,-1.0704540638147272e-06,0.5732600271011249,0.5370056940699256,0.4776992631303015,0.0,0.0,0.0,0.0
1.895,565.5535382814118,282.75365638399524,282.7998818974165,-5.926959977120497e-08,-2.9181249988967304e-07,-1.1529366518851813e-06,0.5733713740733728,0.5370037672308319,0.47800761147069215,0.0,0.0,0.0,0.0
1.9,565.5534410093994,282.7536256036639,282.79981540573544,-7.594882860305487e-08,-3.265372483812442e-07,-1.2371089007328716e-06,0.5734826529059083,0.5370047039821726,0.47831432118520756,0.0,0.0,0.0,0.0
1.905,565.5533407719172,282.7535947606157,282.79974601130147,-9.269952285127133e-08,-3.607965729040525e-07,-1.3385058887921538e-06,0.5735938109697122,0.5370087562842193,0.47861942393759976,0.0,0.0,0.0,0.0
1.9100000000000001,565.5532376559582,282.75356386058684,282.79967379537146,-1.0950856965491267e-07,-3.945676785253296e-07,-3.432706923933715e-06,0.5737047916862522,0.5370218541994694,0.47892294333763563,0.0,0.0,0.0,0.0
1.915,565.5531317520282,282.7535329092456,282.7995988427827,-1.2636226117421067e-07,-4.2782965484783324e-07,-0.00010899507079686899,0.5738155348482781,0.537049187859473,0.47922489522089234,0.0,0.0,0.0008,0.0
1.92,565.5530231540927,282.7535019121929,282.79952124189975,-1.4324636273945987e-07,-4.605634958525268e-07,-0.00021872210602014164,0.5739259769809844,0.5370797275225242,0.47952528798901856,0.0,0.0,0.0014,0.0
1.925,565.5529119595022,282.7534708749623,282.79944108454004,-1.6014618700632808e-07,-4.927521067083008e-07,-0.00033260860815748083,0.5740360517388614,0.5371136522885928,0.4798241230051734,0.0,0.0,0.0018,0.0
1.9300000000000002,565.5527982689002,282.7534398030195,282.79935846588086,-1.7704667318388224e-07,-5.243802981486848e-07,-0.0004506403393017555,0.5741456903329806,0.5371511218866616,0.4801213950385987,0.0,0.0,0.0024,0.0
1.935,565.5526821861083,282.7534087017623,282.79927348434603,-1.939324703183566e-07,-5.554347691279019e-07,-0.0005727941882460175,0.5742548219829856,0.5371922768829509,0.48041709275166156,0.0,0.0,0.0027,0.0
1.94,565.5525638179932,282.75337757651965,282.79918624147365,-2.107880235529516e-07,-5.859040785625646e-07,-0.0006990383948353163,0.5743633743877014,0.5372372389950664,0.4807111992222206,0.0,0.0,0.0032,0.0
1.945,565.5524432743154,282.75334643255115,282.79909684176414,-2.2759766224351301e-07,-6.157786070404058e-07,-0.0008293328324551763,0.5744712742080418,0.5372861115034229,0.4810036924938306,0.0,0.0,0.0038,0.0
1.9500000000000002,565.5523206675566,282.7533152750458,282.79900539251076,-2.4434568879283794e-07,-6.450505094339704e-07,-0.0009636293422516928,0.5745784475557965,0.537338979750749,0.48129454614612766,0.0,0.0,0.004,0.0
1.955,565.552196112733,282.7532841091208,282.7989120036121,-2.6101646707294874e-07,-6.737136593954085e-07,-0.0011018721124457231,0.5746848204819062,0.537395911720102,0.4815837298777047,0.0,0.0,0.0042,0.0
1.96,565.5520697271876,282.7532529398206,282.7988167873671,-2.7759450933448694e-07,-7.017635867295757e-07,-0.001243998096001453,0.5747903194580034,0.5374569586816231,0.48187121009391803,0.0,0.0,0.0046,0.0
1.9649999999999999,565.5519416303708,282.7532217721149,282.798719858256,-2.9406456055430116e-07,-7.291974086475573e-07,-0.0013899374599219416,0.5748948718452778,0.5375221558982112,0.4821569504923323,0.0,0.0,0.0051,0.0
1.97,565.5518119436031,282.7531906108979,282.7986213327052,-3.1041167924445417e-07,-7.560137558929694e-07,-0.001539614059562433,0.5749984063451266,0.5375915233803986,0.4824409126389115,0.0,0.0,0.0055,0.0
1.975,565.5516807898251,282.7531594609859,282.7985213288391,-3.532862398512065e-07,-7.822126947105157e-07,-0.001692945931572487,0.5751008534265531,0.5376650666809316,0.4827230565285765,0.0,0.0,0.0059,0.0
1.98,565.5515482933371,282.75312832711666,282.79841996622054,-4.2752548346905163e-07,-8.077956455919816e-07,-0.001849845799373584,0.5752021457258565,0.5377427777199003,0.4830033411243648,0.0,0.0,0.0063,0.0
1.9849999999999999,565.5514145795258,282.75309721394683,282.79831736557907,-5.015106552808321e-07,-8.327652996908625e-07,-0.002010221585448446,0.5753022184148038,0.5378246356316942,0.483281724870112,0.0,0.0,0.0066,0.0
1.99,565.5512797745826,282.753066126051,282.79821364853166,-6.030307068618139e-07,-8.571255337449217e-07,-0.0021739769251404306,0.5754010095341767,0.5379106076255677,0.4835581661723214,0.0,0.0,0.0072,0.0
1.995,565.5511440052136,282.75303506791977,282.7981089372937,-7.142892747563021e-07,-8.808813242878354e-07,-0.002341011677127469,0.5754984602902933,0.538000649852175,0.4838326238476667,0.0,0.0,0.0076,0.0
2.0,565.5510073983445,282.7530040439585,282.79800335438597,-8.247705424854958e-07,-9.040386618684074e-07,-0.0025112224262250904,0.575594515312841,0.5380947082690445,0.48410505753335903,0.0,0.0,0.0079,0.0
