size_ratio,bulk_integrated_volume,small_integrated_volume,large_integrated_volume,bulk_minimum,small_minimum,large_minimum,bulk_maximum,small_maximum,large_maximum,bulk_fraction_below_minus_1e_5,small_fraction_below_minus_1e_5,large_fraction_below_minus_1e_5,pointwise_identity_error
1.495,565.5474127999098,282.75552112256594,282.7918916773439,-2.677777418792267e-07,-2.104097247279726e-07,-0.0012494392073986726,0.5646290847378542,0.5250420552619102,0.43882786937691776,0.0,0.0,0.002,0.0
1.5,565.5477116520428,282.7554990282522,282.7922126237907,-2.664156662194626e-07,-2.0772835435200244e-07,-0.0012063998759200834,0.5647358978457584,0.5254295631102776,0.4396070374863056,0.0,0.0,0.002,0.0
1.505,565.548004009703,282.75547769958763,282.7925263101153,-2.6462438658318253e-07,-2.047238567839599e-07,-0.0011555116094960627,0.5648427975595197,0.525800510992683,0.4403743868275747,0.0,0.0,0.0021,0.0
1.51,565.5482897436167,282.7554570660853,282.79283267753146,-2.623980946072346e-07,-2.0140254834779866e-07,-0.0010975854402979768,0.5649497827446198,0.5261556862584813,0.4411302195165942,0.0,0.0,0.0022,0.0
1.5150000000000001,565.54856874816,282.75543705972296,282.79313168843714,-2.597318995546247e-07,-1.977703324039052e-07,-0.0010334036288865422,0.5650568542095753,0.5265501261319201,0.44187482418402135,0.0,0.0,0.0021,0.0
1.52,565.5488409403259,282.75541761498494,282.79342332534105,-2.566218271474751e-07,-1.938326790934149e-07,-0.0009637187240819634,0.5651640144875556,0.5269308035117655,0.44260847603717357,0.0,0.0,0.0022,0.0
1.525,565.5491062585842,282.7553986688921,282.7937075896919,-2.530648147208526e-07,-1.8959460962436785e-07,-0.0008892527327837296,0.565271267600309,0.5272969894937584,0.4433314370289449,0.0,0.0,0.0022,0.0
1.53,565.549364661653,282.755380161026,282.7939845006271,-2.4905870298060526e-07,-1.8506068478704116e-07,-0.0008106964013436802,0.5653786188080133,0.5276493215253,0.4440439561159293,0.0,0.0,0.0022,0.0
1.5350000000000001,565.5496161271999,282.75536203354284,282.79425409365695,-2.4460222462045934e-07,-1.802349974113027e-07,-0.0007287086099844187,0.5654860743488143,0.5279884031141415,0.4447462695895681,0.0,0.0,0.0022,0.0
1.54,565.5498606504823,282.75534423118074,282.7945164193015,-2.396949900231921e-07,-1.7512116850493383e-07,-0.0006439158815804702,0.5655936411719088,0.5283148040466343,0.44545142364831125,0.0,0.0,0.0021,0.0
1.545,565.5500982429534,282.7553267012589,282.79477154169444,-2.3433747023873457e-07,-1.697223468378658e-07,-0.0005569120058833144,0.5657013266680677,0.528629060747589,0.4461537024093416,0.0,0.0,0.0022,0.0
1.55,565.5503289308398,282.7553093936696,282.79501953716994,-2.2853097739951004e-07,-1.6404121176255343e-07,-0.0004682577799712817,0.565809138401484,0.528931676767801,0.4468462631517566,0.0,0.0,0.0021,0.0
1.5550000000000002,565.5505527537108,282.7552922608644,282.79526049284647,-2.2227764270122443e-07,-1.5807997908484957e-07,-0.0003784808653369276,0.5659170838467715,0.5292231233866503,0.4475292921564541,0.0,0.0,0.0017,0.0
1.56,565.550769763054,282.7552752578317,282.79549450522234,-2.1558039204675367e-07,-1.5374068570265194e-07,-0.0002880757616058327,0.56602517013483,0.5295038403184438,0.448202965800552,0.0,0.0,0.0016,0.0
1.565,565.5509800208647,282.7552583420709,282.7957216787938,-2.0844291942271138e-07,-1.7129191779949488e-07,-0.00019750389641004507,0.5661334038111375,0.5297811914062578,0.4488674510850178,0.0,0.0,0.0014,0.0
1.57,565.5511835982664,282.7552414735581,282.7959421247083,-2.0086965805370038e-07,-1.8795508648553777e-07,-0.00012385020196459262,0.5662417906098359,0.5300998823618966,0.4495229061648989,0.0,0.0,0.0011,0.0
1.5750000000000002,565.5513805741721,282.75522461470854,282.79615595946365,-1.9286574935897814e-07,-2.037299114922096e-07,-8.070287318467928e-05,0.5663503352467363,0.530407757393437,0.4501694808780907,0.0,0.0,0.0007,0.0
1.58,565.5515710339928,282.7552077303319,282.7963633036609,-1.8443700972108254e-07,-2.1861575241211867e-07,-4.435348522630056e-05,0.5664590412340956,0.5307051259163073,0.4508073172696683,0.0,0.0,0.0002,0.0
1.585,565.5517550684046,282.7551907875844,282.79656428082023,-1.7558989506642635e-07,-2.326116667482641e-07,-3.665144620818017e-05,0.5665679107197059,0.5310025130701043,0.45143655010975237,0.0,0.0,0.0001,0.0
1.5899999999999999,565.5519327721822,282.7551737559157,282.79675901626655,-1.6633146325443998e-07,-2.4571646819294485e-07,-2.8926327094502824e-05,0.5666769443524953,0.5312955531335457,0.4520573074036969,0.0,0.0,0.0001,0.0
1.595,565.5521042431005,282.75515660701166,282.7969476360889,-1.5666933427473755e-07,-2.9543730188052067e-07,-1.993480054329755e-05,0.5667861411764723,0.5315785729274,0.4526697108940443,0.0,0.0,0.0002,0.0
1.6,565.552269580914,282.7551393147339,282.7971302661801,-1.4661164826112182e-07,-3.498350207873434e-07,-4.433725906072272e-05,0.566895498554448,0.5318517854781676,0.4532738765542397,0.0,0.0,0.0001,0.0
1.605,565.5524288864134,282.75512185505545,282.797307031358,-1.3616702134686465e-07,-4.0080745081256396e-07,-6.832823074498506e-05,0.5670050121225608,0.5321153837061068,0.4538699150744878,0.0,0.0,0.0001,0.0
1.6099999999999999,565.5525822605665,282.75510420599403,282.7974780545724,-1.2534449940730053e-07,-4.483531331538508e-07,-9.004265992335059e-05,0.567114675776197,0.5323695417713635,0.4544579323404165,0.0,0.0,0.0001,0.0
1.615,565.5527298037388,282.7550863475421,282.7976434561968,-1.234437861055805e-07,-4.92470589176685e-07,-0.00010962405354569826,0.5672244816874612,0.5326144164471309,0.45503802990537356,0.0,0.0,0.0004,0.0
