pod_rank,captured_fluctuation_energy,projection_mean_error,projection_maximum_error,linear_cv_mean_error,linear_test_mean_error,linear_test_maximum_error,neural_cv_mean_error,neural_test_mean_error,neural_test_maximum_error,neural_mean_volume_error,neural_maximum_volume_error,minimum_neural_prediction,maximum_neural_prediction,mean_online_time_ms,median_online_time_ms,percentile_95_online_time_ms
6,0.999028567918881,0.005034891678365879,0.007215174135645699,0.010390508952553473,0.00982134610265746,0.019061439883685003,0.009047225229007975,0.008392984711073848,0.013041642704225476,2.877258673516212e-05,8.641803695497962e-05,-1.2010771968447672e-06,0.5374356458965861,0.4718441369695938,0.4154370035394095,0.691855206969194
