field,fold,rank,original_index,size_ratio,captured_energy,projection_error,surrogate_error,excess_error
bulk,4,4,71,1.717172,0.9840566917423298,0.002608894364828008,0.005283042397351162,0.002674148032523154
bulk,4,4,77,1.777778,0.9840566917423298,0.0021075617525445982,0.0041105361720845755,0.0020029744195399772
bulk,4,4,82,1.828283,0.9840566917423298,0.002992623940832205,0.003276808160934596,0.000284184220102391
bulk,4,4,88,1.888889,0.9840566917423298,0.0030131683682073198,0.00473074923770233,0.0017175808694950105
bulk,4,4,93,1.939394,0.9840566917423298,0.002601840621674949,0.0043680746378030365,0.0017662340161280874
bulk,4,6,4,1.040404,0.9877835275721221,0.003090242642696113,0.004996578284098046,0.0019063356414019332
bulk,4,6,10,1.10101,0.9877835275721221,0.0023214407752955965,0.002581340470621631,0.00025989969532603466
bulk,4,6,16,1.161616,0.9877835275721221,0.0024654792034185394,0.005495746619498347,0.0030302674160798074
bulk,4,6,21,1.212121,0.9877835275721221,0.002843477282927779,0.004922087135715034,0.0020786098527872552
bulk,4,6,27,1.272727,0.9877835275721221,0.002196925467685832,0.003025220382088142,0.0008282949144023098
bulk,4,6,32,1.323232,0.9877835275721221,0.0024912144980095982,0.004708305045291754,0.002217090547282156
bulk,4,6,38,1.383838,0.9877835275721221,0.0025197831824785837,0.004098009616172985,0.001578226433694401
bulk,4,6,43,1.434343,0.9877835275721221,0.00249294879315706,0.003978755708523515,0.0014858069153664546
bulk,4,6,49,1.494949,0.9877835275721221,0.0027462534959804435,0.005266617537351129,0.0025203640413706857
bulk,4,6,54,1.545455,0.9877835275721221,0.002317221054705368,0.003190611332449802,0.0008733902777444342
bulk,4,6,60,1.606061,0.9877835275721221,0.0019290897658750033,0.0031706266421626917,0.0012415368762876884
bulk,4,6,66,1.666667,0.9877835275721221,0.0024273668976147827,0.0034380439462474892,0.0010106770486327066
bulk,4,6,71,1.717172,0.9877835275721221,0.0025588268801822077,0.0053847944072349455,0.002825967527052738
bulk,4,6,77,1.777778,0.9877835275721221,0.0020841710674316433,0.004203045739809051,0.0021188746723774074
bulk,4,6,82,1.828283,0.9877835275721221,0.0028345653332293003,0.0032170445899099057,0.0003824792566806054
bulk,4,6,88,1.888889,0.9877835275721221,0.0029521481026840816,0.004784988161691846,0.0018328400590077645
bulk,4,6,93,1.939394,0.9877835275721221,0.0024534060609862456,0.004478169649967757,0.0020247635889815117
bulk,4,8,4,1.040404,0.9902766193947582,0.0026576296390148605,0.00527305180654874,0.0026154221675338796
bulk,4,8,10,1.10101,0.9902766193947582,0.0021645356031333635,0.0029713695474896853,0.0008068339443563217
bulk,4,8,16,1.161616,0.9902766193947582,0.002205976589024569,0.005616647277770644,0.003410670688746075
bulk,4,8,21,1.212121,0.9902766193947582,0.0022363363104162884,0.005181020779012181,0.0029446844685958925
bulk,4,8,27,1.272727,0.9902766193947582,0.002105572409610502,0.002989556469626223,0.0008839840600157207
bulk,4,8,32,1.323232,0.9902766193947582,0.002016319682875437,0.0045617338098039905,0.0025454141269285534
bulk,4,8,38,1.383838,0.9902766193947582,0.001970858762677829,0.004007324585208697,0.002036465822530868
bulk,4,8,43,1.434343,0.9902766193947582,0.002206916725888394,0.0039355932155182,0.001728676489629806
bulk,4,8,49,1.494949,0.9902766193947582,0.0022580753090068015,0.00527981309633544,0.0030217377873286385
bulk,4,8,54,1.545455,0.9902766193947582,0.0022550424481518005,0.003235963595750495,0.0009809211475986946
bulk,4,8,60,1.606061,0.9902766193947582,0.0018851934677616583,0.0032425563086134154,0.0013573628408517571
bulk,4,8,66,1.666667,0.9902766193947582,0.0023660665638149813,0.0034933993417407003,0.001127332777925719
bulk,4,8,71,1.717172,0.9902766193947582,0.002528716817631817,0.005425439104210414,0.0028967222865785972
bulk,4,8,77,1.777778,0.9902766193947582,0.0020504689688713674,0.0041929470777930565,0.002142478108921689
bulk,4,8,82,1.828283,0.9902766193947582,0.0023239630933135375,0.0037404937820956596,0.001416530688782122
bulk,4,8,88,1.888889,0.9902766193947582,0.002663399648336338,0.004755762224088371,0.0020923625757520332
bulk,4,8,93,1.939394,0.9902766193947582,0.002435895861432419,0.004487400345810934,0.0020515044843785147
bulk,4,10,4,1.040404,0.9918250269369459,0.0025705398007256413,0.005312454752036513,0.002741914951310872
bulk,4,10,10,1.10101,0.9918250269369459,0.002035851064652728,0.003090102762528811,0.0010542516978760829
bulk,4,10,16,1.161616,0.9918250269369459,0.0020869473343897845,0.005684606726164504,0.00359765939177472
bulk,4,10,21,1.212121,0.9918250269369459,0.0022266995024953144,0.005263267877723791,0.0030365683752284762
bulk,4,10,27,1.272727,0.9918250269369459,0.0020736713665087847,0.0030034490210453547,0.00092977765453657
bulk,4,10,32,1.323232,0.9918250269369459,0.0018069454584429955,0.004556120548049567,0.0027491750896065717
bulk,4,10,38,1.383838,0.9918250269369459,0.0018970195728724775,0.004113970125480782,0.0022169505526083043
bulk,4,10,43,1.434343,0.9918250269369459,0.0021435165095188948,0.004050101019454655,0.0019065845099357605
bulk,4,10,49,1.494949,0.9918250269369459,0.002151032957905489,0.005238881817544135,0.0030878488596386457
bulk,4,10,54,1.545455,0.9918250269369459,0.00189600754514099,0.0031858963612395002,0.0012898888160985103
bulk,4,10,60,1.606061,0.9918250269369459,0.0018503922549884591,0.0034040305587589555,0.0015536383037704964
bulk,4,10,66,1.666667,0.9918250269369459,0.00193258300404339,0.003445507352425735,0.0015129243483823448
bulk,4,10,71,1.717172,0.9918250269369459,0.0024092654642437466,0.005437107019420108,0.0030278415551763613
bulk,4,10,77,1.777778,0.9918250269369459,0.0018791740916457831,0.00437395209379007,0.002494778002144287
bulk,4,10,82,1.828283,0.9918250269369459,0.002285580428588638,0.0037286532630094278,0.00144307283442079
bulk,4,10,88,1.888889,0.9918250269369459,0.002305313860933821,0.00473118477158433,0.0024258709106505087
bulk,4,10,93,1.939394,0.9918250269369459,0.00236197397849065,0.004565827278714947,0.002203853300224297
bulk,4,15,4,1.040404,0.9943414915046506,0.002315728449999767,0.005416594192384311,0.003100865742384544
bulk,4,15,10,1.10101,0.9943414915046506,0.0017930088953205595,0.0030733803455872434,0.001280371450266684
bulk,4,15,16,1.161616,0.9943414915046506,0.0018072533401726312,0.005748848826310736,0.003941595486138105
bulk,4,15,21,1.212121,0.9943414915046506,0.002146055039004638,0.005355126127558246,0.003209071088553608
bulk,4,15,27,1.272727,0.9943414915046506,0.001725235299003388,0.003141269552700485,0.0014160342536970972
bulk,4,15,32,1.323232,0.9943414915046506,0.0016874047574678478,0.004679308875133484,0.002991904117665636
bulk,4,15,38,1.383838,0.9943414915046506,0.0016848371244401166,0.00419322485084775,0.0025083877264076328
bulk,4,15,43,1.434343,0.9943414915046506,0.001986568365270515,0.004133708328671327,0.002147139963400812
bulk,4,15,49,1.494949,0.9943414915046506,0.0017467567737338898,0.005125132314529925,0.003378375540796035
bulk,4,15,54,1.545455,0.9943414915046506,0.0017680486837701253,0.0032020139037908547,0.0014339652200207294
bulk,4,15,60,1.606061,0.9943414915046506,0.0017644275831079225,0.0034769062394224746,0.001712478656314552
bulk,4,15,66,1.666667,0.9943414915046506,0.0017122845097975363,0.003530536827518499,0.0018182523177209626
bulk,4,15,71,1.717172,0.9943414915046506,0.002103677928474569,0.005434641618355568,0.003330963689880999
bulk,4,15,77,1.777778,0.9943414915046506,0.0018519814288182708,0.004441681441529178,0.0025897000127109073
bulk,4,15,82,1.828283,0.9943414915046506,0.0020268029593084116,0.0037182068494878697,0.001691403890179458
bulk,4,15,88,1.888889,0.9943414915046506,0.0022118027938818575,0.004804985158865486,0.0025931823649836287
bulk,4,15,93,1.939394,0.9943414915046506,0.002231872895391478,0.004772350841534676,0.002540477946143198
bulk,4,20,4,1.040404,0.9958645184133185,0.0021104622271006517,0.005400059540217512,0.00328959731311686
bulk,4,20,10,1.10101,0.9958645184133185,0.0016638004038324087,0.0030548318802061498,0.001391031476373741
bulk,4,20,16,1.161616,0.9958645184133185,0.0017655433506793784,0.005794674181736861,0.004029130831057483
bulk,4,20,21,1.212121,0.9958645184133185,0.001829728123638548,0.005349455944046485,0.0035197278204079363
bulk,4,20,27,1.272727,0.9958645184133185,0.0015527415072023722,0.0032527416277768973,0.001700000120574525
bulk,4,20,32,1.323232,0.9958645184133185,0.0015753802804297583,0.004720706299190114,0.003145326018760356
bulk,4,20,38,1.383838,0.9958645184133185,0.0015320012452911904,0.004235317574465233,0.0027033163291740425
bulk,4,20,43,1.434343,0.9958645184133185,0.001705061132488061,0.0041958048167710085,0.0024907436842829473
bulk,4,20,49,1.494949,0.9958645184133185,0.0017046880198286884,0.005163832397091553,0.003459144377262865
bulk,4,20,54,1.545455,0.9958645184133185,0.0016322085039956705,0.0032166205108065454,0.0015844120068108749
bulk,4,20,60,1.606061,0.9958645184133185,0.0016744428421668458,0.0035062685416648986,0.0018318256994980528
bulk,4,20,66,1.666667,0.9958645184133185,0.0015468838902233414,0.003592296309716969,0.0020454124194936277
bulk,4,20,71,1.717172,0.9958645184133185,0.0019362394850245815,0.005464791729157484,0.003528552244132902
bulk,4,20,77,1.777778,0.9958645184133185,0.0018288039828846902,0.004471882791651305,0.002643078808766615
bulk,4,20,82,1.828283,0.9958645184133185,0.001867383687354255,0.0037247093962133834,0.0018573257088591285
bulk,4,20,88,1.888889,0.9958645184133185,0.001939322430039926,0.004874476926146631,0.002935154496106705
bulk,4,20,93,1.939394,0.9958645184133185,0.0021425446668474164,0.004814531527327304,0.0026719868604798873
bulk,5,1,6,1.060606,0.9411673088379292,0.0046079559299303545,0.005502238312156421,0.0008942823822260665
bulk,5,1,11,1.111111,0.9411673088379292,0.004264357351774142,0.00427728199389328,1.2924642119138338e-05
bulk,5,1,17,1.171717,0.9411673088379292,0.006381630594569501,0.006704421992446429,0.0003227913978769278
bulk,5,1,22,1.222222,0.9411673088379292,0.0049498342727657876,0.005029471134662567,7.963686189677976e-05
bulk,5,1,28,1.282828,0.9411673088379292,0.003497769979522357,0.003522361262028325,2.4591282505968294e-05
bulk,5,1,33,1.333333,0.9411673088379292,0.00426852625762884,0.004276691415394455,8.16515776561489e-06
bulk,5,1,39,1.393939,0.9411673088379292,0.005527021313262836,0.005530277879635953,3.256566373116901e-06
bulk,5,1,44,1.444444,0.9411673088379292,0.003388880989614457,0.0033892728605103327,3.9187089587557414e-07
bulk,5,1,50,1.505051,0.9411673088379292,0.0038837302166265047,0.004659597431456409,0.0007758672148299047
bulk,5,1,56,1.565657,0.9411673088379292,0.0030950286224348503,0.0030950786225569056,5.000012205528051e-08
bulk,5,1,61,1.616162,0.9411673088379292,0.004354979504694991,0.004675004602064771,0.00032002509736978046
bulk,5,1,67,1.676768,0.9411673088379292,0.0037045787869252438,0.0041560388482187694,0.0004514600612935257
bulk,5,1,72,1.727273,0.9411673088379292,0.0027780500879084364,0.0036956110967304103,0.0009175610088219739
bulk,5,1,78,1.787879,0.9411673088379292,0.003630343523916245,0.004349432654611254,0.0007190891306950095
bulk,5,1,83,1.838384,0.9411673088379292,0.004190972837061484,0.004192195256408092,1.2224193466081612e-06
bulk,5,1,89,1.89899,0.9411673088379292,0.0030556273616506773,0.003359624986848705,0.00030399762519802776
bulk,5,1,94,1.949495,0.9411673088379292,0.002744625091437485,0.0027877833366652957,4.3158245227810886e-05
bulk,5,2,6,1.060606,0.9740009339855915,0.003367802074965146,0.006251158510881981,0.0028833564359168353
bulk,5,2,11,1.111111,0.9740009339855915,0.004140026808655857,0.004155947649715805,1.592084105994738e-05
bulk,5,2,17,1.171717,0.9740009339855915,0.004931109796633014,0.006698606564615981,0.0017674967679829666
bulk,5,2,22,1.222222,0.9740009339855915,0.0031589272275541866,0.004351498532534356,0.001192571304980169
bulk,5,2,28,1.282828,0.9740009339855915,0.00233577372057153,0.002390711997911571,5.4938277340040725e-05
bulk,5,2,33,1.333333,0.9740009339855915,0.002296991041977692,0.002447787104036872,0.00015079606205917976
bulk,5,2,39,1.393939,0.9740009339855915,0.0025738259666110838,0.003375061156994088,0.000801235190383004
bulk,5,2,44,1.444444,0.9740009339855915,0.0030085817028501086,0.00323460966880621,0.0002260279659561013
bulk,5,2,50,1.505051,0.9740009339855915,0.003825246410177959,0.005535002103171569,0.0017097556929936103
bulk,5,2,56,1.565657,0.9740009339855915,0.002957936686417056,0.0036696880941231524,0.0007117514077060964
bulk,5,2,61,1.616162,0.9740009339855915,0.003861805585302464,0.004220472091181972,0.0003586665058795081
bulk,5,2,67,1.676768,0.9740009339855915,0.003372529124057989,0.004820626467704328,0.001448097343646339
bulk,5,2,72,1.727273,0.9740009339855915,0.0026708387475333894,0.003950006984406041,0.0012791682368726515
bulk,5,2,78,1.787879,0.9740009339855915,0.0034953086328581018,0.004638026961524705,0.0011427183286666035
bulk,5,2,83,1.838384,0.9740009339855915,0.003378388532036385,0.004709755818664645,0.0013313672866282602
bulk,5,2,89,1.89899,0.9740009339855915,0.0030181576259697422,0.003348648327528619,0.00033049070155887665
bulk,5,2,94,1.949495,0.9740009339855915,0.0027207654349460436,0.002808478727793166,8.771329284712253e-05
bulk,5,3,6,1.060606,0.9802405649104637,0.003079803747800427,0.006213615126159876,0.0031338113783594495
bulk,5,3,11,1.111111,0.9802405649104637,0.0032087554163299807,0.0036567380498476604,0.0004479826335176797
bulk,5,3,17,1.171717,0.9802405649104637,0.0027096745833460837,0.0062322240289141816,0.003522549445568098
bulk,5,3,22,1.222222,0.9802405649104637,0.003117910728282722,0.004358406937585053,0.0012404962093023313
bulk,5,3,28,1.282828,0.9802405649104637,0.0023340884894083166,0.002440295430644051,0.0001062069412357345
bulk,5,3,33,1.333333,0.9802405649104637,0.0022432583142560185,0.0024177545277184317,0.00017449621346241322
bulk,5,3,39,1.393939,0.9802405649104637,0.0025628274286527914,0.0034198899801857544,0.000857062551532963
bulk,5,3,44,1.444444,0.9802405649104637,0.0022940176383387575,0.0026036447591572436,0.0003096271208184861
bulk,5,3,50,1.505051,0.9802405649104637,0.002488860005683519,0.005012088647889223,0.0025232286422057037
bulk,5,3,56,1.565657,0.9802405649104637,0.0023407210338360603,0.003324699213643872,0.0009839781798078118
bulk,5,3,61,1.616162,0.9802405649104637,0.0033552053200725396,0.0037667265984628706,0.00041152127839033095
bulk,5,3,67,1.676768,0.9802405649104637,0.002771787987597947,0.004459373132709985,0.0016875851451120384
bulk,5,3,72,1.727273,0.9802405649104637,0.0025950434112040465,0.004062510162996745,0.0014674667517926981
bulk,5,3,78,1.787879,0.9802405649104637,0.0033956156911873103,0.0049225886851687215,0.0015269729939814112
bulk,5,3,83,1.838384,0.9802405649104637,0.003289418458408487,0.005022458775492798,0.001733040317084311
bulk,5,3,89,1.89899,0.9802405649104637,0.002932595439016393,0.0033464446512812664,0.0004138492122648732
bulk,5,3,94,1.949495,0.9802405649104637,0.0025862374946172507,0.003603959457655365,0.0010177219630381142
bulk,5,4,6,1.060606,0.9836322552749189,0.0030276842484500874,0.00624493507050905,0.0032172508220589626
bulk,5,4,11,1.111111,0.9836322552749189,0.0030530867403005943,0.003746723188093182,0.0006936364477925878
bulk,5,4,17,1.171717,0.9836322552749189,0.002685203576837022,0.006243905609241629,0.0035587020324046067
bulk,5,4,22,1.222222,0.9836322552749189,0.0028026097873065175,0.004318545495914048,0.0015159357086075302
bulk,5,4,28,1.282828,0.9836322552749189,0.0022993480636501517,0.0024328241241640455,0.0001334760605138938
bulk,5,4,33,1.333333,0.9836322552749189,0.0020129978534787043,0.0023697999012479635,0.0003568020477692593
bulk,5,4,39,1.393939,0.9836322552749189,0.0024326805076352242,0.0033557836449837437,0.0009231031373485195
bulk,5,4,44,1.444444,0.9836322552749189,0.002131074060662156,0.0024770917423659186,0.00034601768170376256
bulk,5,4,50,1.505051,0.9836322552749189,0.002154512548954518,0.005097273887342166,0.002942761338387648
bulk,5,4,56,1.565657,0.9836322552749189,0.0022397991269531895,0.0032664772948963667,0.0010266781679431772
bulk,5,4,61,1.616162,0.9836322552749189,0.003234028890098104,0.0037429300552613907,0.0005089011651632867
bulk,5,4,67,1.676768,0.9836322552749189,0.002769933461328215,0.004482821050798367,0.0017128875894701521
bulk,5,4,72,1.727273,0.9836322552749189,0.0022165982778758983,0.003875601256500767,0.0016590029786248688
bulk,5,4,78,1.787879,0.9836322552749189,0.0029919780168206557,0.004981122924803211,0.001989144907982555
bulk,5,4,83,1.838384,0.9836322552749189,0.0030898736170364345,0.004943351036603864,0.00185347741956743
bulk,5,4,89,1.89899,0.9836322552749189,0.0024399075643111007,0.0031810704893848966,0.0007411629250737958
bulk,5,4,94,1.949495,0.9836322552749189,0.002581682465026926,0.003643928884035028,0.0010622464190081023
bulk,5,6,6,1.060606,0.9874940533354919,0.002963380973400771,0.006312124840652843,0.003348743867252072
bulk,5,6,11,1.111111,0.9874940533354919,0.0024686295975643734,0.0037153670118590574,0.001246737414294684
bulk,5,6,17,1.171717,0.9874940533354919,0.0025051003553563404,0.006374069106931026,0.0038689687515746857
bulk,5,6,22,1.222222,0.9874940533354919,0.002616221843686122,0.00447384930005859,0.0018576274563724682
bulk,5,6,28,1.282828,0.9874940533354919,0.002208686594338508,0.002369658425998071,0.00016097183165956304
bulk,5,6,33,1.333333,0.9874940533354919,0.001909024212353109,0.00283174729243652,0.0009227230800834107
bulk,5,6,39,1.393939,0.9874940533354919,0.0024029799137865356,0.003356154869596006,0.0009531749558094704
bulk,5,6,44,1.444444,0.9874940533354919,0.0018873422332944608,0.0026380798796697426,0.0007507376463752819
bulk,5,6,50,1.505051,0.9874940533354919,0.0020365974535473588,0.005206645571394462,0.0031700481178471036
bulk,5,6,56,1.565657,0.9874940533354919,0.002060094656118503,0.0033676405763123987,0.0013075459201938957
bulk,5,6,61,1.616162,0.9874940533354919,0.0026692557874498624,0.004319718945313471,0.0016504631578636085
bulk,5,6,67,1.676768,0.9874940533354919,0.002282485508186627,0.0047286457086960325,0.0024461602005094057
bulk,5,6,72,1.727273,0.9874940533354919,0.0020231374333210222,0.003918704069196775,0.001895566635875753
bulk,5,6,78,1.787879,0.9874940533354919,0.0027248897487789085,0.004952691080839822,0.0022278013320609137
bulk,5,6,83,1.838384,0.9874940533354919,0.0027055099978356154,0.005051230912289776,0.0023457209144541608
bulk,5,6,89,1.89899,0.9874940533354919,0.0022379467933786815,0.003206483915854451,0.0009685371224757693
bulk,5,6,94,1.949495,0.9874940533354919,0.0025653595390129754,0.0036714545386537095,0.001106094999640734
bulk,5,8,6,1.060606,0.9899872729245024,0.0026268929352034616,0.006270650685228876,0.0036437577500254147
bulk,5,8,11,1.111111,0.9899872729245024,0.0022311072470015056,0.0036033549256511543,0.0013722476786496487
bulk,5,8,17,1.171717,0.9899872729245024,0.002271298356389889,0.0064955156685387525,0.004224217312148863
bulk,5,8,22,1.222222,0.9899872729245024,0.0023950483844937896,0.004882890035060373,0.0024878416505665834
bulk,5,8,28,1.282828,0.9899872729245024,0.0019490909837916526,0.0021657346112083694,0.00021664362741671676
bulk,5,8,33,1.333333,0.9899872729245024,0.0019007710594167947,0.0029577844908490543,0.0010570134314322596
bulk,5,8,39,1.393939,0.9899872729245024,0.00205678725515127,0.0035953800001304235,0.0015385927449791535
bulk,5,8,44,1.444444,0.9899872729245024,0.0017561523781833247,0.0025719472248118655,0.0008157948466285408
bulk,5,8,50,1.505051,0.9899872729245024,0.0019520684675217537,0.0052299516372584865,0.003277883169736733
bulk,5,8,56,1.565657,0.9899872729245024,0.0019617691334031387,0.0033540510176471514,0.0013922818842440126
bulk,5,8,61,1.616162,0.9899872729245024,0.0026202474468019423,0.00433847320856871,0.0017182257617667676
bulk,5,8,67,1.676768,0.9899872729245024,0.002064979932760182,0.004657484387625687,0.002592504454865505
bulk,5,8,72,1.727273,0.9899872729245024,0.002008891712995432,0.003921957574307665,0.0019130658613122332
bulk,5,8,78,1.787879,0.9899872729245024,0.0025468691631012714,0.004896472044175688,0.0023496028810744167
bulk,5,8,83,1.838384,0.9899872729245024,0.0020308294582164965,0.005073622067041581,0.003042792608825085
bulk,5,8,89,1.89899,0.9899872729245024,0.002185729568031414,0.0033605704088864115,0.0011748408408549975
bulk,5,8,94,1.949495,0.9899872729245024,0.0023845122737885176,0.003790818194420809,0.0014063059206322914
bulk,5,10,6,1.060606,0.9916886858279668,0.0025198704816806103,0.006321522744708998,0.0038016522630283877
bulk,5,10,11,1.111111,0.9916886858279668,0.0021010314347546717,0.003525036485013202,0.0014240050502585303
bulk,5,10,17,1.171717,0.9916886858279668,0.002261955820262726,0.006533847945229957,0.004271892124967231
bulk,5,10,22,1.222222,0.9916886858279668,0.0022438691762686493,0.004974187995266879,0.0027303188189982297
bulk,5,10,28,1.282828,0.9916886858279668,0.0019469520729001742,0.002285214041032784,0.00033826196813260996
bulk,5,10,33,1.333333,0.9916886858279668,0.0018989867765087513,0.0030901729899653284,0.0011911862134565772
bulk,5,10,39,1.393939,0.9916886858279668,0.0019708902657255474,0.0035541059940941686,0.0015832157283686213
bulk,5,10,44,1.444444,0.9916886858279668,0.0016190657369483615,0.0028915405759605854,0.0012724748390122238
bulk,5,10,50,1.505051,0.9916886858279668,0.0019346554723593606,0.005274975504392557,0.0033403200320331963
bulk,5,10,56,1.565657,0.9916886858279668,0.0019195452488535198,0.003411983025998783,0.0014924377771452632
bulk,5,10,61,1.616162,0.9916886858279668,0.0021841144947892526,0.004346612170204669,0.002162497675415416
bulk,5,10,67,1.676768,0.9916886858279668,0.002052055550890078,0.004678162207686373,0.002626106656796295
bulk,5,10,72,1.727273,0.9916886858279668,0.001988341082381908,0.003917435076616144,0.0019290939942342364
bulk,5,10,78,1.787879,0.9916886858279668,0.002230897328194028,0.004959566023090656,0.0027286686948966277
bulk,5,10,83,1.838384,0.9916886858279668,0.0018519347889179138,0.005033382114303338,0.003181447325385424
bulk,5,10,89,1.89899,0.9916886858279668,0.002029305021675107,0.0034970711756897458,0.0014677661540146388
bulk,5,10,94,1.949495,0.9916886858279668,0.002313545078286549,0.0037598966978014286,0.0014463516195148797
bulk,5,15,6,1.060606,0.9943139419687359,0.0021847848917167954,0.006363257250623108,0.004178472358906313
bulk,5,15,11,1.111111,0.9943139419687359,0.0017033364998519577,0.003505551342962214,0.0018022148431102564
bulk,5,15,17,1.171717,0.9943139419687359,0.0018819314475088968,0.006528109882974477,0.00464617843546558
bulk,5,15,22,1.222222,0.9943139419687359,0.002032325821979321,0.0050321377533788965,0.0029998119313995753
bulk,5,15,28,1.282828,0.9943139419687359,0.0018455351654683382,0.0023748192319675734,0.0005292840664992352
bulk,5,15,33,1.333333,0.9943139419687359,0.0016817161941903337,0.0030181403810697147,0.001336424186879381
bulk,5,15,39,1.393939,0.9943139419687359,0.0018793034562639577,0.0037934277828820984,0.0019141243266181406
bulk,5,15,44,1.444444,0.9943139419687359,0.001566713107507617,0.00311078803072616,0.0015440749232185432
bulk,5,15,50,1.505051,0.9943139419687359,0.0018576986101843515,0.005284302601286634,0.003426603991102282
bulk,5,15,56,1.565657,0.9943139419687359,0.001815109555746652,0.0036597789632771983,0.0018446694075305464
bulk,5,15,61,1.616162,0.9943139419687359,0.0019151038071855374,0.004411697851865495,0.002496594044679957
bulk,5,15,67,1.676768,0.9943139419687359,0.001923627830636246,0.0046626188455363435,0.0027389910149000973
bulk,5,15,72,1.727273,0.9943139419687359,0.001732972278635046,0.003922953800268707,0.0021899815216336613
bulk,5,15,78,1.787879,0.9943139419687359,0.002076880124959967,0.004963751170887277,0.00288687104592731
bulk,5,15,83,1.838384,0.9943139419687359,0.001787010201667748,0.005094522270682724,0.0033075120690149763
bulk,5,15,89,1.89899,0.9943139419687359,0.001845447735851799,0.003561548075582992,0.001716100339731193
bulk,5,15,94,1.949495,0.9943139419687359,0.002147415486400431,0.0038184871599589477,0.0016710716735585168
bulk,5,20,6,1.060606,0.9958804710266269,0.0021274458462809485,0.006437950868149798,0.00431050502186885
bulk,5,20,11,1.111111,0.9958804710266269,0.0016209806719029783,0.003539351616353856,0.0019183709444508777
bulk,5,20,17,1.171717,0.9958804710266269,0.0017607206599313794,0.006529749214014522,0.004769028554083142
bulk,5,20,22,1.222222,0.9958804710266269,0.0018894554393987747,0.0050660088446114965,0.003176553405212722
bulk,5,20,28,1.282828,0.9958804710266269,0.0017609279640115481,0.00250799174959201,0.0007470637855804621
bulk,5,20,33,1.333333,0.9958804710266269,0.0015855173107813176,0.003164864496101062,0.0015793471853197444
bulk,5,20,39,1.393939,0.9958804710266269,0.0017439777569047104,0.0038664543220165277,0.0021224765651118175
bulk,5,20,44,1.444444,0.9958804710266269,0.0015351418465029748,0.003141659277595374,0.0016065174310923992
bulk,5,20,50,1.505051,0.9958804710266269,0.0016411730867584389,0.005307913703894542,0.0036667406171361026
bulk,5,20,56,1.565657,0.9958804710266269,0.0017716183637257862,0.0036780385637209425,0.0019064201999951563
bulk,5,20,61,1.616162,0.9958804710266269,0.0018839317868963625,0.00441310721933065,0.002529175432434288
bulk,5,20,67,1.676768,0.9958804710266269,0.0017895021350625368,0.004632479481590087,0.0028429773465275506
bulk,5,20,72,1.727273,0.9958804710266269,0.00155044148376379,0.004035042396816517,0.002484600913052727
bulk,5,20,78,1.787879,0.9958804710266269,0.0019384588799900072,0.004952771005243688,0.003014312125253681
bulk,5,20,83,1.838384,0.9958804710266269,0.0017484861609268498,0.005148878250968271,0.0034003920900414217
bulk,5,20,89,1.89899,0.9958804710266269,0.0017469637874560956,0.003703321043898447,0.0019563572564423514
bulk,5,20,94,1.949495,0.9958804710266269,0.001973982443192244,0.003920510300996103,0.0019465278578038592
small,1,1,1,1.010101,0.9644674279671345,0.07238976596018593,0.07239630879589433,6.542835708403527e-06
small,1,1,7,1.070707,0.9644674279671345,0.04216692079581247,0.04226446378493103,9.75429891185639e-05
small,1,1,12,1.121212,0.9644674279671345,0.016427605422190694,0.017102979272424462,0.0006753738502337688
small,1,1,18,1.181818,0.9644674279671345,0.026078419586475443,0.026402440068687114,0.00032402048221167115
small,1,1,23,1.232323,0.9644674279671345,0.03388064273177152,0.03671545895041004,0.002834816218638521
small,1,1,29,1.292929,0.9644674279671345,0.03949681528088359,0.0396180236878891,0.00012120840700551028
small,1,1,34,1.343434,0.9644674279671345,0.04134794747661336,0.041401149803098544,5.320232648518136e-05
small,1,1,40,1.40404,0.9644674279671345,0.028560907713163726,0.028652070786284574,9.116307312084793e-05
small,1,1,46,1.464646,0.9644674279671345,0.027528967121158047,0.029070850519091234,0.0015418833979331872
small,1,1,51,1.515152,0.9644674279671345,0.022145273978575655,0.02280019567464496,0.0006549216960693056
small,1,1,57,1.575758,0.9644674279671345,0.012485975196421176,0.013821810632925662,0.0013358354365044858
small,1,1,62,1.626263,0.9644674279671345,0.010979559074731027,0.012060129816345293,0.001080570741614266
small,1,1,68,1.686869,0.9644674279671345,0.00792172343923529,0.009118399661368959,0.001196676222133668
small,1,1,73,1.737374,0.9644674279671345,0.01614959206871448,0.017912212775515874,0.0017626207068013947
small,1,1,79,1.79798,0.9644674279671345,0.01889061266737427,0.018899191934375423,8.579267001151969e-06
small,1,1,84,1.848485,0.9644674279671345,0.02299538768565251,0.02299601752291994,6.298372674309882e-07
small,1,1,90,1.909091,0.9644674279671345,0.02741140376860953,0.02741825150891278,6.847740303250055e-06
small,1,1,96,1.969697,0.9644674279671345,0.032230635853953284,0.03224238316754607,1.1747313592783137e-05
small,1,2,1,1.010101,0.9967834525580579,0.01291196868266148,0.013104507417885798,0.00019253873522431797
small,1,2,7,1.070707,0.9967834525580579,0.006154807328288899,0.009467920118568014,0.0033131127902791156
small,1,2,12,1.121212,0.9967834525580579,0.016286449461525087,0.017530619881216375,0.001244170419691288
small,1,2,18,1.181818,0.9967834525580579,0.01221049584109026,0.013709193254299491,0.001498697413209231
