field,fold,rank,original_index,size_ratio,captured_energy,projection_error,surrogate_error,excess_error,random_state
bulk,1,3,23,1.232323,0.9808058774885826,0.0031121428799915788,0.0048127116404252535,0.0017005687604336748,1103
bulk,1,3,29,1.292929,0.9808058774885826,0.0029575435901380235,0.0032556942193366985,0.000298150629198675,1103
bulk,1,3,34,1.343434,0.9808058774885826,0.003054684447489168,0.005146884891613887,0.002092200444124719,1103
bulk,1,3,40,1.40404,0.9808058774885826,0.003206540902362679,0.004448242673313938,0.0012417017709512594,1103
bulk,1,3,46,1.464646,0.9808058774885826,0.0027916753594230165,0.004982808426563433,0.0021911330671404165,1103
bulk,1,3,51,1.515152,0.9808058774885826,0.0023282991663571466,0.0024897129164458947,0.00016141375008874807,1103
bulk,1,3,57,1.575758,0.9808058774885826,0.0033177596923184304,0.004406670225684615,0.0010889105333661843,1103
bulk,1,3,62,1.626263,0.9808058774885826,0.0034369864601286005,0.004995049354460894,0.0015580628943322938,1103
bulk,1,3,68,1.686869,0.9808058774885826,0.0028515791500288686,0.004286344556610417,0.0014347654065815481,1103
bulk,1,3,73,1.737374,0.9808058774885826,0.0023123056864554473,0.003616733129782952,0.0013044274433275048,1103
bulk,1,3,79,1.79798,0.9808058774885826,0.0023029507140144324,0.003108813711291233,0.0008058629972768007,1103
bulk,1,3,84,1.848485,0.9808058774885826,0.0026812934517227334,0.0035151118673206147,0.0008338184155978813,1103
bulk,1,3,90,1.909091,0.9808058774885826,0.0028768605606000015,0.0034102884954609575,0.000533427934860956,1103
bulk,1,3,96,1.969697,0.9808058774885826,0.002599988034007879,0.0032533763827087845,0.0006533883487009054,1103
bulk,1,4,1,1.010101,0.9840588726773075,0.003839160213346444,0.004840563525451991,0.0010014033121055468,1104
bulk,1,4,7,1.070707,0.9840588726773075,0.003011109150109917,0.0049793900981814085,0.0019682809480714913,1104
bulk,1,4,12,1.121212,0.9840588726773075,0.002915151077333136,0.003655884958301216,0.0007407338809680801,1104
bulk,1,4,18,1.181818,0.9840588726773075,0.0021577109330680765,0.0035756111254936222,0.0014179001924255457,1104
bulk,1,4,23,1.232323,0.9840588726773075,0.0030408062612650704,0.00466284946189284,0.0016220432006277697,1104
bulk,1,4,29,1.292929,0.9840588726773075,0.002462453385067079,0.0031299424549531317,0.0006674890698860525,1104
bulk,1,4,34,1.343434,0.9840588726773075,0.0030537387605292596,0.004748198883966249,0.001694460123436989,1104
bulk,1,4,40,1.40404,0.9840588726773075,0.002636445450429442,0.004863317759215957,0.0022268723087865154,1104
bulk,1,4,46,1.464646,0.9840588726773075,0.0027868136430169448,0.004984878889328687,0.002198065246311742,1104
bulk,1,4,51,1.515152,0.9840588726773075,0.0023282987724592497,0.0025500679683123882,0.00022176919585313853,1104
bulk,1,4,57,1.575758,0.9840588726773075,0.0028476099419094537,0.004208501122981636,0.0013608911810721823,1104
bulk,1,4,62,1.626263,0.9840588726773075,0.003420295992957985,0.004973706901895541,0.0015534109089375562,1104
bulk,1,4,68,1.686869,0.9840588726773075,0.0024789260615314533,0.004222622030083026,0.0017436959685515727,1104
bulk,1,4,73,1.737374,0.9840588726773075,0.00231041872949872,0.004192055625831399,0.001881636896332679,1104
bulk,1,4,79,1.79798,0.9840588726773075,0.002271593162471724,0.0031735567157709192,0.0009019635532991951,1104
bulk,1,4,84,1.848485,0.9840588726773075,0.00247688700940762,0.0036925845265309083,0.0012156975171232882,1104
bulk,1,4,90,1.909091,0.9840588726773075,0.002836576397291739,0.003662660836293526,0.0008260844390017871,1104
bulk,1,4,96,1.969697,0.9840588726773075,0.0025736393913491766,0.003307451022047295,0.0007338116306981183,1104
bulk,1,6,1,1.010101,0.9879118070133253,0.002679350803177902,0.005026131057186599,0.002346780254008697,1106
bulk,1,6,7,1.070707,0.9879118070133253,0.002843867290478011,0.004557478379160477,0.0017136110886824658,1106
bulk,1,6,12,1.121212,0.9879118070133253,0.0025721678382679292,0.003514090235686731,0.0009419223974188018,1106
bulk,1,6,18,1.181818,0.9879118070133253,0.00213325261818794,0.0034343602646434465,0.0013011076464555064,1106
bulk,1,6,23,1.232323,0.9879118070133253,0.0025113668412648704,0.00450771437597036,0.00199634753470549,1106
