size_ratio,simulation_number,bulk_mean_phi,small_mean_phi,bulk_integrated_volume,small_integrated_volume,difference_integrated_volume,inferred_large_integrated_volume,bulk_to_small_integral_ratio,minimum_bulk_minus_small,maximum_bulk_minus_small,mean_absolute_bulk_small_difference,fraction_bulk_below_small,active_region_correlation,bulk_nonzero_fraction,small_nonzero_fraction
1.636364,64,0.129833447283671,0.06491244300448515,565.5544963676709,282.7586017275373,282.7958946401334,282.7958946401334,2.0001318895777827,0.0,0.455209,0.0649210042791858,0.0,0.7551669463735591,0.4335,0.4323
1.646465,65,0.12983425591638162,0.06490933309966886,565.5580187717584,282.74505498215757,282.8129637896008,282.8129637896008,2.000240176817407,0.0,0.46067499999999995,0.06492492281671276,0.0,0.7549022276822783,0.4372,0.4372
1.656566,66,0.12982842409402132,0.06490955858272499,565.5326153535568,282.74603718635007,282.7865781672069,282.7865781672069,2.000143383020537,0.0,0.458806,0.06491886551129634,0.0,0.7635620916331569,0.4514,0.4497
1.666667,67,0.12982125021941773,0.06491211507568696,565.5013659557836,282.75717326969243,282.7441926860912,282.7441926860912,1.9999540928230002,0.0,0.464343,0.06490913514373076,0.0,0.7487319038759938,0.4299,0.4297
1.676768,68,0.12982478374242803,0.06491131403431606,565.5167579820165,282.7536839334808,282.76307404853566,282.76307404853566,2.0000332095233007,0.0,0.46076399999999995,0.06491346970811195,0.0,0.7557469433308932,0.4445,0.444
1.686869,69,0.1298270870967805,0.0649122944458515,565.526791393576,282.75795460612915,282.7688367874469,282.7688367874469,2.0000384858538562,0.0,0.46011099999999994,0.06491479265092903,0.0,0.7547792826097116,0.4389,0.4386
1.69697,70,0.12984284920510744,0.06491351294845656,565.5954511374481,282.7632624034768,282.8321887339714,282.8321887339714,2.000243759850232,0.0,0.464542,0.06492933625665091,0.0,0.7491590958287335,0.4329,0.4329
1.707071,71,0.12982352376337566,0.06491247916893954,565.5112695132644,282.75875925990067,282.75251025336377,282.75251025336377,1.999977899865761,0.0,0.46557600000000005,0.06491104459443613,0.0,0.7521459320750231,0.443,0.4427
1.717172,72,0.12982111066482413,0.06490980167087951,565.500758055974,282.74709607835115,282.75366197762276,282.75366197762276,2.000023221809747,0.0,0.46555100000000005,0.06491130899394461,0.0,0.7463204330690035,0.4313,0.4312
1.727273,73,0.1298280047021631,0.06491336860440873,565.5307884826225,282.76263364080444,282.76815484181793,282.76815484181793,2.000019525921592,0.0,0.463916,0.06491463609775434,0.0,0.7552341221509182,0.4499,0.4499
1.737374,74,0.12984231257706805,0.0649118321324685,565.5931135857086,282.7559407690328,282.83717281667566,282.83717281667566,2.00028728679377,0.0,0.4702236000000001,0.06493048044459955,0.0,0.742250011972574,0.4332,0.4317
1.747475,75,0.12983810331519743,0.06491301814993845,565.5747780410001,282.76110706113195,282.8136709798683,282.8136709798683,2.000185895151149,0.0,0.4682697,0.06492508516525901,0.0,0.7535235634555024,0.4495,0.4495
1.757576,76,0.12982672933662348,0.064910745434373,565.5252329903319,282.75120711212884,282.7740258782031,282.7740258782031,2.000080702630087,0.0,0.4681246,0.06491598390225047,0.0,0.7430152111813322,0.4375,0.4359
1.767677,77,0.129824271579064,0.0649117049742999,565.514526998403,282.7553868680504,282.7591401303526,282.7591401303526,2.0000132738843415,0.0,0.46965370000000006,0.06491256660476413,0.0,0.746885022717587,0.4345,0.4344
1.777778,78,0.12982619595012412,0.06491107513166486,565.5229095587407,282.75264327353216,282.7702662852086,282.7702662852086,2.0000623266027593,0.0,0.4716733,0.06491512081845927,0.0,0.7445423739463218,0.4397,0.4393
