model_name,rank,random_seed,repetition,validation_raw_coefficient_mse,validation_mean_field_error_percent,mean_external_error_percent,maximum_external_error_percent
paper_rank15,15,11,1,0.0013914548767071824,1.0326288199122038,0.8598677038134132,1.449864490091903
paper_rank15,15,11,2,0.0013914548767071824,1.0326288199122038,0.8598677038134132,1.449864490091903
validation_selected_rank,6,131,1,0.002495691179062397,1.0187103306887637,0.8578501575244905,1.32850392085006
validation_selected_rank,6,131,2,0.002495691179062397,1.0187103306887637,0.8578501575244905,1.32850392085006
