restart_number,random_seed,closure_calls,fitting_raw_coefficient_mse,validation_raw_coefficient_mse,validation_mean_field_error_percent,validation_maximum_field_error_percent,validation_mean_absolute_integral_error_percent,final_gradient_norm
1,11,522,0.0008389825407115055,0.0013896792133534697,1.0329518305076069,1.9618897214824138,0.010899673694720384,0.00023797100503629098
5,131,510,0.0008477982411509485,0.0013942649304320856,1.0300517613741484,1.999548133777144,0.026329055346733132,0.0013582756002840646
4,83,522,0.0008568115447117242,0.0013995164854400696,1.0339086364990386,1.9879069339371198,0.034756585374824726,0.0003241431181119975
2,23,511,0.000843257797582967,0.0013995855641686975,1.035914259610023,1.9825716450496806,0.021375874325356224,0.00023939693528243243
3,47,510,0.0008484849091514497,0.00140140719678843,1.036444010974166,1.9790723262484582,0.011410532867995052,8.302477068777098e-05
