case_id,size_ratio,simulation_number,particle_count,small_particle_count,training_snapshot_count,validation_snapshot_count,rank,xz_training_energy_percent
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,0,0.0
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,8,95.86445377957484
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,14,99.09916359922593
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,27,99.94169164799807
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,100,99.99999999999997
