case_id,size_ratio,simulation_number,particle_count,small_particle_count,training_snapshot_count,validation_snapshot_count,rank,relative_validation_fluctuation_error_percent,mean_particle_xz_rmse,median_particle_xz_rmse,p95_particle_xz_rmse,maximum_particle_xz_rmse
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,0,100.0,14.856804567596548,14.812520335475066,15.460273428323204,15.568565835217962
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,8,74.67225196914727,10.92636301924852,10.968650546179822,13.210575179860623,13.315808164240536
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,14,73.15744865627751,10.658033898175795,10.623413764898622,13.144061293753344,13.259318053142104
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,27,72.0855072405504,10.427580154799147,10.36548079497981,13.106878033584206,13.194527048174379
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,100,71.25653760072103,10.263343951371512,10.162190259708286,13.05298000456139,13.116229301353542
