case_id,size_ratio,simulation_number,particle_count,small_particle_count,training_snapshot_count,validation_snapshot_count,route,rank,spacetime_relative_l2_error_percent,mean_snapshot_l2_error_percent,median_snapshot_l2_error_percent,p95_snapshot_l2_error_percent,maximum_snapshot_l2_error_percent,mean_spatial_correlation,minimum_spatial_correlation,time_averaged_l2_error_percent,mean_absolute_integral_error_percent,maximum_volume_fraction,minimum_volume_fraction,grid_time_fraction_phi_gt_one_percent,grid_time_fraction_phi_lt_tolerance_percent
ratio_1_747475_num_75,1.747475,75,16584,13961,101,99,Particle XZ POD then CG,0,486.57473888443764,486.57738586958175,486.6832935509539,487.8259194229884,488.6886719475661,0.2857632251558413,0.280734766667891,487.8260449599905,3.382498471352364e-05,15.899682551993331,0.0,1.01,0.0
ratio_1_747475_num_75,1.747475,75,16584,13961,101,99,Particle XZ POD then CG,8,148.2118596680249,135.64213743997271,110.49595261359708,222.48530450717698,226.1835674483778,0.703332479792013,0.5252841478109765,117.50413078118955,0.19569879669218643,4.891542648266523,-1.8011657573843704e-18,1.7662626262626262,0.0
ratio_1_747475_num_75,1.747475,75,16584,13961,101,99,Particle XZ POD then CG,14,143.166333964178,129.9638065308897,103.43823939903729,222.74499993699112,226.78138904658883,0.7146194360645064,0.518318198883931,110.74749708645119,0.21550118515122796,5.5364575962141735,0.0,1.6512121212121211,0.0
ratio_1_747475_num_75,1.747475,75,16584,13961,101,99,Particle XZ POD then CG,27,140.55294466172447,126.34677256035745,95.06527425520156,220.90289053567471,221.88766460464456,0.7230775757926459,0.5270232737619891,108.39509211263632,0.20973822893886304,5.465109351617984,0.0,1.5874747474747475,0.0
ratio_1_747475_num_75,1.747475,75,16584,13961,101,99,Particle XZ POD then CG,100,133.90440068102603,119.4475243278711,90.72260736405015,213.8964410297465,215.7590477419259,0.7385433143911396,0.5325689747550004,104.18104689189549,0.22090343233286652,5.188028749469356,0.0,1.5466666666666666,0.0
