case_id,size_ratio,simulation_number,particle_count,small_particle_count,training_snapshot_count,validation_snapshot_count,field,rank,relative_l2_error_percent,normalised_l1_error_percent,active_bed_rmse,correlation,field_integral,integral_error_percent,field_centroid_error,maximum_volume_fraction,grid_fraction_phi_gt_one_percent,route,error_multiple_of_cycle_variation,maximum_over_true_maximum,minimum_volume_fraction,grid_fraction_phi_lt_zero_percent
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,0,1.3962119869096632,1.3168771980261726,0.003579938440547411,0.9998791085239542,282.7607849212992,3.284837133128519e-06,0.024573970517422526,0.5255700846471945,0.0,CG then POD,0.9999999999999996,0.997780564876357,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,0,496.50887762269565,174.7411722388526,1.2735423692542707,0.2984797742585935,282.76084893053024,2.5922075588780332e-05,0.02457460937032286,15.796482537722735,1.04,Particle POD then CG,355.61138442999214,29.989194076997084,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,8,1.3473726009709148,1.2649284031011516,0.0034547396970620045,0.9998873363652749,282.7607815846933,2.104826961364822e-06,0.012585841947948422,0.5249364323299051,0.0,CG then POD,0.9650200783286149,0.9965775931214014,-2.567066108742276e-18,0.44
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,8,108.57672143361985,72.74376690646983,0.2784856743856833,0.7661301717297276,282.12555739887,-0.224648639039863,0.019306613439012566,2.2882724736248328,1.78,Particle POD then CG,77.76521219670983,4.344223288235804,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,14,1.3213709793945645,1.2354218739094966,0.0033879543173432475,0.9998914774827361,282.7607815545823,2.0941780366387193e-06,0.014923338667346998,0.5246653628433714,0.0,CG then POD,0.9463971028634768,0.9960629750461054,-2.3243899173188453e-18,0.5
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,14,103.65935028828895,70.21014713529166,0.26587106292203466,0.7780809017970621,282.0561941418634,-0.24917936005352484,0.01884324385510562,2.230593826630437,1.73,Particle POD then CG,74.2432748466267,4.234721939775293,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,27,1.2791370077264197,1.2172325083329938,0.0032797331051377904,0.999898474470347,282.76078205254754,2.2702863496114765e-06,0.016389638077996555,0.5243097134984217,0.0,CG then POD,0.91614813489578,0.9953877844013791,-5.5922320814312485e-18,0.48
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,27,101.51366439469074,68.42624753121807,0.26036565628565683,0.7821239700997129,282.03013007495866,-0.2583970695630454,0.01986560281473497,2.244292874573111,1.66,Particle POD then CG,72.70648393398929,4.260729211105596,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,100,1.230779032548943,1.1734549135459202,0.003155111611901582,0.9999060733988493,282.7607956597579,7.082555773559879e-06,0.017010069822188528,0.5250790608299071,0.0,CG then POD,0.8815130109813155,0.996848369463999,-1.4498279134169337e-05,0.75
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,100,98.26308396175818,66.44062724079058,0.2520265868243957,0.7891788146879258,281.9914370777473,-0.27208107404517806,0.024311287643024183,2.19532131538623,1.59,Particle POD then CG,70.37834145748234,4.1677580329207435,0.0,0.0
