case_id,size_ratio,continuum_minimum_volume_fraction,continuum_fraction_phi_lt_tolerance_percent,particle_maximum_volume_fraction,particle_fraction_phi_gt_one_percent
ratio_1_000000_num_1,1.0,-0.0107214063171156,0.9526262626262626,2.197808421620201,0.4993939393939394
ratio_1_252525_num_26,1.252525,-0.0065045271480253,1.0343434343434343,3.8699606934870254,0.9761616161616162
ratio_1_494949_num_50,1.494949,-0.0040956046921751,0.974141414141414,5.1641226163106735,1.3594949494949495
ratio_1_747475_num_75,1.747475,-0.0090592619351259,1.2843434343434343,5.259809916373522,1.5654545454545457
ratio_2_000000_num_100,2.0,-0.0042825134807015,1.2033333333333334,5.90623265983314,1.6467676767676769
