case_id,size_ratio,simulation_number,particle_count,small_particle_count,training_snapshot_count,validation_snapshot_count,field,rank,relative_l2_error_percent,normalised_l1_error_percent,active_bed_rmse,correlation,field_integral,integral_error_percent,field_centroid_error,maximum_volume_fraction,grid_fraction_phi_gt_one_percent,route,error_multiple_of_cycle_variation,maximum_over_true_maximum,minimum_volume_fraction,grid_fraction_phi_lt_zero_percent
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,CG then POD,0,1.7102078838090888,1.6024339829171592,0.00402260549843333,0.9998135879496816,282.7565430121721,2.962728046079888e-06,0.07133650538109851,0.484580352091593,0.0,CG then POD,0.9999999999999999,1.0153705289141608,0.0,0.0
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,Particle POD then CG,0,517.8226510155855,176.08709538269764,1.2185800934099922,0.29683862335397626,282.7566370251872,3.621147869470727e-05,0.07133645425674758,14.928933509133248,1.0699999999999998,Particle POD then CG,302.78345452498814,31.28149758417733,0.0,0.0
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,CG then POD,8,1.5585372784797653,1.3887955102715666,0.0036659180374710634,0.999846042451438,282.75654511572304,3.7066722918546478e-06,0.012841024641074747,0.48445621971245334,0.0,CG then POD,0.9113145210209692,1.0151104268301239,-6.640836431871777e-18,0.53
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,Particle POD then CG,8,88.77055739954784,63.01954358917856,0.20885983294484506,0.8110019980047212,281.93942318640535,-0.2889805710466568,0.043134291998091316,1.7206442198594076,1.2,Particle POD then CG,51.90629644498664,3.605369933078743,0.0,0.0
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,CG then POD,14,1.5434557837163445,1.3655336921820915,0.0036302983276684203,0.9998487766957173,282.7565454576252,3.827589793289588e-06,0.01035150353682794,0.48510216289376046,0.0,CG then POD,0.9024960055023585,1.0164639106575661,-7.197735413476904e-18,0.45999999999999996
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,Particle POD then CG,14,85.65605385288816,61.026432202868186,0.20153049003507711,0.8189578453273724,281.8413508573364,-0.3236649433090294,0.02625734324524039,1.675996736732979,1.13,Particle POD then CG,50.08517073498064,3.5118173605051877,0.0,0.0
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,CG then POD,27,1.49824593598878,1.3417916031421577,0.0035240700952824454,0.9998574314221165,282.7565505360326,5.62362517704727e-06,0.01116669313244445,0.4857518907832456,0.0,CG then POD,0.8760607117842228,1.0178253248130293,-6.893827402633198e-18,0.5599999999999999
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,Particle POD then CG,27,83.58499532080465,59.6988693115745,0.1966543857119915,0.8241968340014199,281.83029557813404,-0.32757476601804053,0.01941166881019429,1.6496563220717886,1.0999999999999999,Particle POD then CG,48.874172614991444,3.456624696066956,0.0,0.0
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,CG then POD,100,1.450050622354342,1.2882851587628303,0.003410809176789402,0.9998667342265003,282.75654331729055,3.0706365959765648e-06,0.012887915549536413,0.48543753689120644,0.0,CG then POD,0.8478797437915515,1.017166640084587,-4.6127207229855765e-06,1.04
ratio_1_252525_num_26,1.252525,26,11626,7701,101,99,Particle POD then CG,100,81.62641410942125,58.07744485540128,0.1920450566203672,0.8281863905808117,281.82608907020267,-0.3290624444325478,0.04749277831775033,1.6255636089451158,1.08,Particle POD then CG,47.72894271053028,3.4061417766402458,0.0,0.0
