case_id,size_ratio,simulation_number,particle_count,small_particle_count,training_snapshot_count,validation_snapshot_count,route,rank,spacetime_relative_l2_error_percent,mean_snapshot_l2_error_percent,median_snapshot_l2_error_percent,p95_snapshot_l2_error_percent,maximum_snapshot_l2_error_percent,mean_spatial_correlation,minimum_spatial_correlation,time_averaged_l2_error_percent,mean_absolute_integral_error_percent,maximum_volume_fraction,minimum_volume_fraction,grid_time_fraction_phi_gt_one_percent,grid_time_fraction_phi_lt_tolerance_percent,average_field_consistency_percent
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,0,7.530082718370724,7.519498516645859,7.501598299852007,8.117644108280691,8.342897110926831,0.9964552622585671,0.9956501665193519,1.3962119869096634,2.8629306335111215e-05,0.5255700846471953,0.0,0.0,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,0,495.2027821688011,495.2050415146145,495.16580214867105,496.77549603345136,497.25154500323265,0.2974586295475707,0.28889599195832116,496.5088776226956,3.447438577448052e-05,15.796482537722712,0.0,1.04,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,8,7.085102495239932,7.076911933161372,7.081962256845581,7.601014190970961,7.9642361349518405,0.9968625086825231,0.9960389744596213,1.347372600970915,2.849085979123354e-05,0.533052550070207,-0.00023607690039522409,0.0,0.00787878787878788,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,8,135.74413391083698,124.57878963941498,90.93211338511433,206.39031339442153,212.8193680879945,0.7336940287233985,0.5549959138895204,108.57672143361985,0.2246626528896288,4.91130489679157,0.0,1.551212121212121,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,14,6.907495443020757,6.900201121825875,6.913703522135307,7.298194852763372,7.636939595180354,0.9970184687157116,0.9963537882072259,1.3213709793945645,2.84977217886872e-05,0.532990036315426,-0.0004977160968388487,0.0,0.021212121212121213,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,14,133.45746710592633,121.89991981909678,94.26929576334285,212.4535076046681,219.5418577611362,0.7382120814000188,0.5391357398059914,103.65935028828895,0.24918417921239858,5.462904525893721,0.0,1.458989898989899,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,27,6.623721843000535,6.614590746620617,6.693483888066127,7.030710583837926,7.375538696933935,0.9972594707712753,0.9966001331693229,1.27913700772642,2.9531369901929242e-05,0.5357857991959701,-0.0006816338132124841,0.0,0.10929292929292929,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,27,132.63729424437997,119.78804824143378,94.2822931895957,213.73994710598302,220.38575247771504,0.7430881299964456,0.5387434474324753,101.51366439469075,0.2584021761151874,5.374941533130832,0.0,1.3935353535353534,0.0,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,CG then POD,100,5.770141520536022,5.758572970001607,5.842607848585228,6.257405888824814,6.396974529251048,0.997921656568252,0.9974504621204827,1.2307790325489432,3.486162234459912e-05,0.5477038521866533,-0.004095604692175167,0.0,0.9741414141414141,0.0
ratio_1_494949_num_50,1.494949,50,13599,10462,101,99,Particle POD then CG,100,127.8787117820291,114.5423139448001,89.97648503337508,207.2564807658427,213.14869730224302,0.7546704270065433,0.5500820725465484,98.26308396175818,0.27208580665988147,5.1641226163106735,-2.1333663557889896e-18,1.3594949494949495,0.0,0.0
