case_id,size_ratio,simulation_number,particle_count,small_particle_count,training_snapshot_count,validation_snapshot_count,field,rank,relative_l2_error_percent,normalised_l1_error_percent,active_bed_rmse,correlation,field_integral,integral_error_percent,field_centroid_error,maximum_volume_fraction,grid_fraction_phi_gt_one_percent,route,error_multiple_of_cycle_variation,maximum_over_true_maximum,minimum_volume_fraction,grid_fraction_phi_lt_zero_percent
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,CG then POD,0,1.8068546955354117,1.456135484400656,0.003919734491581553,0.9997771296811996,282.79829005455207,2.0066557326347255e-06,0.04952891568000147,0.2994535747739953,0.0,CG then POD,0.9999999999999989,1.002121925095901,0.0,0.0
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,Particle POD then CG,0,580.7255460367718,183.7390886990635,1.2604573937442807,0.1824186121646285,282.79822534767993,-2.087427237472353e-05,0.04952858442814786,17.23128908574336,1.09,Particle POD then CG,321.4013542271528,57.66453983233154,0.0,0.0
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,CG then POD,8,1.7562678516901071,1.4437206325315084,0.003809992244452553,0.9997894022300788,282.79828547467497,3.871702715291623e-07,0.026334341942764745,0.3019020982153051,0.0,CG then POD,0.972002815738143,1.010315913184037,-2.3298064232302195e-18,0.45999999999999996
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,Particle POD then CG,8,82.5671170126292,65.44093890208553,0.1791373120731564,0.7453180673451266,282.03495970132593,-0.2699184261716027,0.03120899447701928,1.0114053080368801,0.06999999999999999,Particle POD then CG,45.696600405470136,3.3846696774519467,0.0,0.0
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,CG then POD,14,1.7235489359949305,1.4018907340599855,0.0037389652558033966,0.9997972183088455,282.79828616905553,6.327094415015567e-07,0.028332849105504616,0.3028640663470923,0.0,CG then POD,0.9538945994128224,1.0135351412624962,-2.7649205769416464e-18,0.45999999999999996
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,Particle POD then CG,14,79.7048896744092,63.10687403783336,0.17293514985052774,0.7571806542613613,281.9726825144059,-0.2919401958780968,0.06086429301776169,0.9975994093275811,0.0,Particle POD then CG,44.11250659577292,3.338468212658335,0.0,0.0
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,CG then POD,27,1.6715817418897692,1.3537971123221433,0.0036262191441347714,0.9998093019673262,282.7982888634682,1.585477835253944e-06,0.02386861892456356,0.3026358242827247,0.0,CG then POD,0.9251334631501401,1.0127713287847038,-4.212845510888681e-18,0.48
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,Particle POD then CG,27,77.94493966719341,61.80524591888885,0.16911774554600129,0.7635420859851394,281.8314545513807,-0.3418796653960714,0.06690593991127623,0.967091990166215,0.0,Particle POD then CG,43.138465898662915,3.2363750797152098,0.0,0.0
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,CG then POD,100,1.5915891820559358,1.2969631683487537,0.0034525361737817333,0.9998271587603772,282.7982902945303,2.091514185490827e-06,0.027228143557592975,0.3014027556563932,0.0,CG then POD,0.880861746098687,1.0086448624149926,-3.818689155424362e-06,0.76
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,Particle POD then CG,100,75.22211881715891,60.174788782274355,0.16320639741345444,0.7737640763619714,281.8612896023424,-0.33132972481664297,0.060220116725954204,0.9276471767526053,0.0,Particle POD then CG,41.63152632197069,3.1043729408763987,0.0,0.0
