case_id,size_ratio,simulation_number,particle_count,small_particle_count,training_snapshot_count,validation_snapshot_count,rank,continuum_training_energy_percent,particle_training_energy_percent
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,0,0.0,0.0
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,8,28.31747224617576,95.94373237165978
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,14,42.20591811890116,99.11669261000331
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,27,64.3620626824363,99.93949216931345
ratio_1_000000_num_1,1.0,1,10792,5396,101,99,100,99.99999999999993,99.99999999999997
