case_id,small_radius_minimum,small_radius_median,small_radius_maximum,large_radius_minimum,large_radius_median,large_radius_maximum,representative_small_diameter,lucy_support_to_small_diameter
ratio_1_000000_num_1,0.4750039068,0.499614597,0.5249859386,0.4750039068,0.499614597,0.5249859386,0.999229194,3.0023142018006332
