case_id,size_ratio,rank,continuum_error_min,continuum_error_median,continuum_error_max,particle_error_min,particle_error_median,particle_error_max,route_ratio_min,route_ratio_median,route_ratio_max,baseline_continuum_error,baseline_particle_error,baseline_route_ratio,continuum_range_percent,particle_range_percent,route_ratio_range_percent
ratio_1_000000_num_1,1.0,27,7.3891757777791565,10.139776276526561,15.41303481707599,94.25111356408715,98.59197926315917,103.59106965178634,6.7208678515939235,9.723284555487348,12.75532963861094,10.139796721930512,98.59197926315917,9.723269801841578,79.13234613414592,9.4733427176355,62.06206255712554
ratio_1_000000_num_1,1.0,100,6.138534938072106,9.042420633582708,14.465064399338846,91.04712559749964,94.76122134959657,98.9943350816604,6.843512255301091,10.479629867876552,14.832091494714955,9.042420633582708,94.76122134959657,10.479629867876552,92.08296980061718,8.386562953680825,76.2295934124681
ratio_1_494949_num_50,1.494949,27,4.724258302537616,6.623697413118507,10.078869120572056,124.55445047987169,132.63729424437997,140.88539481858652,13.978175608647296,20.024657777608127,26.364878173278278,6.623721843000534,132.63729424437997,20.024586990249507,80.83991062657321,12.312483025042404,61.85746837456568
ratio_1_494949_num_50,1.494949,100,3.8246068885759654,5.770141520536022,9.346102537919823,120.7972343504281,127.87871178202913,134.71348366356386,14.41382556608549,22.162144780488802,31.58422602273637,5.770141520536022,127.87871178202913,22.162144780488802,95.69081849540032,10.882381531068429,77.47625794669219
ratio_2_000000_num_100,2.0,27,3.801341653976936,5.374072602251915,8.023192217522846,141.05030384875545,150.18558221690697,159.29905449973882,19.854758731831318,27.946324915992804,37.1054034666814,5.374077288933677,150.18558221690697,27.94630113083222,78.55954309104492,12.150800617217326,61.72782814473442
ratio_2_000000_num_100,2.0,100,3.007549817610213,4.556878570587827,7.2331994680093015,136.2019165429335,144.1993761549639,151.69190525354514,20.971603242874682,31.644331513613825,45.28667016801951,4.556878570587827,144.1993761549639,31.644331513613825,92.73123224466323,10.742063609183248,76.83861773058518
