route,rank,spacetime_relative_l2_error_percent,mean_snapshot_l2_error_percent,median_snapshot_l2_error_percent,p95_snapshot_l2_error_percent,maximum_snapshot_l2_error_percent,mean_spatial_correlation,minimum_spatial_correlation,time_averaged_l2_error_percent,mean_absolute_integral_error_percent,maximum_volume_fraction,minimum_volume_fraction,grid_time_fraction_phi_gt_one_percent,grid_time_fraction_phi_lt_tolerance_percent,average_field_consistency_percent,case_id,size_ratio,grid_size,cutoff,evaluation_role,runtime_seconds
Particle POD then CG,100,134.71309170432522,120.92988936198482,96.53731700674446,220.87519801073643,226.9064828740742,0.7346381977097662,0.5221373322810258,101.4323211901743,0.26522059559605304,6.18637158688733,0.0,1.3750949494949494,0.0,0.0,ratio_1_494949_num_50,1.494949,125,2.0,training_case_diagnostic,20.661949655997887
CG then POD,27,6.623697413118507,6.614566023826694,6.693680473102532,7.030934112822499,7.375486367623161,0.9972594910292234,0.9966001821940298,1.2791620808004067,1.260275492706842e-05,0.5355003140108203,-0.0007300039163440205,0.0,0.10951111111111111,0.0,ratio_1_494949_num_50,1.494949,125,3.0,training_case_diagnostic,45.804739074999816
Particle POD then CG,27,132.63727392012635,119.78800780069366,94.28260256391675,213.73950580657842,220.3858381826282,0.7430884743385193,0.5387441161666673,101.51363564466155,0.2586269072056533,5.4073653179474235,0.0,1.4001131313131312,0.0,0.0,ratio_1_494949_num_50,1.494949,125,3.0,training_case_diagnostic,45.804739074999816
CG then POD,100,5.770150678512631,5.7585819021170686,5.8424370976497695,6.25725856101921,6.3971737915643345,0.9979216498065302,0.9974503059999411,1.2308124315034716,1.5748917152734424e-05,0.5476600220701133,-0.004020937168018806,0.0,0.9777777777777777,0.0,ratio_1_494949_num_50,1.494949,125,3.0,training_case_diagnostic,45.804739074999816
Particle POD then CG,100,127.87866494497186,114.5422591424721,89.97631263551463,207.25690439833087,213.14900488369815,0.754670755539447,0.550080610733794,98.26305276555247,0.2723087394881218,5.206583766666943,0.0,1.3560242424242424,0.0,0.0,ratio_1_494949_num_50,1.494949,125,3.0,training_case_diagnostic,45.804739074999816
CG then POD,27,4.724285075169181,4.715319328661425,4.749293576467562,5.087647552520071,5.353363857276222,0.9986025595294905,0.9982063170819178,0.9963292240562102,7.627988742581367e-06,0.5350095908323365,-0.0003892074455458288,0.0,0.05643636363636364,0.0,ratio_1_494949_num_50,1.494949,125,4.0,training_case_diagnostic,74.8031973449979
Particle POD then CG,27,124.55445536372778,112.38980154516521,87.1607048274288,198.9357645279993,203.84260481682395,0.7638537367581596,0.5709741939558476,97.56964058548454,0.2693009936669774,4.581571692910552,0.0,1.3770343434343433,0.0,0.0,ratio_1_494949_num_50,1.494949,125,4.0,training_case_diagnostic,74.8031973449979
CG then POD,100,3.8246315428355784,3.8120843546605583,3.8656994736446535,4.243847777578968,4.44399506196411,0.9990849709201242,0.9987696482109184,0.917200922525591,9.029003217721675e-06,0.5433794909142792,-0.0045505372271394985,0.0,1.1406222222222222,0.0,ratio_1_494949_num_50,1.494949,125,4.0,training_case_diagnostic,74.8031973449979
Particle POD then CG,100,120.7972417241147,108.15677523077323,84.38680976925009,194.4616773355221,198.86843507766912,0.7728089070353796,0.5790926474896965,94.6295578046755,0.2827155669490263,4.420790765808796,0.0,1.3344969696969697,0.0,0.0,ratio_1_494949_num_50,1.494949,125,4.0,training_case_diagnostic,74.8031973449979
CG then POD,27,8.023022694498538,8.016569860547083,7.993677246159012,8.549388083414692,8.768831079767253,0.9960858710528071,0.9953237060723954,2.1179759781238623,0.0014796061157845459,0.5643655413594054,-0.0011740839588490477,0.0,0.3108417508417508,0.0,ratio_2_000000_num_100,2.0,75,2.0,training_case_diagnostic,15.214878391001548
Particle POD then CG,27,159.29905449973882,143.2641255421139,112.1323645606236,250.85147154241943,253.81396284482815,0.6781721670812695,0.4653240413900688,118.68279229663142,0.1672490662842307,7.897482139419764,0.0,1.698226711560045,0.0,0.0,ratio_2_000000_num_100,2.0,75,2.0,training_case_diagnostic,15.214878391001548
CG then POD,100,7.232853658017934,7.228307143729344,7.234038843223578,7.62883347602085,7.693271950112255,0.9968202580000443,0.996402985520887,1.896809712672184,0.001610207164019518,0.5690573195814628,-0.005779030396527551,0.0,1.1566329966329967,0.0,ratio_2_000000_num_100,2.0,75,2.0,training_case_diagnostic,15.214878391001548
Particle POD then CG,100,151.69168696000824,135.20837557290696,101.97167680156626,243.57095197153794,246.96303453454587,0.6966406573305188,0.47332824457712286,114.41911358618256,0.1609979782483215,6.84133988988545,0.0,1.6556677890011224,0.0,0.0,ratio_2_000000_num_100,2.0,75,2.0,training_case_diagnostic,15.214878391001548
CG then POD,27,5.374054101734734,5.364466337042735,5.3342121256641795,5.928042290504005,6.222489629005287,0.9982419702028424,0.9976420396049392,1.5820858345904039,7.316966774020866e-05,0.5562318132202319,-0.000577252134400468,0.0,0.19789001122334457,0.0,ratio_2_000000_num_100,2.0,75,3.0,training_case_diagnostic,30.047394222001458
Particle POD then CG,27,150.18561025418143,134.87717194916127,104.92071572504933,235.43468381695203,237.00978492638697,0.7012262057064801,0.4947785092290209,114.66829466240921,0.1713522098156086,6.44655004979753,0.0,1.698047138047138,0.0,0.0,ratio_2_000000_num_100,2.0,75,3.0,training_case_diagnostic,30.047394222001458
CG then POD,100,4.556846019403959,4.548930181514854,4.561970165984968,5.035982277839916,5.111496961687,0.9987364722945883,0.9984178895053378,1.3923389727738122,8.733184275806237e-05,0.5590683142717332,-0.003875202622834163,0.0,1.1950617283950618,0.0,ratio_2_000000_num_100,2.0,75,3.0,training_case_diagnostic,30.047394222001458
Particle POD then CG,100,144.19934927281307,128.43397605155872,95.83057715539684,230.1231733164989,232.93018118373746,0.7158746238694049,0.4996039887203132,110.80770590229014,0.16561604817582284,5.785863002665415,0.0,1.6601571268237933,0.0,0.0,ratio_2_000000_num_100,2.0,75,3.0,training_case_diagnostic,30.047394222001458
CG then POD,27,3.801341653976936,3.790623897195828,3.750554607596865,4.316384316652866,4.593927299129049,0.999119153274906,0.9987116835253522,1.141203547959981,1.3192910628066087e-05,0.549088267042878,-0.0007342468243679191,0.0,0.15191919191919193,0.0,ratio_2_000000_num_100,2.0,75,4.0,training_case_diagnostic,49.971867035998
