field,rank,relative_l2_error_percent,normalised_l1_error_percent,active_bed_rmse,correlation,field_integral,integral_error_percent,field_centroid_error,maximum_volume_fraction,grid_fraction_phi_gt_one_percent,route,error_multiple_of_cycle_variation,maximum_over_true_maximum,minimum_volume_fraction,grid_fraction_phi_lt_zero_percent,case_id,size_ratio,grid_size,cutoff,evaluation_role,runtime_seconds
CG then POD,100,1.2308124315034716,1.1727200640584934,0.003158567379153647,0.9999060681319464,282.7608066177098,-8.042924328011418e-07,0.017009045286370685,0.5252061381579644,0.0,CG then POD,0.8815199722062449,0.9969359645001978,-1.4564107126877195e-05,0.5632,ratio_1_494949_num_50,1.494949,125,3.0,training_case_diagnostic,45.804739074999816
Particle POD then CG,100,98.26305276555247,66.43851949959787,0.25230310709559,0.7891791166318444,281.99082836981574,-0.272308077323451,0.024321257817950408,2.203549871844538,1.6256,Particle POD then CG,70.37696510505732,4.182735039076978,0.0,0.0,ratio_1_494949_num_50,1.494949,125,3.0,training_case_diagnostic,45.804739074999816
CG then POD,27,0.99632922405621,0.979973624471819,0.002479484049427114,0.999938465354784,282.76066116383765,-7.083451767564376e-07,0.017741028471849177,0.5218445196119458,0.0,CG then POD,0.8875623117847059,0.9978033005577005,-9.453118768091206e-11,0.2752,ratio_1_494949_num_50,1.494949,125,4.0,training_case_diagnostic,74.8031973449979
Particle POD then CG,27,97.56964058548454,66.86072360804881,0.2428848162216626,0.7950074339353921,281.9992036002277,-0.2692947307463334,0.02062559041637195,2.0262487098591535,1.6448,Particle POD then CG,86.91819296988707,3.8743295645831366,0.0,0.0,ratio_1_494949_num_50,1.494949,125,4.0,training_case_diagnostic,74.8031973449979
CG then POD,100,0.9172009225255909,0.9067039123553147,0.002280404943215509,0.9999478101602687,282.7606622800693,-3.1358317354330456e-07,0.014983423631756905,0.5226634675765931,0.0,CG then POD,0.8170722603655665,0.9993691864708414,-6.491985667516274e-05,1.5808,ratio_1_494949_num_50,1.494949,125,4.0,training_case_diagnostic,74.8031973449979
Particle POD then CG,100,94.6295578046755,65.0024272416908,0.2355644867814616,0.8011816453597923,281.9612621499981,-0.28271295158535437,0.025027772881062265,1.9929250742236864,1.568,Particle POD then CG,84.29907209420949,3.81061243740438,0.0,0.0,ratio_1_494949_num_50,1.494949,125,4.0,training_case_diagnostic,74.8031973449979
CG then POD,27,2.117975978123862,1.868818795204817,0.0060194894207058645,0.9997294582065089,282.7574396017161,5.863447998262454e-05,0.0050072322418228555,0.5421834587746114,0.0,CG then POD,0.9699457282261347,0.9997732929987898,-2.289096754838529e-18,0.8533333333333334,ratio_2_000000_num_100,2.0,75,2.0,training_case_diagnostic,15.214878391001548
Particle POD then CG,27,118.68279229663139,79.82549775193988,0.3373549032301268,0.7203127041618935,282.28761221151143,-0.16610062426394412,0.013660759503726676,2.8069622261024376,2.0444444444444447,Particle POD then CG,54.35182862840529,5.175971016261218,0.0,0.0,ratio_2_000000_num_100,2.0,75,2.0,training_case_diagnostic,15.214878391001548
CG then POD,100,1.8968097126721837,1.7750281013790068,0.005390354264823857,0.9997829368137271,282.75774299281005,0.0001659318413782648,0.012858844602898415,0.5451767372305045,0.0,CG then POD,0.8686606916542812,1.0052928266737458,-8.198770972406904e-05,2.062222222222222,ratio_2_000000_num_100,2.0,75,2.0,training_case_diagnostic,15.214878391001548
Particle POD then CG,100,114.41911358618258,77.54292887697109,0.3252345971696727,0.7308066604015291,282.30391502088816,-0.1603349690936482,0.009211390322223319,2.7013454966846564,1.9377777777777778,Particle POD then CG,52.39923946099091,4.981216300570652,0.0,0.0,ratio_2_000000_num_100,2.0,75,2.0,training_case_diagnostic,15.214878391001548
CG then POD,27,1.582085834590404,1.4291922388158382,0.004378030715559693,0.99984969142858,282.75989728845735,-3.919264134663468e-06,0.008646398943512223,0.53992088816304,0.0,CG then POD,0.9456363266706852,1.000380454236852,-3.229604268933296e-06,0.8355555555555555,ratio_2_000000_num_100,2.0,75,3.0,training_case_diagnostic,30.047394222001458
Particle POD then CG,27,114.6682946624092,78.1279040667216,0.3173764380829429,0.7342205287945003,282.27547862275213,-0.17132193549095273,0.014239786051342972,2.503070975923342,1.9733333333333332,Particle POD then CG,68.53895191990367,4.63775959548565,0.0,0.0,ratio_2_000000_num_100,2.0,75,3.0,training_case_diagnostic,30.047394222001458
CG then POD,100,1.3923389727738125,1.3203617140699475,0.003852152215579076,0.9998834383350246,282.75990536012904,-1.0646615380267978e-06,0.016611342772340693,0.5418482651076395,0.0,CG then POD,0.8322217941071053,1.0039515519024453,-5.1396186575684577e-05,2.488888888888889,ratio_2_000000_num_100,2.0,75,3.0,training_case_diagnostic,30.047394222001458
