paper_prescribed_rank,smallest_rank_below_one_percent_tail,rank15_relative_tail_percent,rank15_captured_energy_percent,rank15_mean_external_error_percent,rank15_median_external_error_percent,rank15_maximum_external_error_percent,rank15_mean_projection_error_percent,rank15_mean_spatial_correlation,rank4_to_rank20_external_error_minimum_percent,rank4_to_rank20_external_error_maximum_percent,rank4_to_rank20_external_error_spread_points
15,3,0.2981246436750664,99.99911121696832,0.8598677038134132,0.8254669534598715,1.449864490091903,0.3611683020482593,0.9999490388666394,0.8578501575244905,0.8763117542347919,0.018461596710301453
