model,size_ratio,test_error_percent
paper_rank15,1.0625,1.449864490091903
paper_rank15,1.125,1.180277591059038
paper_rank15,1.25,0.9370865061473316
paper_rank15,1.3125,0.71060102568016
paper_rank15,1.375,0.9884352006128556
paper_rank15,1.5,1.091701983672983
paper_rank15,1.5625,0.5940585663542034
paper_rank15,1.625,0.7138474007724115
paper_rank15,1.75,0.4520919450644718
paper_rank15,1.875,0.480712328678775
