training_count,rank,selected_seed,validation_mean_field_error_percent,mean_external_error_percent,maximum_external_error_percent,mean_projection_error_percent,mean_excess_above_projection_percent
90,1,11,10.335895905465616,11.242848591135576,29.873397006555468,11.239078616349529,0.0037699747860475
90,2,47,3.122449905491486,2.499038775525246,3.848935268449388,2.45968799517628,0.0393507803489664
90,3,11,1.0973353481220842,0.9788107813411828,1.50420071261874,0.7921946494708167,0.1866161318703661
90,4,11,1.0348675395833684,0.8763117542347919,1.4045839753965823,0.6295620290132541,0.2467497252215377
90,6,131,1.0187103306887637,0.8578501575244905,1.32850392085006,0.5333208527841324,0.3245293047403578
90,10,47,1.0236774392440589,0.8602174996252805,1.3988380689421975,0.4116676994854459,0.4485498001398346
90,15,11,1.0326288199122038,0.8598677038134132,1.449864490091903,0.3611683020482593,0.498699401765154
90,20,47,1.0360928544016037,0.8708566928621674,1.3799175389862268,0.3296749764724704,0.541181716389697
