model,rank,method,evaluation_role,case_index,source_index,simulation_number,size_ratio,truth_norm,projection_error_percent,coefficient_error_percent,rom_error_percent,pythagorean_residual,integral_error_percent,minimum_prediction,maximum_prediction,fraction_phi_lt_threshold_percent,fraction_phi_gt_one_percent,filename
validation_selected_rank,6,piecewise_linear,fitting,48,57,58,1.575758,14.666399297225942,0.37746841853413704,4.7311502730050975e-17,0.37746841853413704,-2.238378290575621e-37,0.04197096638276759,-2.514341407209937e-07,0.529138578303186,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_575758_num_58.stat
validation_selected_rank,6,piecewise_linear,fitting,49,58,59,1.585859,14.668222685131505,0.49662934930152103,0.0,0.49662934930152103,0.0,-0.05559374033678506,-1.1557103754875011e-07,0.5288232991235957,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_585859_num_59.stat
validation_selected_rank,6,piecewise_linear,fitting,50,59,60,1.59596,14.711173772451778,0.4999467048078276,5.8959383622578756e-18,0.4999467048078276,-3.476208917154408e-39,-0.035724462380793416,-1.1758435983831983e-06,0.5312449666505933,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_595960_num_60.stat
validation_selected_rank,6,piecewise_linear,fitting,51,60,61,1.606061,14.728207176255644,0.4139170995743525,0.0,0.4139170995743525,0.0,-0.022276852136051458,-2.451073899854148e-06,0.5325535721329308,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_606061_num_61.stat
validation_selected_rank,6,piecewise_linear,fitting,52,61,62,1.616162,14.78004627167974,0.4666946899900294,1.0757072734897699e-16,0.46669468999002933,-6.776263578034404e-21,-0.037705922998774004,-1.9003874440224626e-07,0.5317387233598181,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_616162_num_62.stat
validation_selected_rank,6,piecewise_linear,fitting,53,62,63,1.626263,14.756747418174106,0.4707460718697839,9.404367652673148e-17,0.470746071869784,6.776263578034402e-21,0.010790475557752562,-2.1061756351271397e-06,0.5319138037640715,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_626263_num_63.stat
validation_selected_rank,6,piecewise_linear,fitting,54,63,64,1.636364,14.806979498821997,0.4469204764639156,2.619683247861229e-17,0.4469204764639156,-6.862740319124757e-38,0.02083603419582457,-1.1631714932749947e-06,0.5343436217049069,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_636364_num_64.stat
validation_selected_rank,6,piecewise_linear,fitting,55,64,65,1.646465,14.839020869680658,0.5374721202166804,4.67611304333758e-17,0.5374721202166806,1.0164395367051604e-20,-0.001460501945543124,-3.03695008343062e-08,0.5320020649927876,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_646465_num_65.stat
validation_selected_rank,6,piecewise_linear,fitting,56,66,67,1.666667,14.882769306071474,0.5722861103220294,2.039785755276716e-17,0.5722861103220294,-4.160725927429802e-38,-0.05355849123275089,-3.7300037523454644e-07,0.5342606709204322,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_666667_num_67.stat
validation_selected_rank,6,piecewise_linear,fitting,57,67,68,1.676768,14.89146799241066,0.43821974579795564,0.0,0.43821974579795564,0.0,-0.03807627032968158,-2.0105965104855503e-06,0.5345204766127228,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_676768_num_68.stat
validation_selected_rank,6,piecewise_linear,fitting,58,68,69,1.686869,14.863228553128508,0.41840493204271495,4.522606542301488e-17,0.41840493204271495,-2.045396993646822e-37,0.04848790874432167,-2.7582554462958586e-07,0.5321050345945963,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_686869_num_69.stat
validation_selected_rank,6,piecewise_linear,fitting,59,69,70,1.69697,14.896806159654549,0.35887751068914414,0.0,0.35887751068914414,0.0,0.010840011239972622,-1.4517880595424277e-07,0.5332065478531783,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_696970_num_70.stat
validation_selected_rank,6,piecewise_linear,fitting,60,70,71,1.707071,14.947414820003644,0.39074918180038887,0.0,0.39074918180038887,0.0,-0.037638144840008714,-2.0932275644979124e-06,0.536371457862543,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_707071_num_71.stat
validation_selected_rank,6,piecewise_linear,fitting,61,71,72,1.717172,14.928758869795994,0.4648405546960996,4.648004542391039e-17,0.4648405546960996,-2.160394622608773e-37,0.023300043641542437,-1.8018479008141617e-07,0.5349179152267359,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_717172_num_72.stat
validation_selected_rank,6,piecewise_linear,fitting,62,72,73,1.727273,14.952832288547768,0.45327702376863144,2.3202607272007127e-17,0.45327702376863155,1.0164395367051604e-20,0.038147992595169364,-9.448735987187726e-07,0.5340759961954694,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_727273_num_73.stat
validation_selected_rank,6,piecewise_linear,fitting,63,73,74,1.737374,15.02910789652686,0.44071498349718163,0.0,0.44071498349718163,0.0,0.019376898582012192,-4.48869401597189e-08,0.5357904826297809,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_737374_num_74.stat
validation_selected_rank,6,piecewise_linear,fitting,64,74,75,1.747475,14.981514028253443,0.32204461419092667,3.0117219254570013e-15,0.3220446141909266,-3.388131789018109e-21,0.003747882524800354,-2.2853103115736034e-08,0.5343837805750052,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_747475_num_75.stat
validation_selected_rank,6,piecewise_linear,fitting,65,75,76,1.757576,15.057652890629452,0.33493613775054154,4.608217465436051e-17,0.33493613775054154,-2.1235668208749864e-37,-0.005070779268081055,-1.7777053860643897e-06,0.5372436875652962,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_757576_num_76.stat
validation_selected_rank,6,piecewise_linear,fitting,66,76,77,1.767677,14.997236033520513,0.4429903014166557,5.957916422574549e-15,0.4429903014166554,-2.371692252312396e-20,0.03672770916553142,-4.0849983870790835e-08,0.5341924483227902,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_767677_num_77.stat
validation_selected_rank,6,piecewise_linear,fitting,67,77,78,1.777778,15.06447062570793,0.3828158329379174,1.3276696179728332e-14,0.38281583293791716,-2.0328790734120836e-20,0.008666282554928758,-2.4716492236888324e-08,0.5359393028642252,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_777778_num_78.stat
validation_selected_rank,6,piecewise_linear,fitting,68,78,79,1.787879,15.015785745475727,0.4737918178961916,0.0,0.4737918178961916,0.0,0.024778573791853515,-1.2968528036062662e-06,0.5360340213119004,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_787879_num_79.stat
validation_selected_rank,6,piecewise_linear,fitting,69,79,80,1.79798,15.078643201973989,0.4116218395744527,4.148008781431136e-17,0.4116218395744528,6.776263578034403e-21,-0.030593365404718353,-8.210912218204738e-06,0.5389164320089652,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_797980_num_80.stat
validation_selected_rank,6,piecewise_linear,fitting,70,80,81,1.808081,15.127707855158457,0.5492841018458049,2.2934386261105337e-17,0.5492841018458049,-5.259860731735772e-38,-0.02578153780360561,-5.843024863837074e-06,0.5401005971371836,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_808081_num_81.stat
validation_selected_rank,6,piecewise_linear,fitting,71,81,82,1.818182,15.084753154633894,0.4520998228911248,0.0,0.4520998228911248,0.0,-0.017097686273509997,-1.6619715828764751e-06,0.5386718578329175,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_818182_num_82.stat
validation_selected_rank,6,piecewise_linear,fitting,72,82,83,1.828283,15.075005105175546,0.459500775858706,2.301456568503904e-17,0.45950077585870613,6.776263578034403e-21,-0.03598581337049874,-4.4982195254332726e-06,0.5389250248813953,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_828283_num_83.stat
validation_selected_rank,6,piecewise_linear,fitting,73,83,84,1.838384,15.104209132500657,0.44456273989654504,4.735400615779764e-17,0.44456273989654504,-2.2424018991927373e-37,0.036458196928583084,-7.190481944901708e-08,0.5341996356262783,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_838384_num_84.stat
validation_selected_rank,6,piecewise_linear,fitting,74,84,85,1.848485,15.121565863426323,0.41812040797552846,4.5887403239699794e-17,0.41812040797552846,-2.1056537760828108e-37,-0.04020995164577078,-1.4411702716715532e-06,0.5385140669319463,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_848485_num_85.stat
validation_selected_rank,6,piecewise_linear,fitting,75,85,86,1.858586,15.09636543763586,0.5743257554732687,0.0,0.5743257554732687,0.0,0.047642445436708605,-2.765253721668976e-06,0.5379819616167272,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_858586_num_86.stat
validation_selected_rank,6,piecewise_linear,fitting,76,86,87,1.868687,15.146583249873807,0.36562410760166986,2.290580584887037e-17,0.36562410760166986,-3.3881317890172014e-21,-0.005213461004523046,-2.887130780610214e-07,0.5371508739857971,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_868687_num_87.stat
validation_selected_rank,6,piecewise_linear,fitting,77,87,88,1.878788,15.189145664707954,0.3777305015932318,0.0,0.3777305015932318,0.0,-0.026249423911917195,-5.169425017248169e-07,0.5377126029704395,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_878788_num_88.stat
validation_selected_rank,6,piecewise_linear,fitting,78,88,89,1.888889,15.128388342214212,0.6030879165481298,2.704410438756887e-17,0.6030879165481298,-7.313835821257219e-38,0.03824737194241922,-7.941217019342973e-08,0.536250449408276,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_888889_num_89.stat
validation_selected_rank,6,piecewise_linear,fitting,79,89,90,1.89899,15.170819319744613,0.42931224644263194,4.573842557650366e-17,0.42931224644263194,-2.0920035742173637e-37,-0.02638775841414105,-2.5274742084574245e-06,0.5384889968252695,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_898990_num_90.stat
validation_selected_rank,6,piecewise_linear,fitting,80,90,91,1.909091,15.179102126120826,0.3624576675213115,5.1109210310586027e-17,0.3624576675213115,-3.3881317890172014e-21,-0.016961958809997145,-1.5761138000611133e-06,0.5395709538361942,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_909091_num_91.stat
validation_selected_rank,6,piecewise_linear,fitting,81,91,92,1.919192,15.19893494145909,0.4442420068202301,1.5693499502795606e-17,0.4442420068202301,-2.462859266442459e-38,0.03978442597363251,-1.215277724052474e-07,0.5377691846259346,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_919192_num_92.stat
validation_selected_rank,6,piecewise_linear,fitting,82,92,93,1.929293,15.180010073571133,0.379920842708826,2.2855366598168656e-17,0.379920842708826,-5.223677823366835e-38,0.012459285251916708,-2.0548545392720442e-07,0.5374135917972835,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_929293_num_93.stat
validation_selected_rank,6,piecewise_linear,fitting,83,93,94,1.939394,15.205939337359732,0.32520889481620247,4.7037200162426166e-17,0.3252088948162025,1.6940658945086005e-21,0.0033640205577232084,-4.2844067690666095e-07,0.5379014677084925,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_939394_num_94.stat
validation_selected_rank,6,piecewise_linear,fitting,84,94,95,1.949495,15.218511241823213,0.3578659336620851,0.0,0.3578659336620851,0.0,-0.015822907500242723,-1.1546862518099028e-06,0.538767982711153,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_949495_num_95.stat
validation_selected_rank,6,piecewise_linear,fitting,85,95,96,1.959596,15.257184856975613,0.2865804946424868,4.5479516496352555e-17,0.2865804946424868,-2.0683864207420042e-37,0.0019210340820139194,-6.989548170297042e-06,0.5409086341887884,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_959596_num_96.stat
validation_selected_rank,6,piecewise_linear,fitting,86,96,97,1.969697,15.220913155894998,0.39813864937310656,0.0,0.39813864937310656,0.0,0.03887457344105696,-1.1716993811602088e-07,0.5381034299802911,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_969697_num_97.stat
validation_selected_rank,6,piecewise_linear,fitting,87,97,98,1.979798,15.243547437157048,0.35408097275008205,0.0,0.35408097275008205,0.0,0.02531085148989667,-5.093883986748827e-07,0.5383625879686819,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_979798_num_98.stat
validation_selected_rank,6,piecewise_linear,fitting,88,98,99,1.989899,15.240908175145496,0.42259456141895757,9.443539323330341e-15,0.4225945614189578,1.3552527156059887e-20,-0.018994184810922705,-4.671612663421092e-06,0.5393751316700254,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_989899_num_99.stat
validation_selected_rank,6,piecewise_linear,fitting,89,99,100,2.0,15.291006007061322,0.5215248319424403,4.537892340571233e-17,0.5215248319424403,-2.0592466894615063e-37,-0.05006741064596062,-5.416356147483658e-07,0.5385939436810632,0.0,0.0,rotating_drum_bidisperse_size_ratio_2_000000_num_100.stat
validation_selected_rank,6,piecewise_linear,internal_validation,0,5,6,1.050505,12.616459208573609,1.021308715604853,1.8095934111135155,2.077907554756917,-1.3552527156068805e-18,0.024803365470493603,-1.4703961180681042e-06,0.33480537969282165,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_050505_num_6.stat
validation_selected_rank,6,piecewise_linear,internal_validation,1,8,9,1.080808,12.673523702161393,0.5353465199533061,0.9486835371312909,1.0893100339435375,1.7618285302889447e-18,-0.0061821505164830065,-1.1629070557146192e-06,0.3634373466840674,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_080808_num_9.stat
validation_selected_rank,6,piecewise_linear,internal_validation,2,28,29,1.282828,13.574801660424276,0.5269078867355469,0.5168439805393065,0.7380783300733528,3.4220131069073734e-18,-0.01299457610331178,-5.698679386241517e-07,0.49009096865192564,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_282828_num_29.stat
validation_selected_rank,6,piecewise_linear,internal_validation,3,31,32,1.313131,13.780167793246846,0.5654274719315202,0.8892043381277155,1.0537516694933764,5.922454367202068e-18,0.019592365546766865,-4.4806995831906775e-07,0.5010709732508147,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_313131_num_32.stat
validation_selected_rank,6,piecewise_linear,internal_validation,4,37,38,1.373737,14.05629337369303,0.6022930810919249,0.9294284862811848,1.1075171631365834,-3.2932640989247197e-18,0.009533002655469438,-1.3042191381638508e-06,0.5092736201932401,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_373737_num_38.stat
validation_selected_rank,6,piecewise_linear,internal_validation,5,40,41,1.40404,14.169638877135696,0.613917495243756,0.6461199428386988,0.8912719402630233,-3.652406068560543e-18,0.01992214049478849,-4.0380926857964286e-07,0.5147250036118886,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_404040_num_41.stat
validation_selected_rank,6,piecewise_linear,internal_validation,6,42,43,1.424242,14.141615859667047,0.7284017983347967,1.2591307728630579,1.454640671433383,7.643625316022806e-18,0.010812532345902454,-6.311374295846657e-07,0.5183245234810774,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_424242_num_43.stat
validation_selected_rank,6,piecewise_linear,internal_validation,7,51,52,1.515152,14.49951004970088,0.4332767520330875,0.6450211926599674,0.7770335146136162,-3.937009138837988e-18,-0.01597816810207418,-7.091442329889885e-07,0.5242206027357643,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_515152_num_52.stat
validation_selected_rank,6,piecewise_linear,internal_validation,8,53,54,1.535354,14.542440847135541,0.43652560998656553,0.48057252039888515,0.649233821929092,-2.40896170199123e-18,-0.008445585702966728,-4.236173919338459e-08,0.5269076638981467,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_535354_num_54.stat
validation_selected_rank,6,piecewise_linear,internal_validation,9,65,66,1.656566,14.805162493209902,0.4977875828665933,1.0771849396470004,1.186642267854353,4.472333961502706e-18,-0.025714965836498616,-1.46476207825329e-07,0.5331313679566099,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_656566_num_66.stat
validation_selected_rank,6,piecewise_linear,external,0,0,8,1.0625,12.65352393796489,0.7202827920211675,1.6541587712800072,1.8041753077471034,-3.63207727782644e-18,0.0017447493736691831,-1.144973077177988e-06,0.34170279153537275,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_062500_num_8.stat
validation_selected_rank,6,piecewise_linear,external,1,1,4,1.125,12.882700082039083,0.729809895703949,0.89835583971836,1.1574392850700472,-2.6834003769016235e-18,-0.027664900821735793,-1.7163265084640802e-06,0.41076308437678843,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_125000_num_4.stat
validation_selected_rank,6,piecewise_linear,external,2,2,2,1.25,13.405105564701557,0.5621223809162218,0.7035925642359067,0.9005687467234278,2.4868887331386258e-18,-0.007362885633634418,-7.483347933509301e-07,0.4805569710644859,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_250000_num_2.stat
validation_selected_rank,6,piecewise_linear,external,3,3,10,1.3125,13.789162595949453,0.5275196613686755,0.3939380498824853,0.658379966490281,5.996993266560446e-19,0.018387315621002473,-3.981187678366424e-07,0.5010663368592994,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_312500_num_10.stat
validation_selected_rank,6,piecewise_linear,external,4,4,6,1.375,13.992508553246106,0.438774107755357,0.7102941469207977,0.8348895093283227,3.3949080525952358e-18,0.010971154342446492,-1.2990534423775502e-06,0.5093996882392356,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_375000_num_6.stat
validation_selected_rank,6,piecewise_linear,external,5,5,1,1.5,14.433726838114833,0.5243450178896498,1.1025382249978863,1.2208719160367532,6.5865281978494394e-18,0.0037452030921094146,-7.443523051613026e-07,0.5242821184995106,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_500000_num_1.stat
validation_selected_rank,6,piecewise_linear,external,6,6,9,1.5625,14.613331448806173,0.46177821942869635,0.6156935752008744,0.7696217918447585,-3.5236570605778894e-18,0.003564962403515526,-8.934271633520196e-07,0.5305044874640176,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_562500_num_9.stat
validation_selected_rank,6,piecewise_linear,external,7,7,5,1.625,14.753224726665213,0.4769637543171046,0.3069835057424824,0.5672153874237038,1.0401564592282808e-18,0.005550792272879009,-1.8200103838254262e-06,0.5318919122136734,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_625000_num_5.stat
validation_selected_rank,6,piecewise_linear,external,8,8,3,1.75,15.005398606925544,0.4428351080013837,0.2847856569174543,0.5265033744094199,2.574980159653073e-19,0.0011406513791515714,-7.215869444419802e-08,0.5350986865398093,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_750000_num_3.stat
validation_selected_rank,6,piecewise_linear,external,9,9,7,1.875,15.146719417145968,0.4487775904391191,0.3890761402715114,0.5939541805635726,2.6529071908004687e-18,-0.016593155128237034,-6.483761532344838e-08,0.5374100086697995,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_875000_num_7.stat
validation_selected_rank,6,pchip,fitting,0,0,1,1.0,12.534418235102383,0.6124280116773605,0.0,0.6124280116773605,0.0,0.06911479543256502,-6.3715790890744965e-06,0.2973883621510304,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_000000_num_1.stat
validation_selected_rank,6,pchip,fitting,1,1,2,1.010101,12.524596526960545,0.9105354575241453,0.0,0.9105354575241453,0.0,-0.014203037068704825,-2.0316724701392563e-06,0.30044985578822003,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_010101_num_2.stat
validation_selected_rank,6,pchip,fitting,2,2,3,1.020202,12.554494000906189,0.592946125749577,0.0,0.592946125749577,0.0,-0.0457954172693364,-3.1594236451693446e-06,0.3070200506931768,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_020202_num_3.stat
validation_selected_rank,6,pchip,fitting,3,3,4,1.030303,12.539806988972247,0.5922620909902053,0.0,0.5922620909902053,0.0,0.042516739086405346,-2.1990356488853664e-06,0.31289753598422004,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_030303_num_4.stat
validation_selected_rank,6,pchip,fitting,4,4,5,1.040404,12.590767314087513,0.6625982524553792,0.0,0.6625982524553792,0.0,0.04919167906173891,-4.485207616097223e-06,0.3292152286466335,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_040404_num_5.stat
validation_selected_rank,6,pchip,fitting,5,6,7,1.060606,12.627659554902852,0.8412934606039755,0.0,0.8412934606039755,0.0,-0.006024293577035467,-1.5011266652584054e-06,0.34047865891516654,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_060606_num_7.stat
validation_selected_rank,6,pchip,fitting,6,7,8,1.070707,12.672868783094982,0.5036708833710044,0.0,0.5036708833710044,0.0,0.0018348957983845332,-3.799220389036216e-08,0.34736735824907344,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_070707_num_8.stat
validation_selected_rank,6,pchip,fitting,7,9,10,1.090909,12.723670047354258,0.45887632108415977,0.0,0.45887632108415977,0.0,-0.01995611056813699,-3.4204270475416067e-06,0.3804108604196717,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_090909_num_10.stat
validation_selected_rank,6,pchip,fitting,8,10,11,1.10101,12.762901664468703,0.6457846038043286,0.0,0.6457846038043286,0.0,-0.015859439303996747,-1.9357210899112326e-06,0.38094674696370806,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_101010_num_11.stat
validation_selected_rank,6,pchip,fitting,9,11,12,1.111111,12.822783290795366,0.7278307320640548,0.0,0.7278307320640548,0.0,-0.021487731919828546,-2.76375195579743e-06,0.39533189118182505,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_111111_num_12.stat
validation_selected_rank,6,pchip,fitting,10,12,13,1.121212,12.857572791713086,0.8808729646721037,0.0,0.8808729646721037,0.0,-0.020079660116570166,-2.460563991509991e-06,0.4133571686924563,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_121212_num_13.stat
validation_selected_rank,6,pchip,fitting,11,13,14,1.131313,12.862207109867983,0.6000761679028767,0.0,0.6000761679028767,0.0,-0.049432571920408556,-1.5262656970412519e-06,0.40643983878945683,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_131313_num_14.stat
validation_selected_rank,6,pchip,fitting,12,14,15,1.141414,12.879957259964085,0.722133160500708,0.0,0.722133160500708,0.0,-0.04663097422923111,-2.4215698175479066e-06,0.4097446996214188,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_141414_num_15.stat
validation_selected_rank,6,pchip,fitting,13,15,16,1.151515,12.991081996788521,0.4822133619459876,0.0,0.4822133619459876,0.0,0.013848535399150107,-5.974858418245515e-06,0.42700109214307724,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_151515_num_16.stat
validation_selected_rank,6,pchip,fitting,14,16,17,1.161616,12.984597574060377,0.6190888462107866,0.0,0.6190888462107866,0.0,-0.058863748976858796,-2.9979260679320432e-06,0.42839028724752165,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_161616_num_17.stat
validation_selected_rank,6,pchip,fitting,15,17,18,1.171717,13.069509737471007,0.6126133923753069,0.0,0.6126133923753069,0.0,0.0594391361459187,-3.675743738919088e-06,0.4429377988797017,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_171717_num_18.stat
validation_selected_rank,6,pchip,fitting,16,18,19,1.181818,13.113126310068756,0.6749288788634847,0.0,0.6749288788634847,0.0,0.0031010810007633715,-2.9355427394741977e-06,0.44829235738939005,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_181818_num_19.stat
validation_selected_rank,6,pchip,fitting,17,19,20,1.191919,13.193589080137826,0.764393136205306,0.0,0.764393136205306,0.0,0.04120052662635301,-2.4678563385634505e-06,0.44745109006361167,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_191919_num_20.stat
validation_selected_rank,6,pchip,fitting,18,20,21,1.20202,13.190163774841318,0.5944376368496735,0.0,0.5944376368496735,0.0,0.010036380147195555,-4.802187999161181e-06,0.4564186144347621,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_202020_num_21.stat
validation_selected_rank,6,pchip,fitting,19,21,22,1.212121,13.207088409426541,0.660101996558756,0.0,0.660101996558756,0.0,0.024527763145216642,-2.7053430259785122e-06,0.46359609719811723,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_212121_num_22.stat
validation_selected_rank,6,pchip,fitting,20,22,23,1.222222,13.340951901053115,0.5908439924109977,2.9200919912262193e-15,0.5908439924109978,1.3552527156067952e-20,-0.012535548514831622,-3.786106226655076e-06,0.4706752195774895,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_222222_num_23.stat
validation_selected_rank,6,pchip,fitting,21,23,24,1.232323,13.32410511045792,0.5263342283946864,5.685783577650297e-15,0.5263342283946864,-3.2328134891877816e-33,0.02940870544898886,-3.118562024503262e-06,0.4690322016088325,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_232323_num_24.stat
validation_selected_rank,6,pchip,fitting,22,24,25,1.242424,13.43435615998512,0.5646509006012318,0.0,0.5646509006012318,0.0,0.05202991839737006,-7.323858535148051e-07,0.47897987237597767,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_242424_num_25.stat
validation_selected_rank,6,pchip,fitting,23,25,26,1.252525,13.44689779541386,0.49158622574170163,0.0,0.49158622574170163,0.0,-0.029644654224297188,-7.536504048987415e-07,0.48108260123720026,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_252525_num_26.stat
validation_selected_rank,6,pchip,fitting,24,26,27,1.262626,13.578453961834699,0.5453420210989339,0.0,0.5453420210989339,0.0,5.115861188855939e-05,-2.59265367773527e-06,0.4894805423203241,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_262626_num_27.stat
validation_selected_rank,6,pchip,fitting,25,27,28,1.272727,13.526468346617014,0.6391856505687638,0.0,0.6391856505687638,0.0,-0.020063245725895625,-8.034281380396997e-07,0.48743069586836574,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_272727_num_28.stat
validation_selected_rank,6,pchip,fitting,26,29,30,1.292929,13.687821896707566,0.5456622486500221,0.0,0.5456622486500221,0.0,-0.017703124233650763,-2.1925168492471843e-06,0.4929658745480098,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_292929_num_30.stat
validation_selected_rank,6,pchip,fitting,27,30,31,1.30303,13.76195028743179,0.6587324303307338,0.0,0.6587324303307338,0.0,0.029291704891612706,-1.3066578321075487e-06,0.5010135805017472,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_303030_num_31.stat
validation_selected_rank,6,pchip,fitting,28,32,33,1.323232,13.8560714405087,0.4806708976457209,0.0,0.4806708976457209,0.0,0.016287645290229764,-1.3084139223327907e-06,0.5017643823024688,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_323232_num_33.stat
validation_selected_rank,6,pchip,fitting,29,33,34,1.333333,13.816382747531229,0.5964808839385023,0.0,0.5964808839385023,0.0,0.07267835504336963,-8.663669629437703e-07,0.5005698802815017,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_333333_num_34.stat
validation_selected_rank,6,pchip,fitting,30,34,35,1.343434,13.85398380996654,0.7313027077804889,0.0,0.7313027077804889,0.0,-0.03527439362518551,-2.9827551540033083e-07,0.5076889262330059,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_343434_num_35.stat
validation_selected_rank,6,pchip,fitting,31,35,36,1.353535,13.973012279188808,0.5315615051668354,0.0,0.5315615051668354,0.0,-0.011879484286907641,-1.8052417293802517e-06,0.5109734341095817,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_353535_num_36.stat
validation_selected_rank,6,pchip,fitting,32,36,37,1.363636,13.992362119036713,0.3767890375346356,0.0,0.3767890375346356,0.0,-0.001574550768372265,-1.3455324343930046e-06,0.5082653752743156,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_363636_num_37.stat
validation_selected_rank,6,pchip,fitting,33,38,39,1.383838,14.064538571547207,0.5037302965043988,0.0,0.5037302965043988,0.0,0.00877356434544773,-1.262905841934697e-06,0.5102818651121644,0.0,0.0,rotating_drum_bidisperse_size_ratio_1_383838_num_39.stat
