model,rank,method,evaluation_role,case_index,source_index,simulation_number,size_ratio,mode,absolute_coefficient_error,field_normalised_error_percent
validation_selected_rank,6,pchip,internal_validation,7,51,52,1.515152,4,0.04500848176944253,0.31041381132992857
validation_selected_rank,6,pchip,internal_validation,7,51,52,1.515152,5,0.010072263390092956,0.06946623269039867
validation_selected_rank,6,pchip,internal_validation,7,51,52,1.515152,6,0.008308859318847917,0.05730441435860328
validation_selected_rank,6,pchip,internal_validation,8,53,54,1.535354,1,0.015270867722872339,0.10500897258853405
validation_selected_rank,6,pchip,internal_validation,8,53,54,1.535354,2,0.037788437110897743,0.2598493437801469
validation_selected_rank,6,pchip,internal_validation,8,53,54,1.535354,3,0.026380286187536017,0.18140205254974237
validation_selected_rank,6,pchip,internal_validation,8,53,54,1.535354,4,0.04424676579942275,0.30425955494354406
validation_selected_rank,6,pchip,internal_validation,8,53,54,1.535354,5,0.03001833303228459,0.20641880787293948
validation_selected_rank,6,pchip,internal_validation,8,53,54,1.535354,6,0.014306821192660857,0.09837977917908398
validation_selected_rank,6,pchip,internal_validation,9,65,66,1.656566,1,0.050400237261996494,0.34042339815663336
validation_selected_rank,6,pchip,internal_validation,9,65,66,1.656566,2,0.11215918916112466,0.757568106480184
validation_selected_rank,6,pchip,internal_validation,9,65,66,1.656566,3,0.07702534489392168,0.5202600439491822
validation_selected_rank,6,pchip,internal_validation,9,65,66,1.656566,4,0.0604620104457223,0.40838464605472596
validation_selected_rank,6,pchip,internal_validation,9,65,66,1.656566,5,0.009078641321494779,0.061320781353521245
validation_selected_rank,6,pchip,internal_validation,9,65,66,1.656566,6,0.06495838592998833,0.43875496780113166
validation_selected_rank,6,pchip,external,0,0,8,1.0625,1,0.02690691770026099,0.21264367011256885
validation_selected_rank,6,pchip,external,0,0,8,1.0625,2,0.007051942363894614,0.05573105483079208
validation_selected_rank,6,pchip,external,0,0,8,1.0625,3,0.13624601153155963,1.0767436186118484
validation_selected_rank,6,pchip,external,0,0,8,1.0625,4,0.15126338265982434,1.195424953565564
validation_selected_rank,6,pchip,external,0,0,8,1.0625,5,0.035710983936844035,0.2822216491778934
validation_selected_rank,6,pchip,external,0,0,8,1.0625,6,0.04912203593618627,0.3882083455724409
validation_selected_rank,6,pchip,external,1,1,4,1.125,1,0.03453457711284358,0.26806940232188825
validation_selected_rank,6,pchip,external,1,1,4,1.125,2,0.04737495994578689,0.36774092111199985
validation_selected_rank,6,pchip,external,1,1,4,1.125,3,0.037944934614965946,0.29454178373575857
validation_selected_rank,6,pchip,external,1,1,4,1.125,4,0.041745791970881574,0.32404536087184926
validation_selected_rank,6,pchip,external,1,1,4,1.125,5,0.050416137310743556,0.3913475978613612
validation_selected_rank,6,pchip,external,1,1,4,1.125,6,0.07168274427388323,0.5564263998804297
validation_selected_rank,6,pchip,external,2,2,2,1.25,1,0.0432423784384568,0.3225814092230874
validation_selected_rank,6,pchip,external,2,2,2,1.25,2,0.06314737825512662,0.471069608145473
validation_selected_rank,6,pchip,external,2,2,2,1.25,3,0.033091540581002,0.24685773954767604
validation_selected_rank,6,pchip,external,2,2,2,1.25,4,0.03477069945595549,0.2593840032674864
validation_selected_rank,6,pchip,external,2,2,2,1.25,5,0.011430470484696802,0.08526952980359676
validation_selected_rank,6,pchip,external,2,2,2,1.25,6,0.0017440535713119706,0.013010368048905395
validation_selected_rank,6,pchip,external,3,3,10,1.3125,1,0.03279596742223845,0.23783871713770507
validation_selected_rank,6,pchip,external,3,3,10,1.3125,2,0.053716501561188235,0.3895559370441203
validation_selected_rank,6,pchip,external,3,3,10,1.3125,3,0.013017166239493672,0.09440142683731531
validation_selected_rank,6,pchip,external,3,3,10,1.3125,4,0.024922630535684605,0.18074071113648044
validation_selected_rank,6,pchip,external,3,3,10,1.3125,5,0.023924045101990123,0.17349889767068072
validation_selected_rank,6,pchip,external,3,3,10,1.3125,6,0.03111520366054212,0.22564969731869117
validation_selected_rank,6,pchip,external,4,4,6,1.375,1,0.03532549992885947,0.25246009173004474
validation_selected_rank,6,pchip,external,4,4,6,1.375,2,0.04899810380451142,0.3501738349350117
validation_selected_rank,6,pchip,external,4,4,6,1.375,3,0.013600519461036242,0.09719857886298075
validation_selected_rank,6,pchip,external,4,4,6,1.375,4,0.04522309132997804,0.3231950236649081
validation_selected_rank,6,pchip,external,4,4,6,1.375,5,0.029965200409645426,0.2141517390939442
validation_selected_rank,6,pchip,external,4,4,6,1.375,6,0.046864758395128436,0.3349274950720422
validation_selected_rank,6,pchip,external,5,5,1,1.5,1,0.03441602416718048,0.23844170360976227
validation_selected_rank,6,pchip,external,5,5,1,1.5,2,0.0475073376077767,0.3291411715117477
validation_selected_rank,6,pchip,external,5,5,1,1.5,3,0.11666866795411673,0.8083059161548789
validation_selected_rank,6,pchip,external,5,5,1,1.5,4,0.05570864684221183,0.3859616263147173
validation_selected_rank,6,pchip,external,5,5,1,1.5,5,0.06987306357121542,0.4840957872827628
validation_selected_rank,6,pchip,external,5,5,1,1.5,6,0.02139587821408012,0.14823529954564807
validation_selected_rank,6,pchip,external,6,6,9,1.5625,1,0.027102021279370447,0.18546093595642443
validation_selected_rank,6,pchip,external,6,6,9,1.5625,2,0.05598818325858035,0.3831308655026385
validation_selected_rank,6,pchip,external,6,6,9,1.5625,3,0.06366659823578502,0.43567477038910396
validation_selected_rank,6,pchip,external,6,6,9,1.5625,4,0.013711711335598717,0.0938301535391431
validation_selected_rank,6,pchip,external,6,6,9,1.5625,5,0.027798015995441357,0.1902236741349783
validation_selected_rank,6,pchip,external,6,6,9,1.5625,6,0.03738690870575686,0.25584110534091226
validation_selected_rank,6,pchip,external,7,7,5,1.625,1,0.004600661793823235,0.03118410977301746
validation_selected_rank,6,pchip,external,7,7,5,1.625,2,0.0005894010021663121,0.003995065574382659
validation_selected_rank,6,pchip,external,7,7,5,1.625,3,0.02816758052709034,0.19092490658113415
validation_selected_rank,6,pchip,external,7,7,5,1.625,4,0.001159846797014405,0.007861649358042242
validation_selected_rank,6,pchip,external,7,7,5,1.625,5,0.027503320261870568,0.1864224315119435
validation_selected_rank,6,pchip,external,7,7,5,1.625,6,0.021348328643568205,0.14470279575544523
validation_selected_rank,6,pchip,external,8,8,3,1.75,1,0.010468445274279148,0.06976452641149816
validation_selected_rank,6,pchip,external,8,8,3,1.75,2,0.020160394973208984,0.13435427809231418
validation_selected_rank,6,pchip,external,8,8,3,1.75,3,0.02526912290595587,0.16840021093670407
validation_selected_rank,6,pchip,external,8,8,3,1.75,4,0.012575749956073023,0.08380816988273042
validation_selected_rank,6,pchip,external,8,8,3,1.75,5,0.02435680118957087,0.16232025438050882
validation_selected_rank,6,pchip,external,8,8,3,1.75,6,0.008870476542191093,0.059115234287058796
validation_selected_rank,6,pchip,external,9,9,7,1.875,1,0.026514050122882438,0.17504813677916778
validation_selected_rank,6,pchip,external,9,9,7,1.875,2,0.05104682764582513,0.3370157341664395
validation_selected_rank,6,pchip,external,9,9,7,1.875,3,0.03655064556019977,0.2413106399714827
validation_selected_rank,6,pchip,external,9,9,7,1.875,4,0.003938292164581969,0.026000958069665257
validation_selected_rank,6,pchip,external,9,9,7,1.875,5,0.01905566745528824,0.12580722551523185
validation_selected_rank,6,pchip,external,9,9,7,1.875,6,0.019630160200353942,0.1296000781405692
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,1,0.0023787072108714113,0.018977404186258047
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,2,0.012869612939431008,0.10267419435063942
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,3,0.02355148712981714,0.18789453717015506
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,4,0.05582888481108225,0.44540467506289677
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,5,0.060060837727332686,0.479167334301432
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,6,0.07627262185797776,0.6085054800898364
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,7,0.0023638094277439025,0.018858549183591963
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,8,0.04528239362572641,0.3612644223001431
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,9,0.0009881175284024886,0.007883234066941261
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,10,0.016106781833888483,0.1285004340192014
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,11,0.008415819601889238,0.06714168495128803
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,12,0.004996316501361701,0.03986077700335241
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,13,0.007899777234347073,0.06302468200896559
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,14,0.022020322004240204,0.17567885155270105
paper_rank15,15,frozen_nn,fitting,0,0,1,1.0,15,0.025215603278712948,0.20117091041447116
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,1,0.010369340444258413,0.08279181227065709
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,2,0.05326988309356384,0.4253221489322604
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,3,0.002962777135798511,0.023655669301768035
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,4,0.05490278675272711,0.43835972388046945
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,5,0.08539046091160099,0.6817821294904695
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,6,0.05803167900531068,0.4633417043047353
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,7,0.026546865047754907,0.21195784623169228
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,8,0.06454789272147196,0.5153690386953836
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,9,0.011223593819914054,0.08961241821845563
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,10,0.0284776815970558,0.22737404383250603
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,11,0.02163987366625285,0.1727790082472572
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,12,0.022462247820689445,0.1793450812753691
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,13,0.013458710409393223,0.10745823532456232
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,14,0.01588301327154242,0.12681457033248553
paper_rank15,15,frozen_nn,fitting,1,1,2,1.010101,15,0.0166226432713114,0.1327199901053049
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,1,0.03352257624278465,0.2670165459505176
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,2,0.07858926816993694,0.6259851505306732
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,3,0.08092364908390925,0.6445791369852751
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,4,0.014210449901689834,0.11319014450653382
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,5,0.035063824602656835,0.279293013323563
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,6,0.0625497387358724,0.498225884144415
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,7,0.027767615177351133,0.22117669716793728
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,8,0.005549031908214749,0.044199566368937036
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,9,0.014581079107898937,0.11614230813959105
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,10,0.005022150463601022,0.04000281065281102
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,11,0.002646948093651919,0.021083670066359195
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,12,0.01432987796540548,0.11414142190335304
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,13,0.029724692738948892,0.23676535857839712
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,14,0.012530045632682117,0.09980526201834732
paper_rank15,15,frozen_nn,fitting,2,2,3,1.020202,15,0.013037809986482707,0.10384974484468774
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,1,0.07632472402371349,0.6086594800927554
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,2,0.15448895495455428,1.2319883000624723
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,3,0.013447981478102888,0.10724233227775601
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,4,0.03303720234560535,0.2634586192168581
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,5,0.04253505279314465,0.33920021919436893
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,6,0.026666009105024046,0.21265087356188703
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,7,0.010120386746329126,0.08070608068552565
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,8,0.0072705468186312775,0.057979734656403714
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,9,0.007780682679564447,0.06204786633803002
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,10,0.0349628714772199,0.2788150687484021
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,11,0.024666073461701056,0.19670217797923753
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,12,0.01277597967592453,0.10188338374872896
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,13,0.0143284836896495,0.11426398908890903
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,14,0.0060313074844083716,0.04809729120801
paper_rank15,15,frozen_nn,fitting,3,3,4,1.030303,15,0.014455247939431178,0.11527488383308776
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,1,0.012741523109930597,0.10119735193322496
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,2,0.014338882586264923,0.11388410434860062
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,3,0.07414771726517244,0.5889054687096815
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,4,0.031851451744201224,0.25297466746576586
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,5,0.029749416959007992,0.23627961836545155
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,6,0.035457970924094306,0.28161882464797217
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,7,0.031067792682812026,0.2467505903953209
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,8,0.03155459404049374,0.25061692630272064
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,9,0.0181943953674071,0.1445058503070724
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,10,0.01506627440103148,0.11966128850760495
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,11,0.005226631597118782,0.04151162091027469
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,12,0.015679483787062326,0.12453159840003492
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,13,0.03430002919609873,0.2724220719869967
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,14,0.001468815334279388,0.011665812715289919
paper_rank15,15,frozen_nn,fitting,4,4,5,1.040404,15,0.028743496172487983,0.22829026583890216
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,1,0.008196556336525163,0.06490954480430812
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,2,0.026546512761268737,0.21022512244528885
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,3,0.01249069258589297,0.0989153416085192
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,4,0.056275332354974825,0.4456513268377211
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,5,0.01936824757187268,0.15337955135441314
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,6,0.03231775444754499,0.25592830014962836
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,7,0.05705742665406721,0.4518448284576529
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,8,0.027444384193700135,0.21733547752358034
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,9,0.03531289930651603,0.279647223248154
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,10,0.02847799607246264,0.22552077800834983
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,11,0.0029346714750557563,0.023240026881436886
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,12,0.005653056682620904,0.04476725602272063
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,13,0.012253211299896333,0.09703469789173137
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,14,0.03283883806180581,0.26005482582919104
paper_rank15,15,frozen_nn,fitting,5,6,7,1.060606,15,0.015604821877258387,0.12357651716386046
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,1,0.01928484823585741,0.1521742911248517
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,2,0.020934671524496462,0.16519283741359606
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,3,0.10418280895633036,0.8220933297700153
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,4,0.022394032492473202,0.17670846969034984
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,5,0.001960378211893293,0.015469095793908528
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,6,0.009055099654055428,0.07145264272075878
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,7,0.025805764776261578,0.20363001635971542
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,8,0.02861546023559709,0.22580096681635956
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,9,0.0015735589307204105,0.01241675391462638
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,10,0.011413753227868789,0.09006447887390899
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,11,0.011615967018563694,0.0916601222452398
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,12,0.008060723575275104,0.06360614722080714
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,13,0.0010395507208904768,0.008202962870389609
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,14,0.016312125452082465,0.12871691273125216
paper_rank15,15,frozen_nn,fitting,6,7,8,1.070707,15,0.004483399305789866,0.035377935197833915
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,1,0.005414960425342841,0.042558164469761774
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,2,0.019180216513897896,0.15074437204449673
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,3,0.08908663207667031,0.7001645888734348
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,4,0.03092629308883628,0.24306110559089084
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,5,0.00969324305641135,0.07618276032257651
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,6,0.029964620235762338,0.23550296513695856
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,7,0.004195941829391668,0.03297744922475545
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,8,0.00017221150203128657,0.0013534734977436482
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,9,0.004460643969454091,0.03505784064544829
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,10,0.006389135816928144,0.05021456696966684
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,11,0.004651118741959937,0.0365548518992528
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,12,0.004826908679446447,0.03793644963663725
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,13,0.00376103718306159,0.029559373742512714
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,14,0.0004492687067615508,0.0035309679132631325
paper_rank15,15,frozen_nn,fitting,7,9,10,1.090909,15,0.01760771916468041,0.13838553734220524
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,1,0.004284637251158685,0.03357102768476942
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,2,0.015697817274400006,0.12299567674412132
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,3,0.010386932953280775,0.08138378894039033
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,4,0.0136883099201476,0.10725076694945623
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,5,0.02776074920676638,0.2175112677084315
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,6,0.027025959569544962,0.2117540374441959
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,7,0.022067611191386734,0.17290434237867622
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,8,0.030335895810337472,0.2376880791520249
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,9,0.0407797249631974,0.31951766169856316
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,10,0.013851768040760814,0.10853149546175272
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,11,0.014872200098619073,0.11652679374646091
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,12,0.013786538364087154,0.10802040732217036
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,13,0.021128569684112666,0.16554675605574534
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,14,0.006399411313239258,0.050140724119616994
paper_rank15,15,frozen_nn,fitting,8,10,11,1.10101,15,0.0018352060347990914,0.014379222554916455
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,1,0.03646141520531998,0.284348681393479
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,2,0.06168138883873553,0.4810296441881892
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,3,0.028260926612374032,0.22039619614144687
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,4,0.015536654759531796,0.12116444930239553
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,5,0.05090376866211711,0.3969790918845021
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,6,0.016473370419311364,0.12846953774175154
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,7,0.03126316815187764,0.24380953372517353
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,8,0.008915405096244404,0.06952784659976426
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,9,0.031159469219546276,0.24300082527257255
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,10,0.005876162256798233,0.04582594997933361
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,11,0.02193014454732396,0.1710248395374986
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,12,0.023363592143417735,0.18220375103889436
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,13,0.008724388348841393,0.06803817978507098
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,14,0.012318467495369918,0.0960670333110327
paper_rank15,15,frozen_nn,fitting,9,11,12,1.111111,15,0.03770646277769715,0.2940583329109535
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,1,0.028799632125316776,0.22398964868298166
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,2,0.06323720861805482,0.49182850948984885
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,3,0.07250917807093502,0.5639414160475791
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,4,0.07915140646417962,0.6156014649607428
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,5,0.034073989185747305,0.26501105409030656
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,6,0.037933305903866704,0.29502695818541536
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,7,0.0338113616563567,0.26296846383128136
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,8,0.06911479715431794,0.5375415583792265
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,9,0.019040299691908666,0.14808626791660437
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,10,0.047696927178575405,0.3709636954909316
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,11,0.0177427789504692,0.13799477738056992
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,12,0.04055001920219461,0.315378492185786
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,13,0.0014156376078123785,0.01101014655522526
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,14,0.028827236693249797,0.2242043436987533
paper_rank15,15,frozen_nn,fitting,10,12,13,1.121212,15,0.0003164390313901543,0.002461110168430113
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,1,0.03226583574660857,0.2508576908379432
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,2,0.04073773914120338,0.3167243288280522
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,3,0.009612306809063234,0.07473295000582442
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,4,0.029566617593814314,0.2298720378334647
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,5,0.02509658508895706,0.1951188071734809
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,6,0.004756312746959723,0.03697897807376032
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,7,0.0018139760040166292,0.014103147216661852
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,8,0.010182814842462756,0.07916848761244423
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,9,0.008028573342998703,0.06241987300017211
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,10,0.03617213273518626,0.281228038284617
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,11,0.017215984766319473,0.13384938229700283
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,12,0.003621908299061666,0.028159306315965874
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,13,0.010391208594908361,0.0807886897337872
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,14,0.012305277696437971,0.09567003229948978
paper_rank15,15,frozen_nn,fitting,11,13,14,1.131313,15,0.0012273833734769415,0.009542556444572282
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,1,0.06605033653399062,0.5128148735345632
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,2,0.07903269817788061,0.6136099412654494
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,3,0.045107272471419574,0.35021290491103196
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,4,0.08504516096491374,0.6602907078680079
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,5,0.07613036495100872,0.5910762234254573
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,6,0.015421307510027911,0.11973104567639622
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,7,0.027990626696911186,0.2173192513915938
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,8,0.027767852680078232,0.21558963372022605
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,9,0.0005027380950760503,0.0039032590320680315
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,10,0.04376024346095918,0.3397545704362159
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,11,0.013994546581627444,0.10865367251743868
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,12,0.02786322463793095,0.21633010168861883
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,13,0.0014324765113674217,0.011121748950364267
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,14,0.015209203360645933,0.11808426886572093
paper_rank15,15,frozen_nn,fitting,12,14,15,1.141414,15,0.011562751319232439,0.08977321186595832
paper_rank15,15,frozen_nn,fitting,13,15,16,1.151515,1,0.028397348508940823,0.2185910959222706
paper_rank15,15,frozen_nn,fitting,13,15,16,1.151515,2,0.041966259271491335,0.32303898383418456
paper_rank15,15,frozen_nn,fitting,13,15,16,1.151515,3,0.00674603681285274,0.05192821363548012
paper_rank15,15,frozen_nn,fitting,13,15,16,1.151515,4,0.046605729428587914,0.35875171475408396
paper_rank15,15,frozen_nn,fitting,13,15,16,1.151515,5,0.06411521571463594,0.49353253047348655
paper_rank15,15,frozen_nn,fitting,13,15,16,1.151515,6,0.06243445112128912,0.4805946967059658
paper_rank15,15,frozen_nn,fitting,13,15,16,1.151515,7,0.010312090829675909,0.07937822909766194
