model,rank,method,evaluation_role,case_index,source_index,simulation_number,size_ratio,mode,absolute_coefficient_error,field_normalised_error_percent
paper_rank15,15,frozen_nn,fitting,82,92,93,1.929293,14,0.015392342602400274,0.10139876408381848
paper_rank15,15,frozen_nn,fitting,82,92,93,1.929293,15,0.0019749250308506556,0.013010037682972696
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,1,0.0033112154249490544,0.02177580320088265
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,2,0.011747761472207685,0.07725771628816386
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,3,0.018877252485870466,0.12414394183127261
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,4,0.01921068520336859,0.12633672131105725
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,5,0.022533738727563465,0.14819037632354576
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,6,0.02161764521909923,0.1421657994254026
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,7,0.01801493437364053,0.11847301224843987
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,8,0.0014137612418314359,0.009297427869897795
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,9,0.003900616567680874,0.025651927718121185
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,10,0.0005301071563778782,0.003486184869062636
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,11,5.62204591597759e-05,0.0003697269725497779
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,12,0.002900567859717342,0.019075229720211282
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,13,0.011444379399850465,0.07526256120023163
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,14,0.007523875378889197,0.049479846078325854
paper_rank15,15,frozen_nn,fitting,83,93,94,1.939394,15,0.014708759281752165,0.09673035618137686
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,1,0.00022750607231891706,0.001494929883112938
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,2,0.0008561139371328075,0.005625477574836966
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,3,0.005457024824026602,0.035857809856129116
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,4,0.017962162725944836,0.11802838293788931
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,5,0.027475861906304567,0.18054237677859017
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,6,0.027816771298441248,0.1827824736364208
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,7,0.011024258037864831,0.07243979297770062
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,8,0.00525992023031338,0.034562646416149895
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,9,0.012526265330698606,0.08230940025377889
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,10,0.0013484945191214466,0.008860883286766845
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,11,0.016766520538426914,0.11017188391167654
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,12,0.0034996844269820013,0.022996233806131035
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,13,0.0011263059242615416,0.007400894255452858
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,14,0.020724080681786276,0.13617679385637121
paper_rank15,15,frozen_nn,fitting,84,94,95,1.949495,15,0.004023880605530272,0.02644069805246076
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,1,0.026548546095348513,0.17400684558927965
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,2,0.038312441161224564,0.2511108144810086
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,3,0.01289748268022195,0.08453382980625812
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,4,0.009971674677671558,0.06535723838406854
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,5,0.024530953579844212,0.16078296101019326
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,6,0.01611514767342936,0.10562333631332706
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,7,0.01478267193168354,0.09688990511853748
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,8,0.007000850757692035,0.04588559962614095
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,9,0.025087178893645902,0.16442862250683157
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,10,0.007636087143506148,0.05004912252875349
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,11,0.0028225647440873265,0.01849990526133558
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,12,0.0020436699063589555,0.013394803337029675
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,13,0.0006364793432776287,0.004171669605134457
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,14,0.009699123487707594,0.06357085909772625
paper_rank15,15,frozen_nn,fitting,85,95,96,1.959596,15,0.0024579001167071147,0.016109787878616142
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,1,0.010197229370547234,0.06699485941550024
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,2,0.015840823510321567,0.10407275403306851
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,3,0.022057439487438046,0.1449153494374632
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,4,0.0348426082477004,0.228912732704253
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,5,0.03975964496822898,0.26121721187818636
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,6,0.0003107609612533306,0.0020416709435923308
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,7,0.02119412457257138,0.13924344982129394
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,8,0.02324496756720264,0.1527172997383535
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,9,0.018673830818409284,0.12268535157614367
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,10,0.0006675722456436915,0.0043858882762572195
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,11,0.006538142047434481,0.0429549921247812
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,12,0.01713119937659603,0.1125504048353445
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,13,0.00650217665377081,0.04271870279512464
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,14,0.0023055066094262223,0.015146966452096922
paper_rank15,15,frozen_nn,fitting,86,96,97,1.969697,15,0.00963649035515416,0.06331085563957763
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,1,0.002644498777577553,0.017348315990616665
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,2,0.010847940263954303,0.071164145410876
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,3,0.015242422270479117,0.09999261873469696
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,4,0.01996988433493252,0.13100549210910542
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,5,0.018362947595128007,0.1204637415984106
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,6,0.009644483652085818,0.06326928618056987
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,7,0.01671840360454868,0.10967528177723634
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,8,0.014204977775222744,0.09318682435164187
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,9,0.00043716996686413243,0.0028679017706764553
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,10,0.013610749993237905,0.08928859931947926
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,11,0.00712559925323312,0.046745019704954316
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,12,0.012493614616010187,0.08196002057602592
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,13,0.01185841258357273,0.07779299820110867
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,14,0.00273230768416673,0.017924355832728073
paper_rank15,15,frozen_nn,fitting,87,97,98,1.979798,15,0.012236786085400275,0.08027518617859505
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,1,0.004761136736544103,0.031239193109951605
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,2,0.031579250621753596,0.20720058318606155
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,3,0.0015043738307501942,0.009870631155717418
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,4,0.011141392318226778,0.07310189255254415
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,5,0.04837918768073636,0.31742982192906305
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,6,0.05133145466140211,0.3368004981823341
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,7,0.0510923996329106,0.3352319891030565
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,8,0.0028218946178671994,0.01851526553036437
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,9,0.007248219953301436,0.04755766434654896
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,10,0.009844828439427513,0.06459476250557182
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,11,0.011629884534033682,0.07630703105343431
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,12,0.018190675768339194,0.11935427705026207
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,13,0.00025255339842723736,0.0016570757826564124
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,14,0.01361229948932375,0.08931422808204013
paper_rank15,15,frozen_nn,fitting,88,98,99,1.989899,15,0.004580108560678727,0.030051414968484996
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,1,0.025578335460782142,0.1672769956991069
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,2,0.07594191833838582,0.496644356187658
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,3,0.01510371502623542,0.09877515592669697
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,4,0.01060830408124333,0.06937610302647493
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,5,0.0809649532794024,0.5294939603189818
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,6,0.02499089951659095,0.16343528676301783
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,7,0.03331014015348422,0.21784139080255244
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,8,0.0034173227590156723,0.022348580318636766
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,9,0.04879110277044639,0.31908366753577144
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,10,0.0006573229832360824,0.00429875564061994
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,11,0.013348382840645578,0.08729564839933587
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,12,0.013966091996579187,0.09133533784585333
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,13,0.015510618073218114,0.10143621725120883
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,14,0.0014528934158842695,0.009501620856164269
paper_rank15,15,frozen_nn,fitting,89,99,100,2.0,15,0.0002634954484932858,0.0017232054475134252
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,1,0.02106733977872821,0.16698298175776405
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,2,0.028561994412306113,0.22638676937897598
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,3,0.08443721230138268,0.6692623572547418
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,4,0.145847457923732,1.1560094279433033
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,5,0.015963845800792065,0.1265319019931021
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,6,0.1107335306090137,0.8776910286664574
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,7,0.06564391896566185,0.5203038180558064
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,8,0.07042561325590609,0.5582042639035193
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,9,0.0010437867846040802,0.008273214911952214
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,10,0.06603382315649078,0.523394258760152
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,11,0.030907000518866974,0.24497364916666867
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,12,0.03214148965158708,0.254758400278781
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,13,0.02146081411842371,0.17010172001221907
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,14,0.0025181261276489997,0.019959055754230858
paper_rank15,15,frozen_nn,internal_validation,0,5,6,1.050505,15,0.02277761677225377,0.18053890077792248
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,1,0.02795269013810575,0.22055973378057903
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,2,0.03355355937415183,0.26475319857909346
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,3,0.02830361347264637,0.22332868220240407
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,4,0.06058074986211652,0.4780103094120922
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,5,0.07331498260784312,0.5784893320185269
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,6,0.05473151262772717,0.43185710552143475
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,7,0.041204216238846875,0.3251204416954674
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,8,0.004774016033151347,0.037669208227678365
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,9,0.004188562589895208,0.03304970810273447
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,10,0.0008311636169504449,0.006558267743711206
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,11,0.010396415112693359,0.08203255351090961
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,12,0.01382053160770478,0.10905042616796283
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,13,0.014654296840370512,0.11562922187040459
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,14,0.014932179428503584,0.11782184481145515
paper_rank15,15,frozen_nn,internal_validation,1,8,9,1.080808,15,0.0070522783935184855,0.05564575850610325
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,1,0.04638476173378514,0.34169752821519606
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,2,0.06044319793802466,0.4452602656747438
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,3,0.013508938928557646,0.099514816249149
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,4,0.03684335886830507,0.27140992398966324
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,5,0.05536761643228584,0.40787053702378256
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,6,0.0025050640430158803,0.018453780067513602
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,7,0.03913618446078726,0.2883002303811492
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,8,0.01159771815751293,0.08543563617083778
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,9,0.002298088342566428,0.016929074914340973
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,10,0.03130451416265818,0.2306075252202231
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,11,0.026162644164506872,0.1927294764149738
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,12,0.004666315063411432,0.03437483051421311
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,13,0.0034862948605860096,0.025682105328653813
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,14,0.007224578737756043,0.05322051046107321
paper_rank15,15,frozen_nn,internal_validation,2,28,29,1.282828,15,0.012819436481114489,0.09443553432156607
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,1,0.006881352592589707,0.04993663862323944
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,2,0.00445954318603603,0.032362038350661364
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,3,0.054921168953789734,0.39855225116129994
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,4,0.0073348838029878155,0.05322782648976431
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,5,0.08733501718076711,0.6337732492892197
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,6,0.008078732378755591,0.05862579106413117
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,7,0.00774462415666993,0.056201232618265255
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,8,0.009775960714474584,0.07094224730170139
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,9,0.023062571420430708,0.1673605994241436
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,10,0.03522868638366138,0.2556477316693173
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,11,0.04040979590620253,0.2932460367137611
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,12,0.0008496198657394014,0.006165526272878686
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,13,0.020938079479454006,0.1519435742263965
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,14,0.0010196967146648668,0.007399740917266498
paper_rank15,15,frozen_nn,internal_validation,3,31,32,1.313131,15,0.01878779268915465,0.13633936081940787
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,1,0.01384712352926698,0.09851191321306994
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,2,0.03946176827584358,0.28074092669194006
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,3,0.05216167974990166,0.3710912853279267
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,4,0.054519764381322444,0.3878672914109674
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,5,0.027957447144631265,0.1988962979170231
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,6,0.037592932056495304,0.2674455566419247
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,7,0.044756777409796125,0.3184109510232648
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,8,0.02155862286436457,0.15337345551361695
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,9,0.018491078820383113,0.13155017705442873
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,10,0.04067530067298449,0.28937430083175486
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,11,0.014856948087960533,0.1056960586477653
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,12,0.003909061899220523,0.027810047750828137
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,13,0.010268493161409795,0.07305263833371414
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,14,0.013174779727032727,0.09372869060694126
paper_rank15,15,frozen_nn,internal_validation,4,37,38,1.373737,15,0.011412599686621004,0.08119209939072689
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,1,0.01112182281644536,0.07849051703351219
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,2,0.02763775451886627,0.19504910999152486
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,3,0.0723544350346138,0.5106300567148949
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,4,0.02594977926855309,0.18313648988208142
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,5,0.06831111299105785,0.4820949466911645
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,6,0.05670847692887966,0.4002111657226858
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,7,0.020433651579313247,0.14420728542549688
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,8,0.056410671855667116,0.39810945321049834
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,9,0.032596662173387976,0.2300458216051388
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,10,0.01665036585980939,0.11750734090109118
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,11,0.019982621883784347,0.14102421421641556
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,12,0.007673334431253948,0.05415335209167352
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,13,0.013981303894842702,0.0986708554542142
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,14,0.011951636633172542,0.08434679766227388
paper_rank15,15,frozen_nn,internal_validation,5,40,41,1.40404,15,0.01066422553969581,0.07526109615188384
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,1,0.08887494424874554,0.6284638554086565
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,2,0.16097287308685707,1.1382919369629028
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,3,0.022657923222233756,0.16022160018400625
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,4,0.04972632925778256,0.35163116967139374
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,5,0.018529269732851433,0.13102653838659487
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,6,0.02955244412848477,0.20897501687038864
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,7,0.033171232522765076,0.2345646554957834
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,8,0.015188830540916232,0.10740519818697607
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,9,0.092348791630215,0.6530285686347959
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,10,0.021660890009195986,0.15317125160339332
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,11,0.021980625170754203,0.15543220370908675
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,12,0.01130875014387819,0.07996787818379085
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,13,0.019734742147818708,0.13955082887029677
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,14,0.0038684433843831226,0.027355030873213115
paper_rank15,15,frozen_nn,internal_validation,6,42,43,1.424242,15,0.016079671834544947,0.11370462890598931
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,1,0.0021704928471706353,0.014969421999299981
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,2,0.01207788400093135,0.08329856636211312
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,3,0.024481134151243145,0.168841113026079
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,4,0.026395697677588273,0.18204544558478242
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,5,0.019578624476416034,0.1350295589940981
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,6,0.01401605006556055,0.09666568054725198
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,7,0.016874787749854177,0.11638177905330185
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,8,0.031779142610224555,0.21917390657541663
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,9,0.003951691888726927,0.027253968411218483
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,10,0.022986049736956712,0.15852983761634695
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,11,0.010164936716186164,0.07010538067385154
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,12,0.0020796080503769345,0.014342609117470394
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,13,0.01277084526687744,0.08807777106331188
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,14,0.01156457013471307,0.07975835111029592
paper_rank15,15,frozen_nn,internal_validation,7,51,52,1.515152,15,0.014166218679645796,0.09770136115694503
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,1,0.010900283976816638,0.07495498239529502
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,2,0.012433383916981677,0.08549722875050036
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,3,0.01408232633620124,0.09683605719445004
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,4,0.007305653346309587,0.05023677540176207
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,5,0.021263293715179887,0.14621543892590882
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,6,0.014544096975224106,0.1000113882401584
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,7,0.0004903938724079423,0.00337215655585449
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,8,0.01654599910257034,0.11377731755277824
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,9,0.025606003778720517,0.17607775783914703
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,10,0.014788797723820357,0.10169405452134496
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,11,0.011109785025168756,0.07639560058693363
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,12,0.004612599375142198,0.03171819245220277
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,13,0.015633964037020873,0.10750577706561779
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,14,0.015077397041507139,0.10367858600901216
paper_rank15,15,frozen_nn,internal_validation,8,53,54,1.535354,15,0.008982310834123477,0.061766184429024124
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,1,0.027580844236787527,0.18629207379140175
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,2,0.06460182884356813,0.4363466383648035
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,3,0.027435496587534615,0.18531033752663886
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,4,0.008948457816271377,0.060441469793900686
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,5,0.01597793852958332,0.10792139928833125
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,6,0.015154554124711731,0.10235993108256712
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,7,0.043276253523956656,0.29230515736523976
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,8,0.028431374547424518,0.19203689632223903
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,9,0.0430468331829333,0.29075556045180784
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,10,0.005276764395396982,0.03564138115888337
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,11,0.011472730680484352,0.07749142021066026
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,12,0.00034124889476211005,0.002304931775781706
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,13,0.002739960345067173,0.018506790089766335
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,14,0.009683098711649529,0.06540352877646896
paper_rank15,15,frozen_nn,internal_validation,9,65,66,1.656566,15,0.0056375354819233085,0.038078173640504476
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,1,0.03666088314425231,0.2897286425819858
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,2,0.03401019173336817,0.2687803958810714
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,3,0.10758465730193995,0.8502347474852382
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,4,0.09497790403926828,0.7506043731762514
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,5,0.019334498689367294,0.1527993212338043
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,6,0.020138552511773454,0.15915370777741153
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,7,0.046689599065542826,0.3689849507097236
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,8,0.018672842571031766,0.14757029474616842
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,9,0.0024648797335196045,0.019479788757692428
paper_rank15,15,frozen_nn,external,0,0,8,1.0625,10,0.002972598540963855,0.023492258405937376
