model,rank,method,evaluation_role,heldout_position,source_index,size_ratio,projection_error_percent,coefficient_error_percent,rom_error_percent,pythagorean_residual
validation_selected_rank,6,piecewise_linear,fitting_loo,43,50,1.505051,0.6805827051493066,0.9088406848165235,1.1354224803684987,3.821812658011403e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,44,52,1.525253,0.6329719952024638,0.4252980118067687,0.7625824188619886,2.3174821436877657e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,45,54,1.545455,0.3945853934663991,1.0171350240075467,1.0909909668736344,1.7618285302889447e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,46,55,1.555556,0.4017039264024309,1.2573544490776196,1.3199644900914433,-5.014435047745458e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,47,56,1.565657,0.5496677458524052,1.5004913643034066,1.5980015535598358,8.592302216947623e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,48,57,1.575758,0.3774684185341373,0.8948332555188028,0.9711894574041622,-5.068645156369733e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,49,58,1.585859,0.4966293493015204,0.3968327968320054,0.6357019578616878,1.9888333601530972e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,50,59,1.59596,0.4999467048078274,0.48781013344682456,0.698502279124123,-1.938011383317839e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,51,60,1.606061,0.4139170995743527,0.7694561735596487,0.8737220200665188,1.748276003132876e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,52,61,1.616162,0.4666946899900295,0.9462346497893548,1.0550658491899245,-1.5856456772600502e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,53,62,1.626263,0.4707460718697835,0.6445409596150901,0.798144669093525,3.991219247462263e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,54,63,1.636364,0.4469204764639154,0.43342538297714944,0.6225716624547072,-3.9641141931501256e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,55,64,1.646465,0.5374721202166817,0.6450051961401643,0.8395879841076882,-1.531435568635775e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,56,66,1.666667,0.5722861103220298,0.64189679161635,0.8599667918907612,5.353248226647178e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,57,67,1.676768,0.43821974579795553,0.673583336445991,0.8035863716769475,-1.6737371037744975e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,58,68,1.686869,0.4184049320427146,0.4697183428712723,0.6290453153687938,2.2463313761184045e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,59,69,1.69697,0.35887751068914414,0.537833720086539,0.6465741861074917,3.049318610115481e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,60,70,1.707071,0.39074918180038826,0.7347946521237035,0.8322307996386845,-2.3107058801097313e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,61,71,1.717172,0.46484055469609953,0.5221338730679703,0.6990711857136989,2.0091621508872004e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,62,72,1.727273,0.4532770237686316,0.5026091778076636,0.6768131543439894,1.6635727084074459e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,63,73,1.737374,0.4407149834971824,0.8763571870771732,0.9809340528397961,-2.9544509200229996e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,64,74,1.747475,0.3220446141909264,0.8550747939781675,0.9137098209093787,6.057979638762756e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,65,75,1.757576,0.3349361377505422,1.0851075977003821,1.1356234917252648,-6.193504910323444e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,66,76,1.767677,0.44299030141665635,0.9710787365241056,1.0673492023131452,3.415236843329339e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,67,77,1.777778,0.3828158329379165,0.8090890908929502,0.8950827441917695,-6.288372600415926e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,68,78,1.787879,0.47379181789619135,0.9752118346420912,1.0842125295030618,5.6785088783928295e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,69,79,1.79798,0.41162183957445253,0.5080500394697084,0.6538710740045219,-1.5924219408380846e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,70,80,1.808081,0.5492841018458059,0.5797409803951474,0.7986317229424494,-5.502326025363935e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,71,81,1.818182,0.4520998228911252,0.22908458768767073,0.5068273849884478,1.147729643529577e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,72,82,1.828283,0.4595007758587063,0.6292118202609686,0.7791331579203242,2.2429432443293873e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,73,83,1.838384,0.44456273989654466,0.7869197045540746,0.9038133939701121,-2.1819568721270777e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,74,84,1.848485,0.41812040797552824,0.5018217478146727,0.6531843094758055,-1.0232158002831948e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,75,85,1.858586,0.5743257554732696,0.6550150107892113,0.8711456466970264,4.797594613248357e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,76,86,1.868687,0.3656241076016702,0.38927578894046266,0.5340567646933523,-6.691560283308973e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,77,87,1.878788,0.3777305015932315,0.8050458823226629,0.8892576704636943,-3.266159044612582e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,78,88,1.888889,0.6030879165481295,0.7214896501433454,0.9403522480168689,4.8043708768263915e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,79,89,1.89899,0.42931224644263144,0.4179706201597515,0.5991731337955132,-1.0028870095490916e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,80,90,1.909091,0.36245766752131175,0.37099378888395235,0.5186636213727254,9.402065714522734e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,81,91,1.919192,0.4442420068202306,0.45430724178729986,0.6354101278418774,-1.8905775382715984e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,82,92,1.929293,0.3799208427088262,0.34343004090272256,0.5121367392787255,1.48908392127306e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,83,93,1.939394,0.32520889481620263,0.296954892411381,0.44038963815537957,-4.675621868843738e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,84,94,1.949495,0.35786593366208463,0.23260048977755057,0.42681496496796456,1.285796013932028e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,85,95,1.959596,0.2865804946424876,0.48595849462703866,0.5641666760893379,-1.853308088592409e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,86,96,1.969697,0.398138649373107,0.591918616338921,0.7133596796099758,2.270048298641525e-18
validation_selected_rank,6,piecewise_linear,fitting_loo,87,97,1.979798,0.3540809727500813,0.3857683432459797,0.5236320749480345,-7.843525091574821e-19
validation_selected_rank,6,piecewise_linear,fitting_loo,88,98,1.989899,0.4225945614189586,0.8255610347738527,0.9274358120526728,4.404571325722362e-18
validation_selected_rank,6,pchip,fitting_loo,1,1,1.010101,0.9105354575241457,1.5746582272708736,1.8189621634659041,6.505213034913027e-19
validation_selected_rank,6,pchip,fitting_loo,2,2,1.020202,0.5929461257495774,1.6468135344354942,1.7503085228728608,1.734723475976807e-18
validation_selected_rank,6,pchip,fitting_loo,3,3,1.030303,0.592262090990205,1.8814288482639618,1.9724474379572292,9.053088140253962e-18
validation_selected_rank,6,pchip,fitting_loo,4,4,1.040404,0.6625982524553792,1.6476397089645565,1.7758809235739026,-3.3610267347050637e-18
validation_selected_rank,6,pchip,fitting_loo,5,6,1.060606,0.8412934606039757,0.6935851653845277,1.0903371352460343,3.2864878353466853e-18
validation_selected_rank,6,pchip,fitting_loo,6,7,1.070707,0.5036708833710041,1.0104868937637286,1.1290562967469668,-2.1277467635028025e-18
validation_selected_rank,6,pchip,fitting_loo,7,9,1.090909,0.45887632108415943,1.304305148318235,1.3826711098382012,1.7618285302889447e-18
validation_selected_rank,6,pchip,fitting_loo,8,10,1.10101,0.6457846038043286,0.6886247146031643,0.9440560110888588,4.54009659728305e-19
validation_selected_rank,6,pchip,fitting_loo,9,11,1.111111,0.7278307320640548,0.45778445578717897,0.859827995878977,-3.5575383784680614e-19
validation_selected_rank,6,pchip,fitting_loo,10,12,1.121212,0.8808729646721035,1.0375978605547007,1.3610828410195701,-9.0801931945661e-19
validation_selected_rank,6,pchip,fitting_loo,11,13,1.131313,0.6000761679028763,0.7605080316179536,0.9687434507858197,2.507217523872729e-19
validation_selected_rank,6,pchip,fitting_loo,12,14,1.141414,0.7221331605007077,1.5402217199276556,1.7011053018645477,2.710505431213761e-18
validation_selected_rank,6,pchip,fitting_loo,13,15,1.151515,0.4822133619459863,1.9773867264547864,2.0353348600165906,-7.15573433840433e-18
validation_selected_rank,6,pchip,fitting_loo,14,16,1.161616,0.619088846210787,1.169578245553627,1.3233231925629205,1.6805133673525319e-18
validation_selected_rank,6,pchip,fitting_loo,15,17,1.171717,0.6126133923753077,0.7372624533043577,0.9585672086869668,-1.9922214919421144e-18
validation_selected_rank,6,pchip,fitting_loo,16,18,1.181818,0.674928878863484,0.9728400942194425,1.1840383610529162,6.274820073259857e-18
validation_selected_rank,6,pchip,fitting_loo,17,19,1.191919,0.7643931362053072,1.4213735652722805,1.6138772192247297,-7.345469718589293e-18
validation_selected_rank,6,pchip,fitting_loo,18,20,1.20202,0.5944376368496731,1.2809311244529105,1.4121404497059267,3.550762114890027e-18
validation_selected_rank,6,pchip,fitting_loo,19,21,1.212121,0.6601019965587553,1.8158044443799217,1.9320663617202023,8.131516293641283e-19
validation_selected_rank,6,pchip,fitting_loo,20,22,1.222222,0.5908439924109983,2.473333385485986,2.542926396718485,-7.806255641895632e-18
validation_selected_rank,6,pchip,fitting_loo,21,23,1.232323,0.5263342283946866,1.965279590663474,2.03453965050041,1.0842021724855044e-17
validation_selected_rank,6,pchip,fitting_loo,22,24,1.242424,0.5646509006012311,1.4089042179670255,1.5178411428588554,1.9244588561617704e-18
validation_selected_rank,6,pchip,fitting_loo,23,25,1.252525,0.491586225741702,1.3811774451196763,1.4660518927535873,8.754932542820448e-18
validation_selected_rank,6,pchip,fitting_loo,24,26,1.262626,0.5453420210989344,1.7524294064265895,1.8353219729749928,-9.920449878242366e-18
