model,rank,method,evaluation_role,heldout_position,source_index,size_ratio,projection_error_percent,coefficient_error_percent,rom_error_percent,pythagorean_residual
paper_rank15,15,piecewise_linear,fitting_loo,13,15,1.151515,0.36585278018855416,1.9497432114028557,1.983770865594901,-7.26415455565288e-18
paper_rank15,15,piecewise_linear,fitting_loo,14,16,1.161616,0.3606448259944189,1.2321102324260675,1.283806961877678,3.0357660829594124e-18
paper_rank15,15,piecewise_linear,fitting_loo,15,17,1.171717,0.40236738860170046,0.8444282646718697,0.9353922223254205,-7.995991022080595e-19
paper_rank15,15,piecewise_linear,fitting_loo,16,18,1.181818,0.3407186998268393,1.074559178850426,1.127282866570508,2.7511630126819675e-18
paper_rank15,15,piecewise_linear,fitting_loo,17,19,1.191919,0.36010083205007215,1.55744344843653,1.5985314211240675,-9.351243737687476e-18
paper_rank15,15,piecewise_linear,fitting_loo,18,20,1.20202,0.3283574202985496,1.3051306292966727,1.3458025690990005,2.303929616531697e-18
paper_rank15,15,piecewise_linear,fitting_loo,19,21,1.212121,0.32949307081244683,1.9473872004878885,1.9750652121733814,1.2468324983583301e-18
paper_rank15,15,piecewise_linear,fitting_loo,20,22,1.222222,0.32345154737126497,2.308608301043479,2.3311570498667935,-7.37257477290143e-18
paper_rank15,15,piecewise_linear,fitting_loo,21,23,1.232323,0.3322271877896616,1.8856085840888184,1.9146526151488041,8.944667923005412e-18
paper_rank15,15,piecewise_linear,fitting_loo,22,24,1.242424,0.32983780718819766,1.1795710740175585,1.2248187203458554,3.7947076036992655e-19
paper_rank15,15,piecewise_linear,fitting_loo,23,25,1.252525,0.3147555206581999,1.152960603043107,1.1951523710198653,6.5865281978494394e-18
paper_rank15,15,piecewise_linear,fitting_loo,24,26,1.262626,0.3247262649455364,1.7693217992575088,1.798873752233105,-9.64939933512099e-18
paper_rank15,15,piecewise_linear,fitting_loo,25,27,1.272727,0.31059612003187725,1.7136281473989108,1.741548557272165,7.914675859144182e-18
paper_rank15,15,piecewise_linear,fitting_loo,26,29,1.292929,0.3074429494090285,0.8115991279821119,0.8678792033933258,-1.3010426069826053e-18
paper_rank15,15,piecewise_linear,fitting_loo,27,30,1.30303,0.3280883439360583,0.8006373744152631,0.8652526606357501,-2.6834003769016235e-18
paper_rank15,15,piecewise_linear,fitting_loo,28,32,1.323232,0.31618843800344687,1.4206880065445897,1.4554482265840591,-1.7076184216646695e-18
paper_rank15,15,piecewise_linear,fitting_loo,29,33,1.333333,0.3292980981196618,1.0963991541796756,1.14478309854364,4.2825985813177425e-18
paper_rank15,15,piecewise_linear,fitting_loo,30,34,1.343434,0.2903594973814795,1.0137352668123167,1.0544988520139467,6.667843360785852e-18
paper_rank15,15,piecewise_linear,fitting_loo,31,35,1.353535,0.2795116419478816,1.2204127120089228,1.2520119590552479,-1.5178830414797062e-18
paper_rank15,15,piecewise_linear,fitting_loo,32,36,1.363636,0.28540057071395547,0.7361490835862485,0.7895371802700151,1.3552527156068805e-19
paper_rank15,15,piecewise_linear,fitting_loo,33,38,1.383838,0.2974163898241322,0.6905331943026018,0.751859429261737,9.75781955236954e-19
paper_rank15,15,piecewise_linear,fitting_loo,34,39,1.393939,0.3376300612160172,0.6668566193230179,0.7474568943903328,-1.4840017235895342e-18
paper_rank15,15,piecewise_linear,fitting_loo,35,41,1.414141,0.3023790352905478,0.6524969656142682,0.7191560130591026,-5.89534931288993e-19
paper_rank15,15,piecewise_linear,fitting_loo,36,43,1.434343,0.2766430757169206,1.1526713820535965,1.1854040266286792,2.032879073410321e-18
paper_rank15,15,piecewise_linear,fitting_loo,37,44,1.444444,0.2904745385140821,1.022123882003918,1.06259714270635,-2.913793338554793e-18
paper_rank15,15,piecewise_linear,fitting_loo,38,45,1.454545,0.3267310339962727,0.7708411538590451,0.8372271215500573,-2.2971533529536625e-18
paper_rank15,15,piecewise_linear,fitting_loo,39,46,1.464646,0.3365460287579208,1.2227758510873277,1.26824446045512,3.279711571768651e-18
paper_rank15,15,piecewise_linear,fitting_loo,40,47,1.474747,0.28840658959470883,1.0041154580310332,1.0447134602265324,-2.778268066994105e-18
paper_rank15,15,piecewise_linear,fitting_loo,41,48,1.484848,0.32115470390261225,0.6332678598827276,0.7100482562468686,-5.55653613398821e-19
paper_rank15,15,piecewise_linear,fitting_loo,42,49,1.494949,0.2544043616307383,0.9245936924920426,0.9589551998987126,-3.3745792618611326e-18
paper_rank15,15,piecewise_linear,fitting_loo,43,50,1.505051,0.28518397965680814,1.2317601647987997,1.2643429146549197,3.63207727782644e-18
paper_rank15,15,piecewise_linear,fitting_loo,44,52,1.525253,0.29549678485759384,0.6828561176021214,0.7440502854027033,2.6969529040576923e-18
paper_rank15,15,piecewise_linear,fitting_loo,45,54,1.545455,0.24807767978990503,1.0787477472329194,1.1069052522099827,4.607859233063394e-19
paper_rank15,15,piecewise_linear,fitting_loo,46,55,1.555556,0.2688775542731988,1.3074949899298463,1.3348551561437418,-5.204170427930421e-18
paper_rank15,15,piecewise_linear,fitting_loo,47,56,1.565657,0.29018960248697273,1.5741107168576383,1.6006356719496504,9.378348791999613e-18
paper_rank15,15,piecewise_linear,fitting_loo,48,57,1.575758,0.27032389876189505,1.0121346532514464,1.0476123169160392,-6.5187655620690954e-18
paper_rank15,15,piecewise_linear,fitting_loo,49,58,1.585859,0.29346007881000896,0.5385169567202786,0.61328568426996,2.6020852139652106e-18
paper_rank15,15,piecewise_linear,fitting_loo,50,59,1.59596,0.24604416349089947,0.5835288986175509,0.6332801164648462,-1.9312351197398048e-18
paper_rank15,15,piecewise_linear,fitting_loo,51,60,1.606061,0.28714131487093647,0.8055218227470817,0.8551698905057475,2.087089182034596e-18
paper_rank15,15,piecewise_linear,fitting_loo,52,61,1.616162,0.2706449553826414,1.056854989195245,1.0909588260154137,-2.371692252312041e-18
paper_rank15,15,piecewise_linear,fitting_loo,53,62,1.626263,0.3002606807734003,0.7624644545129894,0.8194562348376806,5.143184055728112e-18
paper_rank15,15,piecewise_linear,fitting_loo,54,63,1.636364,0.29234445947128074,0.5089125047582789,0.5869047797410517,-7.995991022080595e-19
paper_rank15,15,piecewise_linear,fitting_loo,55,64,1.646465,0.2323885185701105,0.7936742747338357,0.8269965404628155,-2.5478751053409354e-18
paper_rank15,15,piecewise_linear,fitting_loo,56,66,1.666667,0.2787886117682801,0.7438963401636026,0.794421081644048,1.1926223897340549e-18
paper_rank15,15,piecewise_linear,fitting_loo,57,67,1.676768,0.27145043717722195,0.7344166319964792,0.7829770936603037,-2.100641709190665e-18
paper_rank15,15,piecewise_linear,fitting_loo,58,68,1.686869,0.2584640319364688,0.6094464174008328,0.6619883620484504,2.405573570202213e-18
paper_rank15,15,piecewise_linear,fitting_loo,59,69,1.69697,0.2507995315638945,0.5750045680437663,0.6273202199067682,8.944667923005412e-19
paper_rank15,15,piecewise_linear,fitting_loo,60,70,1.707071,0.2881923639020183,0.8115467067116353,0.8611985228656209,-7.047314121155779e-19
paper_rank15,15,piecewise_linear,fitting_loo,61,71,1.717172,0.2518745393672067,0.6637433906642112,0.7099268076582811,1.179069862577986e-18
paper_rank15,15,piecewise_linear,fitting_loo,62,72,1.727273,0.25109579023371326,0.659505235657988,0.7056884948285701,2.1616280813929745e-18
paper_rank15,15,piecewise_linear,fitting_loo,63,73,1.737374,0.2455125966451328,0.9644093007890999,0.9951691989606213,-3.1712913545201005e-18
paper_rank15,15,piecewise_linear,fitting_loo,64,74,1.747475,0.25432356380769283,0.9022475349583767,0.9374065763831451,5.637851296924623e-18
paper_rank15,15,piecewise_linear,fitting_loo,65,75,1.757576,0.23556167556262803,1.152013100609795,1.1758501124592413,-5.583641188300348e-18
paper_rank15,15,piecewise_linear,fitting_loo,66,76,1.767677,0.25958711688316954,1.057027862539663,1.088436205497091,2.1141942363467336e-18
paper_rank15,15,piecewise_linear,fitting_loo,67,77,1.777778,0.27756220301540035,0.9138219616812993,0.9550452105496158,-6.0308745844506184e-18
paper_rank15,15,piecewise_linear,fitting_loo,68,78,1.787879,0.24774777156011596,1.1308910719518446,1.1577104883922604,5.095750210681871e-18
paper_rank15,15,piecewise_linear,fitting_loo,69,79,1.79798,0.22850647130395468,0.6523326276260576,0.6911968348403348,-4.743384504624082e-19
paper_rank15,15,piecewise_linear,fitting_loo,70,80,1.808081,0.22190898270598047,0.688607358064512,0.7234802624717126,-5.210946691508456e-18
paper_rank15,15,piecewise_linear,fitting_loo,71,81,1.818182,0.2916986510474767,0.4103067572615252,0.503427986982642,9.41900637346782e-19
paper_rank15,15,piecewise_linear,fitting_loo,72,82,1.828283,0.31157866405194257,0.7524906240120481,0.8144466852523022,2.778268066994105e-18
paper_rank15,15,piecewise_linear,fitting_loo,73,83,1.838384,0.21327881479720656,0.9725329477230744,0.9956446089083271,-1.7753810574450135e-18
paper_rank15,15,piecewise_linear,fitting_loo,74,84,1.848485,0.24119793065239767,0.8102288973769124,0.8453681493264319,-9.486769009248164e-19
paper_rank15,15,piecewise_linear,fitting_loo,75,85,1.858586,0.2823656209517755,0.9568301521649947,0.9976243200662297,3.848917712323541e-18
paper_rank15,15,piecewise_linear,fitting_loo,76,86,1.868687,0.2954493237365649,0.5350856430807915,0.6112339554766019,-5.285485590866834e-19
paper_rank15,15,piecewise_linear,fitting_loo,77,87,1.878788,0.259456215501818,0.8487704835706911,0.8875409069689798,-3.130633773051894e-18
paper_rank15,15,piecewise_linear,fitting_loo,78,88,1.888889,0.24145344415501857,0.948873246326009,0.9791119462490598,4.241940999849536e-18
paper_rank15,15,piecewise_linear,fitting_loo,79,89,1.89899,0.23467536005063455,0.6008905381284333,0.64509066295147,-5.963111948670274e-19
paper_rank15,15,piecewise_linear,fitting_loo,80,90,1.909091,0.2642951731154734,0.5180471484049647,0.5815709642878173,8.131516293641283e-19
paper_rank15,15,piecewise_linear,fitting_loo,81,91,1.919192,0.2868356398246118,0.6070743216112049,0.6714267765239025,-2.0735366548785272e-18
paper_rank15,15,piecewise_linear,fitting_loo,82,92,1.929293,0.25574110491393887,0.48902017508482476,0.551855274852576,1.7279472123987727e-18
paper_rank15,15,piecewise_linear,fitting_loo,83,93,1.939394,0.22877915234396484,0.3402350369041916,0.40999973278578017,-8.538092108323347e-19
paper_rank15,15,piecewise_linear,fitting_loo,84,94,1.949495,0.2706474603648204,0.3158018317017682,0.4159096593109265,1.2010927192065979e-18
paper_rank15,15,piecewise_linear,fitting_loo,85,95,1.959596,0.23536418566757963,0.5982619214907059,0.6428947243528277,-1.6059744679941534e-18
paper_rank15,15,piecewise_linear,fitting_loo,86,96,1.969697,0.2357368752550351,0.7012956105410021,0.7398563426227449,1.9583401740519424e-18
paper_rank15,15,piecewise_linear,fitting_loo,87,97,1.979798,0.21350947420844252,0.5000386188094906,0.5437140019143032,-1.7279472123987727e-19
paper_rank15,15,piecewise_linear,fitting_loo,88,98,1.989899,0.2527563051639169,0.9132791006523819,0.9476098698771482,4.716279450311944e-18
paper_rank15,15,pchip,fitting_loo,1,1,1.010101,0.40610180794786266,1.8187350239628408,1.8635224081850046,1.0842021724855044e-19
paper_rank15,15,pchip,fitting_loo,2,2,1.020202,0.4559435753455447,1.747586000610684,1.8060845421600118,1.5720931501039814e-18
paper_rank15,15,pchip,fitting_loo,3,3,1.030303,0.39381350092121603,1.9383991529190798,1.9779990772357123,9.812029660993815e-18
paper_rank15,15,pchip,fitting_loo,4,4,1.040404,0.3611679174533056,1.8011027841594849,1.8369576760787303,-3.577867169202165e-18
paper_rank15,15,pchip,fitting_loo,5,6,1.060606,0.34874500374114226,1.2254834770592182,1.2741400355453842,3.2526065174565133e-18
paper_rank15,15,pchip,fitting_loo,6,7,1.070707,0.40464830473899227,1.3433658022893937,1.4029867887078395,-3.06287113727155e-18
paper_rank15,15,pchip,fitting_loo,7,9,1.090909,0.3718534762485215,1.4168845335653542,1.4648674988731398,2.710505431213761e-18
paper_rank15,15,pchip,fitting_loo,8,10,1.10101,0.35314162339520627,0.9997981190766607,1.0603326294533533,3.1848438816761693e-18
paper_rank15,15,pchip,fitting_loo,9,11,1.111111,0.31361709897004586,1.0629604482159383,1.108260167667233,-1.2468324983583301e-18
paper_rank15,15,pchip,fitting_loo,10,12,1.121212,0.3525565419335042,1.4768907771440336,1.518388119972364,-8.673617379884035e-19
paper_rank15,15,pchip,fitting_loo,11,13,1.131313,0.3666218834785461,0.9474502693424749,1.015910241272565,-3.9302328752599536e-19
paper_rank15,15,pchip,fitting_loo,12,14,1.141414,0.3454542623458792,1.6418287759038828,1.6777784051414577,3.577867169202165e-18
paper_rank15,15,pchip,fitting_loo,13,15,1.151515,0.36585278018855416,2.0853521008845695,2.1172013700721295,-7.914675859144182e-18
paper_rank15,15,pchip,fitting_loo,14,16,1.161616,0.3606448259944189,1.3059258516667407,1.3548088501955096,3.1712913545201005e-18
paper_rank15,15,pchip,fitting_loo,15,17,1.171717,0.40236738860170046,0.9640571664951969,1.044655797706057,-2.100641709190665e-18
paper_rank15,15,pchip,fitting_loo,16,18,1.181818,0.3407186998268393,1.2593790521799775,1.3046550614938348,5.204170427930421e-18
paper_rank15,15,pchip,fitting_loo,17,19,1.191919,0.36010083205007215,1.5601670144255846,1.6011850992763783,-9.107298248878237e-18
paper_rank15,15,pchip,fitting_loo,18,20,1.20202,0.3283574202985496,1.4414989547663415,1.4784241042602086,2.6834003769016235e-18
paper_rank15,15,pchip,fitting_loo,19,21,1.212121,0.32949307081244683,2.006693728679796,2.0335647037742,1.0842021724855044e-18
paper_rank15,15,pchip,fitting_loo,20,22,1.222222,0.32345154737126497,2.5859184136584465,2.6060688681603548,-9.107298248878237e-18
paper_rank15,15,pchip,fitting_loo,21,23,1.232323,0.3322271877896616,2.0612210745375648,2.087823561133587,1.1221492485224971e-17
paper_rank15,15,pchip,fitting_loo,22,24,1.242424,0.32983780718819766,1.553303957336503,1.5879377075086953,1.1384122811097797e-18
paper_rank15,15,pchip,fitting_loo,23,25,1.252525,0.3147555206581999,1.5156583478177732,1.5479958866529995,8.998878031629687e-18
paper_rank15,15,pchip,fitting_loo,24,26,1.262626,0.3247262649455364,1.870749427319152,1.8987234045432486,-1.0842021724855044e-17
paper_rank15,15,pchip,fitting_loo,25,27,1.272727,0.31059612003187725,1.868765512109526,1.8944008258626057,8.673617379884035e-18
paper_rank15,15,pchip,fitting_loo,26,29,1.292929,0.3074429494090285,0.8454727922631519,0.8996362651641778,-2.236166980751353e-18
paper_rank15,15,pchip,fitting_loo,27,30,1.30303,0.3280883439360583,0.7956789044177905,0.8606665326142288,-1.2197274440461925e-19
paper_rank15,15,pchip,fitting_loo,28,32,1.323232,0.31618843800344687,1.4519379288861185,1.4859673205239594,-1.599198204416119e-18
paper_rank15,15,pchip,fitting_loo,29,33,1.333333,0.3292980981196618,1.1179556194594757,1.1654449813295733,4.30970363562988e-18
paper_rank15,15,pchip,fitting_loo,30,34,1.343434,0.2903594973814795,0.9549055032607114,0.9980747255978762,5.800481622797449e-18
paper_rank15,15,pchip,fitting_loo,31,35,1.353535,0.2795116419478816,1.2042795419196217,1.236291216934957,-1.81603863891322e-18
paper_rank15,15,pchip,fitting_loo,32,36,1.363636,0.28540057071395547,0.8173135118052517,0.8657106111994306,6.776263578034403e-19
paper_rank15,15,pchip,fitting_loo,33,38,1.383838,0.2974163898241322,0.7243440963494957,0.7830267421055294,1.145188544687814e-18
paper_rank15,15,pchip,fitting_loo,34,39,1.393939,0.3376300612160172,0.7044027466699421,0.7811384561989473,-1.5517643593698782e-18
paper_rank15,15,pchip,fitting_loo,35,41,1.414141,0.3023790352905478,0.6832780625627044,0.7471960865547144,-5.082197683525802e-19
paper_rank15,15,pchip,fitting_loo,36,43,1.434343,0.2766430757169206,1.2612278577476923,1.291211485582815,2.9002408113987244e-18
paper_rank15,15,pchip,fitting_loo,37,44,1.444444,0.2904745385140821,1.028278590921585,1.0685187495185233,-2.0599841277224584e-18
paper_rank15,15,pchip,fitting_loo,38,45,1.454545,0.3267310339962727,0.8151132258846665,0.8781587211821996,-2.4530074152484538e-18
paper_rank15,15,pchip,fitting_loo,39,46,1.464646,0.3365460287579208,1.2282433720952193,1.2735167884910648,3.279711571768651e-18
paper_rank15,15,pchip,fitting_loo,40,47,1.474747,0.28840658959470883,1.1113886042886685,1.1481998914232336,-4.0115480381963664e-18
paper_rank15,15,pchip,fitting_loo,41,48,1.484848,0.32115470390261225,0.6980397812597696,0.7683748304440802,7.386127300057499e-19
paper_rank15,15,pchip,fitting_loo,42,49,1.494949,0.2544043616307383,0.9550725379722329,0.9883749956395257,-3.3203691532368573e-18
paper_rank15,15,pchip,fitting_loo,43,50,1.505051,0.28518397965680814,1.2456151488546734,1.277844670258941,3.6591823321385775e-18
paper_rank15,15,pchip,fitting_loo,44,52,1.525253,0.29549678485759384,0.7725011221661862,0.8270890723550898,1.0909784360635388e-18
paper_rank15,15,pchip,fitting_loo,45,54,1.545455,0.24807767978990503,1.1898501938690302,1.2154365549300101,2.032879073410321e-18
paper_rank15,15,pchip,fitting_loo,46,55,1.555556,0.2688775542731988,1.3406391284379404,1.367336246828381,-5.44811591673966e-18
paper_rank15,15,pchip,fitting_loo,47,56,1.565657,0.29018960248697273,1.613292528713,1.6391835737930132,1.0137290312739466e-17
paper_rank15,15,pchip,fitting_loo,48,57,1.575758,0.27032389876189505,1.1299076061141096,1.1617943917046056,-7.453889935837843e-18
paper_rank15,15,pchip,fitting_loo,49,58,1.585859,0.29346007881000896,0.6090791953025685,0.6760889616061141,3.2593827810345477e-18
paper_rank15,15,pchip,fitting_loo,50,59,1.59596,0.24604416349089947,0.6318430807193226,0.6780585587106694,-3.0560948736935156e-18
paper_rank15,15,pchip,fitting_loo,51,60,1.606061,0.28714131487093647,0.8772352624255223,0.9230340407312255,2.846030702774449e-18
paper_rank15,15,pchip,fitting_loo,52,61,1.616162,0.2706449553826414,1.1116389664210915,1.1441109577046276,-2.4123498337802474e-18
paper_rank15,15,pchip,fitting_loo,53,62,1.626263,0.3002606807734003,0.7619272528502276,0.8189564182875988,5.204170427930421e-18
paper_rank15,15,pchip,fitting_loo,54,63,1.636364,0.29234445947128074,0.4918135960181099,0.5721415001656536,-1.5382118322138094e-18
paper_rank15,15,pchip,fitting_loo,55,64,1.646465,0.2323885185701105,0.7429632514262379,0.7784592581073477,-1.5449880957918438e-18
paper_rank15,15,pchip,fitting_loo,56,66,1.666667,0.2787886117682801,0.7678210789755263,0.8168673695104017,1.6940658945086007e-18
paper_rank15,15,pchip,fitting_loo,57,67,1.676768,0.27145043717722195,0.7334744258901601,0.7820933916602183,-2.1141942363467336e-18
paper_rank15,15,pchip,fitting_loo,58,68,1.686869,0.2584640319364688,0.5837190314701561,0.6383819887068679,2.256495771485456e-18
paper_rank15,15,pchip,fitting_loo,59,69,1.69697,0.2507995315638945,0.5728588080556617,0.6253539949497654,8.809142651444724e-19
paper_rank15,15,pchip,fitting_loo,60,70,1.707071,0.2881923639020183,0.8301418682383722,0.8787436258737371,-5.692061405548898e-19
paper_rank15,15,pchip,fitting_loo,61,71,1.717172,0.2518745393672067,0.689998624203196,0.7345331067989769,1.1248597539537109e-18
paper_rank15,15,pchip,fitting_loo,62,72,1.727273,0.25109579023371326,0.6831343103786478,0.7278197454656105,2.236166980751353e-18
paper_rank15,15,pchip,fitting_loo,63,73,1.737374,0.2455125966451328,0.9927567346118172,1.0226643482729412,-3.415236843329339e-18
paper_rank15,15,pchip,fitting_loo,64,74,1.747475,0.25432356380769283,0.9815790551908196,1.013991083144822,6.152847328855238e-18
paper_rank15,15,pchip,fitting_loo,65,75,1.757576,0.23556167556262803,1.197593061787184,1.2205402265532315,-6.1257422745431e-18
paper_rank15,15,pchip,fitting_loo,66,76,1.767677,0.25958711688316954,1.0836683678615322,1.1143260755970015,2.087089182034596e-18
paper_rank15,15,pchip,fitting_loo,67,77,1.777778,0.27756220301540035,0.9687011686346706,1.0076818598431128,-6.410345344820545e-18
paper_rank15,15,pchip,fitting_loo,68,78,1.787879,0.24774777156011596,1.1389223282264593,1.1655569604467353,5.041540102057596e-18
paper_rank15,15,pchip,fitting_loo,69,79,1.79798,0.22850647130395468,0.6645817055232319,0.7027688458831587,-5.827586677109586e-19
paper_rank15,15,pchip,fitting_loo,70,80,1.808081,0.22190898270598047,0.6696361626703254,0.7054475082962524,-5.061868892791699e-18
paper_rank15,15,pchip,fitting_loo,71,81,1.818182,0.2916986510474767,0.4203414435457826,0.5116395529912438,9.825582188149884e-19
paper_rank15,15,pchip,fitting_loo,72,82,1.828283,0.31157866405194257,0.7701257007098901,0.8307676322452138,2.6291902682773483e-18
paper_rank15,15,pchip,fitting_loo,73,83,1.838384,0.21327881479720656,0.9883558332428606,1.011105882658424,-1.951563910473908e-18
paper_rank15,15,pchip,fitting_loo,74,84,1.848485,0.24119793065239767,0.8250429233167385,0.8595767953278051,-9.215718466126788e-19
paper_rank15,15,pchip,fitting_loo,75,85,1.858586,0.2823656209517755,0.9348935596156228,0.9766044806912821,3.699839913606784e-18
paper_rank15,15,pchip,fitting_loo,76,86,1.868687,0.2954493237365649,0.5430789754644556,0.6182435414041227,-5.116079001415974e-19
paper_rank15,15,pchip,fitting_loo,77,87,1.878788,0.259456215501818,0.8585635418813276,0.8969107442830112,-3.076423664427619e-18
paper_rank15,15,pchip,fitting_loo,78,88,1.888889,0.24145344415501857,0.9509657677123088,0.9811399783186002,4.187730891225261e-18
paper_rank15,15,pchip,fitting_loo,79,89,1.89899,0.23467536005063455,0.6250558737590601,0.6676581235449678,-9.622294280808852e-19
paper_rank15,15,pchip,fitting_loo,80,90,1.909091,0.2642951731154734,0.521140384812654,0.5843280236432526,1.043544591017298e-18
paper_rank15,15,pchip,fitting_loo,81,91,1.919192,0.2868356398246118,0.6074484913325242,0.6717651032137157,-1.9922214919421144e-18
paper_rank15,15,pchip,fitting_loo,82,92,1.929293,0.25574110491393887,0.5123856146165825,0.5726626675527516,1.8092623753351855e-18
paper_rank15,15,pchip,fitting_loo,83,93,1.939394,0.22877915234396484,0.35655237312169846,0.42363840161855193,-1.6466320494623599e-18
paper_rank15,15,pchip,fitting_loo,84,94,1.949495,0.2706474603648204,0.3586693374139341,0.4493258743972956,1.675431169669006e-18
paper_rank15,15,pchip,fitting_loo,85,95,1.959596,0.23536418566757963,0.6030101581311117,0.6473156499763119,-1.6059744679941534e-18
paper_rank15,15,pchip,fitting_loo,86,96,1.969697,0.2357368752550351,0.7211978407183899,0.7587477840573226,2.1277467635028025e-18
paper_rank15,15,pchip,fitting_loo,87,97,1.979798,0.21350947420844252,0.5217464861165003,0.5637425754293135,-5.827586677109586e-19
paper_rank15,15,pchip,fitting_loo,88,98,1.989899,0.2527563051639169,0.7884131268846927,0.827937804695652,4.20128341838133e-18
