model,rank,case_set,case_identifier,evaluation_role,uncertainty_source,duration_scaling,size_ratio,source_simulation,truth_field_norm,projection_error_absolute,coefficient_error_absolute,coefficient_field_error_absolute,rom_error_absolute,projection_error_percent,coefficient_error_percent,rom_error_percent,pythagorean_residual,coefficient_field_equivalence_residual,field_uncertainty_absolute,field_uncertainty_percent,modal_uncertainty_norm_absolute,modal_uncertainty_norm_percent,rom_to_field_uncertainty_ratio,coefficient_to_modal_uncertainty_ratio,field_ratio_stable,modal_vector_ratio_stable,uncertainty_rule_frozen_before_evaluation,external_test_used_for_selection
paper_rank15,15,numbered,numbered_simulation_51,fitting,observed_numbered_windows,empirical_primary,1.505051,51,14.437176438141057,0.0411725143163657,0.1255808627192734,0.12558086271927338,0.1321579699316263,0.2851839796568082,0.8698436516125538,0.9154003935456722,1.463672932855431e-18,2.7755575615628914e-17,0.11777831144999726,0.8157987952467144,0.07491080538962426,0.5188743499159579,1.1220908867226707,1.676405187023491,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_51,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.505051,51,14.437176438141057,0.0411725143163657,0.1255808627192734,0.12558086271927338,0.1321579699316263,0.2851839796568082,0.8698436516125538,0.9154003935456722,1.463672932855431e-18,2.7755575615628914e-17,0.10767734129906793,0.7458337976295631,0.06848626253528121,0.4743743544918508,1.2273517189151686,1.8336650018619352,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_61,fitting,observed_numbered_windows,empirical_primary,1.606061,61,14.728207176255644,0.042290767742816086,0.09592561925814531,0.09592561925814529,0.1048343143552494,0.2871413148709365,0.6513054719436158,0.7117927735580744,1.0299920638612292e-18,2.7755575615628914e-17,0.11963944204844427,0.8123150402265067,0.078664284627166,0.5341063150848808,0.8762521168629323,1.219430389697058,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_61,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.606061,61,14.728207176255644,0.042290767742816086,0.09592561925814531,0.09592561925814529,0.1048343143552494,0.2871413148709365,0.6513054719436158,0.7117927735580744,1.0299920638612292e-18,2.7755575615628914e-17,0.10937885656265021,0.7426488183774831,0.07191783376383747,0.4882999872501872,0.9584513648229831,1.3338224225877575,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_71,fitting,observed_numbered_windows,empirical_primary,1.707071,71,14.947414820003644,0.04307730811200908,0.0743907699096341,0.07439076990963407,0.08596302182872093,0.288192363902018,0.49768318338285045,0.5751029382932451,2.879912020664621e-19,2.7755575615628914e-17,0.12327891588742283,0.82475075036014,0.0742999123447631,0.49707533536387793,0.6973051410285078,1.001222848883716,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_71,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.707071,71,14.947414820003644,0.04307730811200908,0.0743907699096341,0.07439076990963407,0.08596302182872093,0.288192363902018,0.49768318338285045,0.5751029382932451,2.879912020664621e-19,2.7755575615628914e-17,0.1127061997881056,0.7540180101061658,0.0679277612451972,0.4544448793532622,0.762717774091723,1.0951453212348268,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_81,fitting,observed_numbered_windows,empirical_primary,1.808081,81,15.127707855158455,0.033569742608114864,0.12421839273031664,0.12421839273031667,0.12867453792914246,0.22190898270598075,0.8211316209941146,0.8505884643010556,2.710505431213761e-19,2.7755575615628914e-17,0.11539711170018911,0.7628195415000655,0.07197748050538585,0.47579898550752336,1.1150585663135935,1.7257952328717834,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_81,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.808081,81,15.127707855158455,0.033569742608114864,0.12421839273031664,0.12421839273031667,0.12867453792914246,0.22190898270598075,0.8211316209941146,0.8505884643010556,2.710505431213761e-19,2.7755575615628914e-17,0.10550035934878584,0.6973981806028258,0.06580450711857799,0.43499324384519406,1.2196597122834665,1.8876882172596225,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_91,fitting,observed_numbered_windows,empirical_primary,1.909091,91,15.179102126120826,0.040117634241605575,0.07752891015783574,0.07752891015783568,0.08729350770478576,0.2642951731154736,0.5107608441768159,0.5750900611872654,2.083701050245579e-18,5.551115123125783e-17,0.1258262130642941,0.8289437149761787,0.07750056041952443,0.5105740759603841,0.6937624965330629,1.0003658004298015,True,True,True,False
paper_rank15,15,numbered,numbered_simulation_91,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.909091,91,15.179102126120826,0.040117634241605575,0.07752891015783574,0.07752891015783568,0.08729350770478576,0.2642951731154736,0.5107608441768159,0.5750900611872654,2.083701050245579e-18,5.551115123125783e-17,0.11503503422398191,0.7578513753196566,0.07085391352978479,0.4667859333251105,0.7588428020529703,1.0942078749855502,True,True,True,False
validation_selected_rank,6,external,external_simulation_8,external,interpolated_external,empirical_primary,1.0625,8,12.653523937964877,0.09114115550944032,0.14125070266324297,0.1412507026632429,0.16810256164156467,0.7202827920211685,1.11629537633736,1.3285039208500629,1.2197274440461925e-18,5.551115123125783e-17,0.14399942720593356,1.1380183726834094,0.05043578280201893,0.3985908040264927,1.16738354383286,2.8006049438691125,True,True,True,False
validation_selected_rank,6,external,external_simulation_8,external,interpolated_external,inverse_sqrt_sensitivity,1.0625,8,12.653523937964877,0.09114115550944032,0.14125070266324297,0.1412507026632429,0.16810256164156467,0.7202827920211685,1.11629537633736,1.3285039208500629,1.2197274440461925e-18,5.551115123125783e-17,0.13164966689734248,1.0404189974489928,0.046110280675608885,0.3644066340860379,1.2768931787168696,3.0633234192816534,True,True,True,False
