model,rank,case_set,case_identifier,evaluation_role,uncertainty_source,duration_scaling,size_ratio,source_simulation,mode,truth_field_norm,projected_coefficient,predicted_coefficient,coefficient_error_absolute,coefficient_error_percent,modal_uncertainty_absolute,modal_uncertainty_percent,coefficient_error_to_uncertainty_ratio,mode_ratio_stable,uncertainty_rule_frozen_before_evaluation,external_test_used_for_selection
validation_selected_rank,6,numbered,numbered_simulation_1,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.0,1,6,12.534418235102383,0.08581269328029068,0.017188855845468302,0.06862383743482237,0.5474832269649557,0.023778011546740037,0.18970175640182646,2.886020864273265,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,empirical_primary,1.10101,11,1,12.762901664468703,-12.337652934264913,-12.332778547246914,0.004874387017999027,0.03819184027382333,0.013685220884157221,0.10722656370734415,0.3561789071042244,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,empirical_primary,1.10101,11,2,12.762901664468703,-3.2607741818890417,-3.260497572795041,0.0002766090940005128,0.002167290019718471,0.02648388827690764,0.20750679565789884,0.01044442912265641,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,empirical_primary,1.10101,11,3,12.762901664468703,0.18410042852456274,0.17717182464897832,0.006928603875584416,0.05428705836442595,0.013734466328124544,0.10761241204545695,0.5044683724912175,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,empirical_primary,1.10101,11,4,12.762901664468703,-0.009704972616653873,-0.02474201891023721,0.015037046293583337,0.11781839811118924,0.02651321630253734,0.20773658686369767,0.5671528539577553,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,empirical_primary,1.10101,11,5,12.762901664468703,0.00030738487505776584,-0.025574548598146896,0.025881933473204662,0.20279035405607412,0.02175676403903246,0.17046879002133372,1.1896039974865515,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,empirical_primary,1.10101,11,6,12.762901664468703,0.02345760689414441,-0.006284881849347085,0.029742488743491495,0.23303861085362063,0.022520962930333326,0.17645644793323598,1.3206579503504066,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.10101,11,1,12.762901664468703,-12.337652934264913,-12.332778547246914,0.004874387017999027,0.03819184027382333,0.012511541231614113,0.09803053851339803,0.38959125240961084,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.10101,11,2,12.762901664468703,-3.2607741818890417,-3.260497572795041,0.0002766090940005128,0.002167290019718471,0.02421256207370287,0.18971048050232545,0.011424197619339773,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.10101,11,3,12.762901664468703,0.18410042852456274,0.17717182464897832,0.006928603875584416,0.05428705836442595,0.012556563259967311,0.09838329550813801,0.5517914203223194,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.10101,11,4,12.762901664468703,-0.009704972616653873,-0.02474201891023721,0.015037046293583337,0.11781839811118924,0.02423937485261334,0.1899205642247842,0.6203561925592374,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.10101,11,5,12.762901664468703,0.00030738487505776584,-0.025574548598146896,0.025881933473204662,0.20279035405607412,0.019890848137933976,0.1558489492503819,1.3011980833459307,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_11,fitting,observed_numbered_windows,inverse_sqrt_sensitivity,1.10101,11,6,12.762901664468703,0.02345760689414441,-0.006284881849347085,0.029742488743491495,0.23303861085362063,0.020589507371759956,0.16132309025838648,1.444545913919511,True,True,False
validation_selected_rank,6,numbered,numbered_simulation_21,fitting,observed_numbered_windows,empirical_primary,1.20202,21,1,13.19016377484132,-13.029984738013875,-13.061574689439066,0.03158995142519139,0.23949627892752545,0.010996933483196249,0.08337222850994164,2.8726145769147453,True,True,False
